; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",1040531456,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536577323,"CurrentTimeLocal","Mon Sep 10 14:02:03 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.002875
; "Time_ContextDestroy [ms]", 0.003542
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.084748,1309.815367,1515.179299,0.067914,0.749976,0.617647,0.022791,0.191202,2826.755612,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,2,11,"Success",0.084997,1309.760577,1515.379127,0.066414,0.735602,0.639064,0.025708,0.204035,2826.922523,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,3,11,"Success",0.086039,1308.567781,1516.043356,0.074456,0.744976,0.564357,0.019666,0.243951,2826.370707,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,4,11,"Success",0.082914,1309.099639,1517.719219,0.06654,0.755101,0.580232,0.021124,0.258659,2828.610095,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,5,11,"Success",0.084914,1310.74138,1515.301629,0.061915,0.750727,0.599398,0.021749,0.258492,2827.849286,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,6,11,"Success",0.087248,1310.092192,1515.591578,0.07279,0.747185,0.581566,0.019292,0.201994,2827.418966,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,7,11,"Success",0.080248,1309.751828,1515.707825,0.069414,0.744893,0.643896,0.021208,0.203619,2827.251263,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,8,11,"Success",0.084456,1309.832992,1516.386303,0.064956,0.676604,0.647813,0.022166,0.204577,2827.946033,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,9,11,"Success",0.086622,1309.599832,1514.1005,0.12183,0.672938,0.644605,0.021999,0.202452,2825.477693,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,10,11,"Success",0.083456,1308.836023,1514.223038,0.067373,0.664104,0.766976,0.024041,0.204826,2824.896462,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",8192,0,0,11,11,"Success",0.083164,1310.288519,1515.552996,0.068748,0.670813,0.643605,0.021166,0.202827,2827.55942,65544,0,32768,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.011708,2604.365589,3126.357962,0.154162,1.877399,1.492537,0.087622,0.077164,5734.459433,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.251034,2604.099013,3122.81749,0.155412,1.654157,1.496203,0.076372,0.072581,5730.654969,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,2,12,"Success",0.191703,2603.94881,3132.445188,0.153787,1.673073,1.697947,0.076914,0.074331,5740.294084,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,3,12,"Success",0.190869,2612.87253,3138.842863,0.156953,1.721154,1.504869,0.085497,0.072747,5755.475857,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,4,12,"Success",0.188411,2605.939414,3142.082719,0.162661,1.69528,1.577534,0.071498,0.386196,5752.139629,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,5,12,"Success",0.198786,2617.096439,3135.712836,0.167786,1.721654,1.568993,0.081956,0.345489,5756.931437,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,6,12,"Success",0.197869,2605.576383,3120.306278,0.147996,1.695738,1.457038,0.074372,0.345156,5729.835745,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,7,12,"Success",0.190536,2607.405868,3136.109615,0.22616,1.636698,1.500578,0.077039,0.279742,5747.4599,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,8,12,"Success",0.193869,2608.074639,3129.103793,0.148329,1.66574,1.488578,0.075039,0.285033,5741.06931,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,9,12,"Success",0.243576,2601.305143,3124.577477,0.141371,1.65524,1.682697,0.077539,0.272199,5729.989866,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,10,12,"Success",0.252992,2599.947977,3124.121199,0.156162,1.764945,1.515494,0.082664,0.35228,5728.227379,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",16384,0,0,11,12,"Success",0.189994,2598.669517,3124.224113,0.154745,1.638823,1.499661,0.079956,0.291199,5726.784633,131080,0,65536,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.122746,6159.623554,7435.35774,0.349114,4.51815,4.568065,0.305615,0.42357,13605.312011,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.337865,6150.859953,7415.157374,0.423778,4.403445,4.374821,0.240492,0.391196,13576.228715,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,2,13,"Success",0.330198,6136.025877,7422.672555,0.358947,4.281574,4.485443,0.216577,0.504401,13568.918611,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,3,13,"Success",0.332781,6181.471993,7452.300667,0.35678,4.572023,4.403695,0.20891,0.517775,13644.207208,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,4,13,"Success",0.415403,6233.823309,7515.694219,0.423486,4.31699,4.532817,0.237201,0.407446,13759.895828,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,5,13,"Success",0.329948,6159.723134,7432.791321,0.369614,4.350489,4.619897,0.208119,0.48236,13602.918211,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,6,13,"Success",0.331823,6124.501406,7401.920581,0.553691,4.29074,4.598939,0.217076,0.412279,13536.871575,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,7,13,"Success",0.400904,6160.989719,7460.453244,0.369613,4.406945,4.388321,0.204452,0.487318,13631.741849,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,8,13,"Success",0.336531,6171.344894,7351.209088,0.423779,4.521316,4.503484,0.209827,0.517401,13533.109276,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,9,13,"Success",0.402862,6133.034555,7390.741098,0.422153,4.818265,4.522191,0.217576,0.49086,13534.694393,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,10,13,"Success",0.329365,6109.905072,7399.595071,0.560982,4.204577,4.271491,0.272159,0.408737,13519.593034,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,11,13,"Success",0.328198,6094.786296,7364.51992,0.321864,4.192285,4.218993,0.438486,0.375822,13469.223156,262152,0,131072,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,0,14,"FFT data exceeds physical memory. 662405<1048584 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,1,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,2,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,3,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,4,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,5,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,6,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,7,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,8,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,9,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,10,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,11,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,0,15,"FFT data exceeds physical memory. 662405<2097160 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,1,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,2,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,3,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,4,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,5,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,6,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,7,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,8,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,9,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,10,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,11,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,0,16,"FFT data exceeds physical memory. 662405<4194312 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,1,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,2,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,3,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,4,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,5,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,6,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,7,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,8,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,9,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,10,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,11,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,0,17,"FFT data exceeds physical memory. 662405<8388616 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,1,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,2,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,3,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,4,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,5,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,6,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,7,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,8,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,9,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,10,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,11,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,0,18,"Warmup",0.004083,1.095049,0.080997,0.002042,0.005459,0.003374,0.000875,0.005124,1.210962,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,1,18,"Warmup",0.001792,0.86464,0.072123,0.001667,0.003208,0.003,0.000833,0.004041,0.962386,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,2,18,"Success",0.001541,0.801933,0.071206,0.001208,0.001916,0.002042,0.000833,0.00475,0.895721,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,3,18,"Success",0.001375,0.901763,0.075706,0.001375,0.002874,0.003666,0.000833,0.004958,1.00426,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,4,18,"Success",0.002791,0.895388,0.074998,0.001583,0.003125,0.003333,0.000875,0.005708,0.999594,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,5,18,"Success",0.002083,0.827599,0.069123,0.001,0.001709,0.002666,0.000875,0.004292,0.919138,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,6,18,"Success",0.001375,0.930679,0.073414,0.00125,0.004374,0.00325,0.000834,0.004541,1.030301,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,7,18,"Success",0.001708,0.857557,0.070956,0.001208,0.00325,0.002458,0.000834,0.0045,0.953428,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,8,18,"Success",0.001958,0.738351,0.068664,0.001167,0.002416,0.002708,0.000875,0.004042,0.830224,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,9,18,"Success",0.00175,0.724561,0.067998,0.045332,0.003541,0.002334,0.001166,0.005208,0.863015,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,10,18,"Success",0.002291,0.816849,0.076873,0.001417,0.002625,0.003208,0.001041,0.004833,0.920513,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,11,18,"Success",0.0015,0.785142,0.069498,0.001084,0.002833,0.0025,0.000875,0.003958,0.876931,76,0,36,0,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,0,29,"Warmup",0.003916,1.16988,0.171745,0.002208,0.0165,0.009208,0.001125,0.005541,1.395415,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,1,29,"Warmup",0.001708,0.882223,0.076581,0.001542,0.006791,0.005416,0.000916,0.004625,0.990427,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,2,29,"Success",0.001833,0.815391,0.07454,0.001291,0.007125,0.005875,0.000958,0.005417,0.922262,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,3,29,"Success",0.001374,0.81585,0.072748,0.001084,0.006458,0.005542,0.000917,0.005041,0.919554,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,4,29,"Success",0.0015,0.820682,0.074665,0.001875,0.004999,0.004625,0.000916,0.005583,0.925929,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,5,29,"Success",0.001792,0.947179,0.138288,0.001875,0.007291,0.005958,0.000959,0.005084,1.119965,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,6,29,"Success",0.001791,0.776184,0.082872,0.001625,0.006334,0.005291,0.000917,0.00475,0.890222,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,7,29,"Success",0.001791,0.802808,0.073122,0.001125,0.005375,0.005417,0.000916,0.004625,0.905138,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,8,29,"Success",0.00175,0.780851,0.076914,0.001458,0.005125,0.003541,0.000916,0.004291,0.88493,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,9,29,"Success",0.001583,0.773184,0.072664,0.001417,0.004959,0.005041,0.000958,0.004667,0.873555,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,10,29,"Success",0.001334,0.755602,0.072664,0.001417,0.004666,0.005125,0.000917,0.004333,0.856515,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,11,29,"Success",0.001709,0.760143,0.071373,0.001292,0.005125,0.00475,0.000916,0.003834,0.85864,204,0,100,3.4177949881e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,0,19,"Warmup",0.004083,10.314343,7.433934,0.002042,0.011208,0.006208,0.001166,0.012624,17.802317,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,1,19,"Warmup",0.002458,9.921064,7.311395,0.0015,0.009499,0.005125,0.000875,0.009875,17.274958,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,2,19,"Success",0.002083,9.898648,7.391393,0.001541,0.008291,0.005,0.001125,0.009875,17.331248,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,3,19,"Success",0.001291,9.825275,7.31227,0.001917,0.01,0.004958,0.001083,0.009916,17.180003,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,4,19,"Success",0.001958,9.885065,7.260939,0.001166,0.007333,0.0055,0.000875,0.009625,17.186253,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,5,19,"Success",0.001833,9.67428,7.281814,0.001667,0.007041,0.004375,0.000917,0.009375,16.993551,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,6,19,"Success",0.00175,9.661947,7.244731,0.001375,0.008083,0.005208,0.000917,0.010291,16.946926,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,7,19,"Success",0.001458,9.645197,7.217857,0.001166,0.006458,0.004541,0.000917,0.009374,16.898844,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,8,19,"Success",0.001958,9.67478,7.260397,0.001,0.007624,0.005041,0.000916,0.009416,16.973384,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,9,19,"Success",0.001709,9.640197,7.20544,0.001,0.006042,0.004916,0.000916,0.010667,16.884179,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,10,19,"Success",0.001584,10.018727,7.426142,0.001459,0.010166,0.005625,0.001084,0.010333,17.488951,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,11,19,"Success",0.001458,9.910939,7.711133,0.001167,0.009709,0.006208,0.000916,0.010458,17.666071,220,0,108,1.9592715943e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,0,36,"Warmup",0.003958,5.673905,3.611429,0.002166,0.012792,0.009208,0.001042,0.01075,9.340457,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,1,36,"Warmup",0.001333,5.427913,3.570721,0.030749,0.011042,0.007167,0.001208,0.011625,9.075174,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,2,36,"Success",0.001583,5.223169,3.692384,0.002084,0.011833,0.008291,0.001083,0.009958,8.961844,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,3,36,"Success",0.001833,5.214753,3.662594,0.001959,0.009374,0.006458,0.001041,0.010374,8.920845,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,4,36,"Success",0.001833,5.218503,3.55843,0.001875,0.009833,0.005791,0.001042,0.008791,8.818557,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,5,36,"Success",0.00125,5.28646,3.575638,0.002083,0.008666,0.00575,0.001042,0.009041,8.901554,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,6,36,"Success",0.001542,5.35254,3.541764,0.002166,0.01025,0.006083,0.001042,0.010208,8.937095,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,7,36,"Success",0.001291,5.337874,3.571596,0.001792,0.009375,0.006791,0.001083,0.0095,8.951678,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,8,36,"Success",0.002333,5.246877,3.695425,0.002291,0.010375,0.008,0.001167,0.009416,8.988927,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,9,36,"Success",0.002,5.174838,3.675635,0.001792,0.008749,0.007291,0.001042,0.009291,8.894637,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,10,36,"Success",0.001416,5.199254,3.651635,0.002,0.010084,0.007459,0.001,0.009333,8.895804,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,11,36,"Success",0.001417,5.189379,3.56493,0.001833,0.009625,0.00625,0.001041,0.009458,8.796141,396,0,196,3.2760675066e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,0,20,"Warmup",0.003625,16.557689,13.796984,0.002292,0.015125,0.008666,0.001084,0.011417,30.414796,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,1,20,"Warmup",0.00225,16.087579,13.786651,0.002458,0.016416,0.008458,0.001042,0.011542,29.930644,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,2,20,"Success",0.001791,16.103829,14.125599,0.001958,0.015291,0.008666,0.00125,0.011791,30.285799,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,3,20,"Success",0.002458,15.83442,13.633988,0.001958,0.012791,0.008916,0.001083,0.010416,29.519199,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,4,20,"Success",0.001541,15.809296,13.705237,0.002583,0.011833,0.008958,0.001833,0.0105,29.564447,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,5,20,"Success",0.001542,15.774213,13.590699,0.001791,0.012167,0.008708,0.001083,0.009291,29.411578,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,6,20,"Success",0.001541,16.19445,13.746485,0.002,0.014957,0.007625,0.001041,0.011041,29.993143,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,7,20,"Success",0.001708,16.203741,13.709445,0.002375,0.012667,0.008708,0.001,0.011499,29.966268,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,8,20,"Success",0.001666,16.010206,13.825149,0.002209,0.015791,0.009,0.001208,0.010583,29.890604,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,9,20,"Success",0.001792,16.098537,13.845524,0.002208,0.014291,0.008291,0.001083,0.011166,29.996934,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,10,20,"Success",0.00125,16.135952,13.80915,0.001958,0.014167,0.008167,0.001084,0.010708,29.997142,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",81,0,0,11,20,"Success",0.001542,16.192159,13.728694,0.001958,0.013958,0.008,0.00125,0.0105,29.972726,652,0,324,2.9959527115e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,0,30,"Warmup",0.00375,23.127274,15.962541,0.00225,0.020832,0.011458,0.001084,0.012166,39.158604,1004,0,500,3.9950175334e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,1,30,"Warmup",0.002083,23.06611,16.059079,0.003166,0.021457,0.011417,0.001167,0.012583,39.191979,1004,0,500,3.9950175334e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,2,30,"Success",0.002458,23.108816,16.058122,0.002375,0.022125,0.011542,0.001125,0.012666,39.235269,1004,0,500,3.9950175334e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,3,30,"Success",0.002125,22.862741,16.054663,0.002791,0.020666,0.010625,0.001292,0.012124,38.980985,1004,0,500,3.9950175334e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,4,30,"Success",0.00175,22.965612,16.082996,0.002542,0.02225,0.010874,0.001375,0.013583,39.114773,1004,0,500,3.9950175334e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,5,30,"Success",0.002292,23.146149,16.047288,0.003166,0.019083,0.010666,0.001083,0.0125,39.256602,1004,0,500,3.9950175334e-08,0
"Fftw","Outplace","Real","float",1,"radix357",125,0,0,6,30,"Success",0.002375,22.779952,15.967249,0.002542,0.01925,0.009791,0.001083,0.011416,38.808324,1004,0,500,3.9950175334e-08,0
