; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404351811584,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586917742,"CurrentTimeLocal","Wed Apr 15 04:29:02 2020","Hostname","csk064.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.5e-05
; "Time_ContextDestroy [ms]", 3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","double",1,"radix357",81,0,0,10,24,"Success",0.000336,13.946465,13.780548,0.000328,0.037497,0.037452,0.000283,0.016196,27.819883,2592,0,1296,6.0819715696e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",81,0,0,11,24,"Success",0.000338,13.911611,13.729124,0.000361,0.036324,0.037041,0.00029,0.017565,27.734712,2592,0,1296,6.0819715696e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,0,36,"Warmup",0.000321,13.630434,14.436538,0.000419,0.037395,0.034315,0.000622,0.017755,28.158605,4000,0,2000,5.6645727565e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,1,36,"Warmup",0.000303,13.709791,13.600747,0.000415,0.035914,0.035461,0.000632,0.019583,27.403804,4000,0,2000,5.8015097969e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,2,36,"Success",0.00032,13.828559,13.469513,0.00038,0.03368,0.038264,0.000549,0.016523,27.38832,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,3,36,"Success",0.000319,13.767889,13.353113,0.000398,0.035264,0.036474,0.000504,0.018962,27.213634,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,4,36,"Success",0.000289,13.59078,13.564723,0.000359,0.036028,0.035304,0.000679,0.015827,27.244816,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,5,36,"Success",0.000289,13.92696,13.548517,0.000344,0.036388,0.03616,0.000583,0.016874,27.566952,4000,0,2000,5.7387113205e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,6,36,"Success",0.0003,13.466936,13.406565,0.000435,0.034569,0.035256,0.00069,0.018393,26.96369,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,7,36,"Success",0.000331,13.753432,13.516052,0.000434,0.037122,0.038151,0.000665,0.017394,27.364312,4000,0,2000,5.6645727565e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,8,36,"Success",0.000267,13.553723,13.650021,0.000304,0.037333,0.034784,0.000476,0.01828,27.295871,4000,0,2000,6.3683230867e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,9,36,"Success",0.000335,13.794672,13.479211,0.000258,0.034808,0.03761,0.000425,0.017365,27.365618,4000,0,2000,5.9132080134e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,10,36,"Success",0.000325,13.960259,13.669532,0.00047,0.034912,0.035825,0.000699,0.016978,27.719579,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,11,36,"Success",0.000318,13.650965,13.562821,0.000358,0.034868,0.037126,0.000507,0.020128,27.307938,4000,0,2000,5.6645727565e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,0,25,"Warmup",0.000369,21.676454,21.493859,0.000517,0.04104,0.043153,0.000538,0.036844,43.293484,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,1,25,"Warmup",0.000331,21.780615,21.61414,0.000556,0.043841,0.04283,0.000702,0.037279,43.521132,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,2,25,"Success",0.000375,21.747558,21.291464,0.000544,0.045202,0.039917,0.000606,0.036676,43.16301,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,3,25,"Success",0.000318,21.842768,21.310363,0.000512,0.041207,0.043788,0.000939,0.036973,43.27769,7776,0,3888,8.8413013047e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,4,25,"Success",0.000333,21.647564,21.272258,0.000479,0.041864,0.040581,0.0006,0.033186,43.037382,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,5,25,"Success",0.000386,21.760788,21.412351,0.000645,0.041079,0.059524,0.000572,0.035225,43.311175,7776,0,3888,7.7873499705e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,6,25,"Success",0.000329,21.695453,21.399953,0.000446,0.04199,0.041011,0.000499,0.037731,43.219405,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,7,25,"Success",0.00037,21.68433,21.274398,0.000842,0.041592,0.039111,0.001142,0.033748,43.076226,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,8,25,"Success",0.000358,21.697536,21.155594,0.000481,0.042152,0.041715,0.000545,0.040611,42.979708,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,9,25,"Success",0.000392,23.694012,21.403259,0.0005,0.040509,0.03897,0.000591,0.034213,45.213178,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,10,25,"Success",0.000326,21.750339,21.442703,0.000481,0.038547,0.044308,0.000649,0.035646,43.313731,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,11,25,"Success",0.000326,21.720251,21.470832,0.000559,0.042457,0.041083,0.000627,0.038381,43.315065,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,0,45,"Warmup",0.000272,8.861282,9.57794,0.000755,0.052709,0.0499,0.00121,0.069087,18.614917,10976,0,5488,9.2280874314e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,1,45,"Warmup",0.000263,8.797795,8.706346,0.00105,0.054708,0.048276,0.000766,0.053895,17.663841,10976,0,5488,8.8223973531e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,2,45,"Success",0.000302,8.792362,8.737276,0.000845,0.056239,0.047289,0.000584,0.059421,17.695054,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,3,45,"Success",0.000244,9.592811,7.778519,0.001122,0.052253,0.048605,0.000888,0.086517,17.561814,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,4,45,"Success",0.000284,8.874411,8.660368,0.000726,0.049321,0.04711,0.001559,0.067997,17.702399,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,5,45,"Success",0.000255,9.004493,8.792763,0.000715,0.051617,0.050272,0.000615,0.066869,17.968182,10976,0,5488,9.0472335128e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,6,45,"Success",0.000279,8.82055,8.743958,0.001069,0.053924,0.049085,0.001168,0.069604,17.740983,10976,0,5488,9.0183859911e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,7,45,"Success",0.00027,8.752493,8.704072,0.000802,0.053512,0.046215,0.00071,0.05804,17.617017,10976,0,5488,9.0183859911e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,8,45,"Success",0.000325,9.564401,7.910171,0.001072,0.055527,0.048276,0.000885,0.083717,17.665093,10976,0,5488,8.9304741922e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,9,45,"Success",0.000276,8.816359,8.826003,0.000773,0.051595,0.046571,0.00133,0.073131,17.816856,10976,0,5488,8.8223973531e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,10,45,"Success",0.000286,8.812811,8.717335,0.000799,0.05215,0.047447,0.000898,0.071035,17.703778,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,11,45,"Success",0.000237,8.887352,8.618901,0.001191,0.047508,0.04669,0.001201,0.071059,17.674549,10976,0,5488,8.8223973531e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,0,37,"Warmup",0.000337,30.640454,30.156294,0.001525,0.05156,0.045946,0.002003,0.052308,60.951177,20000,0,10000,8.6828927094e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,1,37,"Warmup",0.000292,30.572892,30.055555,0.001325,0.051773,0.043667,0.00135,0.043863,60.771373,20000,0,10000,9.0266604308e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,2,37,"Success",0.000382,30.565581,30.240984,0.001641,0.050445,0.058988,0.001591,0.056094,60.976343,20000,0,10000,7.8489266175e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,3,37,"Success",0.00032,30.618014,30.549446,0.001242,0.050527,0.046263,0.001537,0.054455,61.32274,20000,0,10000,8.1911695543e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,4,37,"Success",0.000265,30.483498,30.044353,0.001205,2.236603,0.046068,0.00108,0.050462,62.864831,20000,0,10000,9.1527740315e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,5,37,"Success",0.000334,30.595588,30.189957,0.001534,0.046585,0.045473,0.001642,0.062679,60.944373,20000,0,10000,8.1676316461e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,6,37,"Success",0.000317,30.707088,29.798563,0.001143,0.047442,0.043836,0.001379,0.051839,60.652088,20000,0,10000,7.5331208191e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,7,37,"Success",0.000276,30.786369,30.278284,0.001745,0.045091,0.04735,0.00167,0.051215,61.212641,20000,0,10000,7.8930812202e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,8,37,"Success",0.000336,30.891771,30.0233,0.001566,0.051498,0.043317,0.001443,0.047812,61.061719,20000,0,10000,8.6828927094e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,9,37,"Success",0.000271,30.6371,30.09584,0.001356,0.04752,0.046217,0.001469,0.047286,60.8782,20000,0,10000,7.7957976665e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,10,37,"Success",0.000259,31.130532,30.521073,0.001734,0.048553,0.045777,0.010545,0.056236,61.815606,20000,0,10000,8.6828927094e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,11,37,"Success",0.000314,30.973587,30.318772,0.001276,0.048263,0.042919,0.001672,0.055593,61.443178,20000,0,10000,7.5331208191e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,0,26,"Warmup",0.000337,36.242972,34.899888,0.001467,0.052902,0.049008,0.001494,0.066789,71.315523,23328,0,11664,1.1015155933e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,1,26,"Warmup",0.000282,36.04027,34.879628,0.001624,0.060339,0.050819,0.001859,0.061529,71.097204,23328,0,11664,9.8133556757e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,2,26,"Success",0.000315,36.151348,35.249636,0.001758,0.053388,0.049531,0.001798,0.061757,71.570241,23328,0,11664,9.8133556757e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,3,26,"Success",0.00028,35.974778,35.032927,0.001439,0.056935,0.051323,0.001706,0.06541,71.185292,23328,0,11664,1.0147852916e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,4,26,"Success",0.00024,38.914464,34.81395,0.001754,0.060867,0.05019,0.001321,0.06569,73.909298,23328,0,11664,1.1015155933e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,5,26,"Success",0.000269,36.24294,35.01478,0.001412,0.051521,0.048012,0.001564,0.068546,71.429774,23328,0,11664,1.1015155933e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,6,26,"Success",0.000276,36.147863,34.808221,0.001575,0.051526,0.047687,0.001352,0.096837,71.156259,23328,0,11664,1.1015155933e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,7,26,"Success",0.000252,36.255377,34.726662,0.001241,0.05767,0.053647,0.001871,0.062053,71.159449,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,8,26,"Success",0.000289,36.510287,34.853117,0.001637,0.047382,0.049156,0.001417,0.065404,71.529198,23328,0,11664,9.9329490971e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,9,26,"Success",0.000281,36.149984,34.71439,0.001441,0.064768,0.052477,0.001668,0.06487,71.050571,23328,0,11664,9.8133556757e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,10,26,"Success",0.000286,36.342907,34.904074,0.001567,0.062486,0.047816,0.001715,0.066331,71.427982,23328,0,11664,1.0532524293e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,11,26,"Success",0.000284,36.06137,34.749391,0.001548,0.059795,0.057356,0.001794,0.067568,70.999595,23328,0,11664,1.1015155933e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,0,27,"Warmup",0.000281,53.653938,53.85239,0.004917,0.078933,0.058285,0.007485,0.179978,107.836838,69984,0,34992,1.0580715559e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,1,27,"Warmup",0.000265,53.646754,54.651991,0.004634,0.066733,0.057346,0.008177,0.152051,108.5891,69984,0,34992,1.1058765983e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,2,27,"Success",0.000315,53.670244,52.472919,0.004199,0.085917,0.056791,0.007599,0.171242,106.469869,69984,0,34992,1.0641043324e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,3,27,"Success",0.000279,52.88604,54.073503,0.005027,0.074121,0.056709,0.007192,0.191383,107.295772,69984,0,34992,1.1095346003e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,4,27,"Success",0.000263,57.924501,53.182028,0.010836,0.058886,0.055521,0.006977,0.158102,111.39773,69984,0,34992,1.1419263932e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,5,27,"Success",0.000439,53.288064,53.955351,0.004277,0.069884,0.053581,0.008204,0.157773,107.538447,69984,0,34992,1.0580715559e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,6,27,"Success",0.000305,55.642591,53.230108,0.004821,0.061122,0.054363,0.00791,0.177998,109.180129,69984,0,34992,1.058405189e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,7,27,"Success",0.00028,52.83589,53.863598,0.005533,0.099951,0.057764,0.007543,0.163753,107.035007,69984,0,34992,1.0641043324e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,8,27,"Success",0.000351,55.733309,55.612024,0.00472,0.079838,0.061854,0.007384,0.149916,111.650413,69984,0,34992,1.1149049278e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,9,27,"Success",0.000528,53.083604,56.195996,0.004277,0.069092,0.063653,0.018128,0.180328,109.616272,69984,0,34992,1.152775269e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,10,27,"Success",0.000246,53.560666,55.592957,0.005198,0.075241,0.063619,0.008431,0.170081,109.477225,69984,0,34992,1.152775269e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,11,27,"Success",0.000313,53.553448,54.307476,0.00529,0.053982,0.056353,0.007045,0.153753,108.138483,69984,0,34992,1.0580715559e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,0,46,"Warmup",0.000382,15.470392,15.52931,0.013595,0.076805,0.078754,0.008754,0.172974,31.351698,76832,0,38416,9.6745981668e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,1,46,"Warmup",0.000334,15.415805,15.174621,0.013301,0.084052,0.07581,0.007162,0.177448,30.950195,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,2,46,"Success",0.000345,15.44029,15.497559,0.013193,0.077352,0.077565,0.007959,0.167931,31.283277,76832,0,38416,1.0166280295e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,3,46,"Success",0.000339,15.531582,15.245492,0.012541,0.081647,0.075973,0.00821,0.180557,31.13714,76832,0,38416,9.7068006435e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,4,46,"Success",0.000321,15.650877,15.222156,0.012081,0.081381,0.076277,0.007745,0.164719,31.217249,76832,0,38416,1.0101369047e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,5,46,"Success",0.000265,15.561617,15.188797,0.012039,0.083964,0.076956,0.008467,0.193484,31.126258,76832,0,38416,9.6444568348e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,6,46,"Success",0.000291,15.480878,15.316725,0.011749,0.082643,0.077796,0.007886,0.15758,31.136895,76832,0,38416,9.7940447501e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,7,46,"Success",0.00026,15.483545,15.302008,0.011685,0.086845,0.078455,0.008506,0.162793,31.134642,76832,0,38416,1.0145243326e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,8,46,"Success",0.000351,19.721297,18.968062,0.012733,0.095426,0.09297,0.007866,0.247274,39.147378,76832,0,38416,9.0699053796e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,9,46,"Success",0.000362,15.360689,19.493551,0.011926,0.084222,0.084471,0.008517,0.222588,35.266955,76832,0,38416,9.7688053818e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,10,46,"Success",0.000344,15.442572,15.243006,0.013993,0.08216,0.088357,0.006981,0.16681,31.046603,76832,0,38416,9.0624109681e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,11,46,"Success",0.000324,15.479278,23.980567,0.010133,0.100908,0.079971,0.008692,0.175481,39.836217,76832,0,38416,1.0145243326e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,0,38,"Warmup",0.000431,68.431206,67.457399,0.012232,0.054131,0.079366,0.011124,0.108626,136.155505,100000,0,50000,1.0770953278e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,1,38,"Warmup",0.000466,69.4661,66.994953,0.012425,0.05938,0.060964,0.013608,0.110619,136.719315,100000,0,50000,1.0912080838e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,2,38,"Success",0.000338,68.975489,67.888932,0.013245,0.075444,0.0748,0.009957,0.117868,137.156816,100000,0,50000,1.0632000688e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,3,38,"Success",0.000432,68.286781,67.893873,0.01356,0.066134,0.080716,0.013289,0.129954,136.485487,100000,0,50000,1.0912080838e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,4,38,"Success",0.000429,68.418779,67.576708,0.01292,0.052091,0.070198,0.010317,0.095865,136.238454,100000,0,50000,9.8373278306e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,5,38,"Success",0.000456,67.764951,66.459267,0.013076,0.062288,0.08553,0.011822,0.08688,134.4849,100000,0,50000,1.093632327e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,6,38,"Success",0.000448,71.399526,67.136242,0.012858,0.084648,0.063233,0.01179,0.091914,138.801324,100000,0,50000,1.0646917677e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,7,38,"Success",0.000471,68.624931,67.319808,0.013861,0.061332,0.066099,0.013584,0.117673,136.21848,100000,0,50000,1.05486122e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,8,38,"Success",0.000393,68.524155,67.978067,0.015,0.05925,0.065288,0.012807,0.098827,136.754446,100000,0,50000,1.0443144639e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,9,38,"Success",0.000378,68.135606,67.116619,0.014449,0.063743,0.066842,0.010359,0.081511,135.490263,100000,0,50000,1.1311514133e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,10,38,"Success",0.000379,68.243744,67.375725,0.012817,0.077736,0.072894,0.01242,0.10322,135.899825,100000,0,50000,1.0973546331e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,11,38,"Success",0.000391,68.252538,67.121866,0.013515,0.077374,0.066014,0.0098,0.100422,135.642728,100000,0,50000,1.0762236681e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,0,28,"Warmup",0.000478,76.375619,78.966769,0.023975,0.101554,0.074749,0.021827,0.278984,155.844769,209952,0,104976,8.3272514371e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,1,28,"Warmup",0.000343,70.014636,72.942859,0.025436,0.088006,0.075446,0.038091,0.207284,143.392893,209952,0,104976,8.738060495e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,2,28,"Success",0.000407,70.394133,72.095901,0.025403,0.102728,0.074656,0.021159,0.257379,142.972596,209952,0,104976,8.3272514371e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,3,28,"Success",0.000495,76.70728,72.877693,0.026894,0.096356,0.074001,0.012649,0.252447,150.048466,209952,0,104976,8.8971606015e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,4,28,"Success",0.000445,76.434463,71.234984,0.023503,0.105231,0.089343,0.02104,0.189347,148.098932,209952,0,104976,8.3892303019e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,5,28,"Success",0.000374,69.968985,71.807304,0.025311,0.092295,0.073671,0.023744,0.215227,142.207679,209952,0,104976,8.8971606015e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,6,28,"Success",0.00059,70.673573,71.497226,0.024907,0.084537,0.075561,0.020925,0.221625,142.599766,209952,0,104976,8.3707412366e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,7,28,"Success",0.000546,69.727214,81.475592,0.029827,0.07945,0.079909,0.023029,0.257241,151.673548,209952,0,104976,8.8971606015e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,8,28,"Success",0.000386,70.643807,72.371483,0.02508,0.107614,0.076416,0.022906,0.241208,143.489757,209952,0,104976,1.0758537161e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,9,28,"Success",0.00056,75.858944,75.974878,0.027781,0.075696,0.072676,0.019455,0.261223,152.292146,209952,0,104976,8.4697255228e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,10,28,"Success",0.000315,69.925388,72.799166,0.025198,0.083786,0.075571,0.023087,0.225802,143.159295,209952,0,104976,8.3272514371e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,11,28,"Success",0.000502,70.51272,72.09886,0.023346,0.08969,0.074174,0.020083,0.24658,143.066548,209952,0,104976,8.8971606015e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,0,39,"Warmup",0.000447,119.388853,133.074694,0.059233,0.092207,0.073495,0.051699,0.15882,252.900352,500000,0,250000,9.4126538877e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,1,39,"Warmup",0.000403,135.500633,129.746889,0.05944,0.087748,0.072898,0.03768,0.176085,265.6827,500000,0,250000,1.0634851578e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,2,39,"Success",0.000462,120.336709,128.614022,0.062702,0.094372,0.076317,0.039809,0.151941,249.377273,500000,0,250000,8.8154648359e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,3,39,"Success",0.000437,120.413476,115.450473,0.057704,0.093227,0.079677,0.036421,0.168806,236.300901,500000,0,250000,9.6719891557e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,4,39,"Success",0.000419,118.604945,135.628891,0.059259,0.090059,0.08103,0.039571,0.192972,254.698002,500000,0,250000,8.9462273324e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,5,39,"Success",0.000401,143.628381,131.764747,0.05914,0.092119,0.075774,0.043081,0.195451,275.859874,500000,0,250000,1.0210109736e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,6,39,"Success",0.000434,120.856991,128.73075,0.057464,0.090775,0.085371,0.038668,0.167708,250.029061,500000,0,250000,8.6880941721e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,7,39,"Success",0.000446,134.371503,130.961621,0.058952,0.102855,0.073507,0.046316,0.15819,265.774022,500000,0,250000,9.4126538877e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,8,39,"Success",0.000388,123.163228,129.410307,0.060252,0.101011,0.075364,0.039918,0.152729,253.004048,500000,0,250000,1.0374497227e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,9,39,"Success",0.000426,120.436694,115.936394,0.059968,0.110802,0.07601,0.034006,0.182936,236.838072,500000,0,250000,1.0514725645e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,10,39,"Success",0.000424,192.923945,117.63275,0.066587,0.088957,0.076067,0.051308,0.189415,311.030388,500000,0,250000,1.0430785589e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,11,39,"Success",0.000383,134.239183,114.391518,0.062233,0.090768,0.077442,0.039131,0.18374,249.085258,500000,0,250000,9.4126538877e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,0,47,"Warmup",0.000466,25.955494,25.573933,0.077148,0.202247,0.178758,0.05264,0.264218,52.305611,537824,0,268912,1.1545682182e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,1,47,"Warmup",0.000417,25.822961,24.784184,0.082114,0.203804,0.169991,0.048982,0.328317,51.44151,537824,0,268912,1.1666012821e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,2,47,"Success",0.00051,25.670981,25.044664,0.082289,0.199024,0.16835,0.043419,0.352227,51.562043,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,3,47,"Success",0.000702,25.824096,24.951367,0.078734,0.20111,0.173095,0.049138,0.335424,51.614232,537824,0,268912,1.1672135556e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,4,47,"Success",0.001027,25.707227,24.89357,0.081417,0.20474,0.173584,0.050922,0.277831,51.391133,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,5,47,"Success",0.000655,26.080366,25.031977,0.080712,0.209185,0.16981,0.046011,0.325655,51.94504,537824,0,268912,1.1730823895e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,6,47,"Success",0.000498,25.700005,24.995262,0.073259,0.202995,0.16635,0.0459,0.293745,51.47916,537824,0,268912,1.1730823895e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,7,47,"Success",0.00052,26.107035,25.701483,0.08936,0.208628,0.178156,0.051429,0.345553,52.682926,537824,0,268912,1.1545682182e-16,0
