; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586067738,"CurrentTimeLocal","Sun Apr  5 08:22:18 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,19,7,64,"Success",0.000226,12.553812,9.605548,0.010318,0.353559,0.092366,0.009637,0.099937,22.725998,54872,0,54872,8.3208862489e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,19,8,64,"Success",0.000242,12.537953,9.60924,0.013811,0.290628,0.137475,0.011801,0.109245,22.711117,54872,0,54872,8.3208862489e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,19,9,64,"Success",0.000236,12.529029,9.62673,0.013039,0.305512,0.133421,0.012406,0.110484,22.731232,54872,0,54872,8.3208862489e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,19,10,64,"Success",0.000241,12.513217,9.604679,0.013047,0.301162,0.094393,0.00945,0.102215,22.638949,54872,0,54872,8.3208862489e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,19,11,64,"Success",0.000207,12.584374,9.589081,0.013838,0.341936,0.092877,0.007756,0.100287,22.732343,54872,0,54872,8.3208862489e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,0,65,"Warmup",0.002412,24.562752,20.312719,0.468326,1.089195,0.523464,0.200903,0.152201,47.312555,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,1,65,"Warmup",0.000252,24.781576,20.094053,0.147622,1.238641,0.535046,0.200053,0.152565,47.150285,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,2,65,"Success",0.000252,24.864822,20.057741,0.147758,0.802065,0.521725,0.196975,0.177052,46.768957,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,3,65,"Success",0.000382,24.735659,20.002721,0.143801,1.301994,0.536283,0.195603,0.148105,47.064954,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,4,65,"Success",0.000325,24.777625,20.117805,0.145357,1.623403,0.509985,0.19575,0.148646,47.519519,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,5,65,"Success",0.00027,24.794764,20.020844,0.143655,1.037756,0.539029,0.196279,0.147254,46.880247,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,6,65,"Success",0.000225,24.66393,20.0338,0.140578,1.314465,0.508235,0.195411,0.175505,47.032661,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,7,65,"Success",0.000321,24.768235,20.036564,0.14269,1.043379,0.537597,0.192487,0.151139,46.873253,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,8,65,"Success",0.000295,24.817121,20.030833,0.146336,1.108827,0.507858,0.216778,0.152304,46.980896,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,9,65,"Success",0.000281,24.703132,20.015101,0.141952,1.084278,0.536473,0.197125,0.151664,46.830521,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,10,65,"Success",0.000356,24.776778,20.013229,0.141446,0.824365,0.509457,0.196282,0.182388,46.644847,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,19,361,11,65,"Success",0.000276,24.719316,19.996751,0.145737,0.778047,0.522227,0.211645,0.153124,46.527687,1042568,0,1042568,8.338712306e-08,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,0,66,"Warmup",0.009586,36.747549,36.078827,8.084144,12.807129,12.190979,3.973318,0.329052,110.221069,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,1,66,"Warmup",0.000468,37.021464,36.148179,3.342235,12.647199,12.235404,3.947797,0.269262,105.612681,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,2,66,"Success",0.000416,37.08666,36.028844,3.383048,13.071654,12.214242,4.007111,0.275662,106.068163,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,3,66,"Success",0.000485,37.061363,36.02239,3.353466,12.869062,12.171842,3.963525,0.263706,105.706464,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,4,66,"Success",0.000493,37.217822,36.016614,3.369929,12.756579,12.189043,3.965622,0.29172,105.808414,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,5,66,"Success",0.000405,37.416749,36.088545,3.385694,12.885716,12.192619,3.991859,0.267779,106.230251,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,6,66,"Success",0.000391,37.237036,36.03045,3.407873,12.956057,12.179169,4.012956,0.271433,106.095897,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,7,66,"Success",0.000491,37.086992,35.978809,3.357245,12.827528,12.215253,4.016359,0.273081,105.756315,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,8,66,"Success",0.000415,37.223837,35.941372,3.371445,13.007289,12.180176,3.967948,0.270212,105.963258,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,9,66,"Success",0.000402,37.044052,36.163592,3.355945,12.534699,12.195565,3.99686,0.291283,105.58294,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,10,66,"Success",0.00042,37.090467,36.165455,3.356511,13.822709,12.21045,3.963638,0.274161,106.884403,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",19,361,361,11,66,"Success",0.000444,37.290173,36.00236,3.370877,13.329969,12.184682,3.98073,0.296674,106.456435,19808792,0,19808792,1.2887521773e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,0,67,"Warmup",0.009032,65.982083,66.388348,141.448311,140.221104,140.328982,80.158827,1.897364,636.435184,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,1,67,"Warmup",0.005927,66.051851,66.199624,141.212249,169.689251,182.128091,80.322375,1.872232,707.483497,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,2,67,"Success",0.005498,65.927743,66.184507,141.184236,140.52561,141.443855,79.516629,1.856157,636.645474,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,3,67,"Success",0.005394,65.940591,66.239117,141.294776,141.309208,141.157459,79.268869,1.823741,637.04023,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,4,67,"Success",0.006137,65.98328,66.81239,141.673216,141.578428,140.717329,80.178768,1.830812,638.781693,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,5,67,"Success",0.006891,65.943089,66.147024,141.310497,140.86278,141.278615,79.966911,1.84337,637.36035,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,6,67,"Success",0.006166,65.943062,66.190247,142.425445,141.244855,140.479764,80.603815,1.854688,638.749229,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,7,67,"Success",0.005926,65.964156,66.110107,144.766839,139.870932,142.024549,66.397312,2.145556,627.292821,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,8,67,"Success",0.005477,65.821813,66.13868,166.293412,141.66312,140.094849,51.506038,1.722148,633.247095,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,9,67,"Success",0.006632,66.025827,66.181106,158.35899,141.331639,141.066077,52.630701,1.704135,627.306364,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,10,67,"Success",0.006611,65.880224,66.074711,158.29196,140.94273,140.164141,52.403836,1.691951,625.457308,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"oddshape",361,361,361,11,67,"Success",0.005604,66.138832,66.564042,158.519025,140.805913,140.277516,52.961429,1.763859,627.037575,376367048,0,376367048,1.2596183062e-07,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,0,0,"Warmup",8.1e-05,0.161707,0.157737,6e-05,0.042109,0.038351,0.000193,0.005712,0.406488,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,1,0,"Warmup",8e-05,0.172567,0.156247,6.3e-05,0.039295,0.038875,0.00012,0.006201,0.414174,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,2,0,"Success",0.000106,0.166932,0.162404,6.2e-05,0.060451,0.039179,0.000109,0.005514,0.435659,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,3,0,"Success",8.8e-05,0.165022,0.161133,5.8e-05,0.041112,0.04045,0.000107,0.005499,0.414496,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,4,0,"Success",8.7e-05,0.180692,0.155718,6e-05,0.041123,0.037859,9.8e-05,0.005511,0.422389,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,5,0,"Success",9.6e-05,0.163994,0.161197,6.4e-05,0.044507,0.066889,0.000118,0.005761,0.4431,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,6,0,"Success",7.2e-05,0.161489,0.15633,5.6e-05,0.039971,0.036118,0.00062,0.006538,0.401908,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,7,0,"Success",0.000104,0.175023,0.156178,7e-05,0.040357,0.038174,0.000109,0.006797,0.417715,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,8,0,"Success",8e-05,0.163959,0.160135,6.2e-05,0.042062,0.040794,0.000111,0.005888,0.413902,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,9,0,"Success",9e-05,0.163566,0.160416,5.7e-05,0.041027,0.039911,0.000106,0.005685,0.411481,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,10,0,"Success",7.1e-05,0.182196,0.157308,5.6e-05,0.040539,0.038578,0.000387,0.005691,0.425162,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",2,2,2,11,0,"Success",9.3e-05,0.159605,0.156004,5.5e-05,0.039415,0.039804,0.000154,0.005373,0.401425,64,0,64,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,0,1,"Warmup",0.000118,0.225894,0.215074,0.0001,0.041722,0.056327,0.000201,0.010017,0.550331,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,1,1,"Warmup",0.000114,0.240262,0.214076,9.4e-05,0.039698,0.038759,8.6e-05,0.008808,0.542577,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,2,1,"Success",0.000107,0.221751,0.232759,7.3e-05,0.04004,0.040266,0.000112,0.008726,0.544482,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,3,1,"Success",8.3e-05,0.219341,0.213513,8.9e-05,0.042554,0.042344,0.000308,0.008654,0.527636,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,4,1,"Success",0.000105,0.22067,0.213516,8.4e-05,0.039782,0.040105,9.9e-05,0.008663,0.523939,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,5,1,"Success",0.000107,0.241822,0.214105,9.1e-05,0.040663,0.040403,0.000141,0.008785,0.546655,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,6,1,"Success",0.000104,0.2211,0.22423,7.2e-05,0.039411,0.041398,0.00015,0.008715,0.5364,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,7,1,"Success",9.1e-05,0.218107,0.213913,8.2e-05,0.041188,0.061299,0.000129,0.008947,0.544225,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,8,1,"Success",9.9e-05,0.220191,0.21369,7.6e-05,0.0432,0.03983,0.000308,0.008918,0.527207,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,9,1,"Success",0.000102,0.217911,0.213722,0.000115,0.042301,0.041288,0.000517,0.009163,0.525863,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,10,1,"Success",0.000102,0.243917,0.218164,7.1e-05,0.043782,0.043024,0.000161,0.008714,0.55885,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,2,11,1,"Success",7.5e-05,0.221855,0.239924,9.3e-05,0.04396,0.043356,0.000122,0.009564,0.55956,128,0,128,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,0,2,"Warmup",0.000142,0.29492,0.260909,0.000179,0.040063,0.041473,0.000183,0.013031,0.651718,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,1,2,"Warmup",0.000107,0.262951,0.282004,9.7e-05,0.042171,0.041837,0.000244,0.012659,0.642799,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,2,2,"Success",0.000108,0.261313,0.275423,0.000108,0.043012,0.039836,0.000191,0.014121,0.634793,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,3,2,"Success",0.000123,0.262478,0.258271,7.7e-05,0.042335,0.039653,0.000298,0.013366,0.617493,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,4,2,"Success",8e-05,0.263944,0.259551,0.000173,0.042803,0.039293,0.000156,0.013404,0.62044,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,5,2,"Success",0.000103,0.263302,0.25774,0.000113,0.038643,0.041122,0.00021,0.013539,0.615723,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,6,2,"Success",0.000108,0.287524,0.264208,0.000182,0.04024,0.041687,0.000274,0.013746,0.648887,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,7,2,"Success",9.2e-05,0.274804,0.257783,0.000109,0.042266,0.042286,0.000224,0.012265,0.63056,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,8,2,"Success",9.9e-05,0.267312,0.275446,0.000169,0.046644,0.038925,0.000264,0.012891,0.64384,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,9,2,"Success",8.1e-05,0.26496,0.283962,0.000187,0.040956,0.04199,0.000341,0.013917,0.647124,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,10,2,"Success",9.9e-05,0.269913,0.263149,0.000177,0.043106,0.040227,0.000236,0.026619,0.644234,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,2,4,11,2,"Success",9.8e-05,0.267643,0.264066,0.000205,0.041283,0.039746,0.000215,0.013384,0.62789,256,0,256,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,0,3,"Warmup",0.000163,0.326973,0.340695,0.000157,0.044051,0.042347,0.000226,0.014639,0.769872,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,1,3,"Warmup",0.000131,0.323683,0.336763,9.9e-05,0.04084,0.040237,0.00019,0.014516,0.757229,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,2,3,"Success",0.000117,0.321376,0.336868,6.3e-05,0.043178,0.041173,0.000301,0.01651,0.76028,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,3,3,"Success",0.00012,0.321496,0.326829,0.000139,0.042516,0.041061,0.000227,0.016964,0.750223,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,4,3,"Success",0.000125,0.322223,0.315081,0.000125,0.062627,0.040341,0.000181,0.018021,0.75946,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,5,3,"Success",0.00011,0.320277,0.314911,0.000125,0.064463,0.043083,8.4e-05,0.015512,0.759446,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,6,3,"Success",0.000108,0.322635,0.314993,7.1e-05,0.063114,0.041062,0.000309,0.015854,0.758882,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,7,3,"Success",0.000109,0.321173,0.3149,0.000128,0.063235,0.045247,0.000373,0.01655,0.762389,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,8,3,"Success",0.000123,0.321193,0.314646,9.3e-05,0.044089,0.06405,0.00078,0.015693,0.761043,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,9,3,"Success",0.000135,0.321679,0.314915,9.6e-05,0.043793,0.060163,0.000289,0.014366,0.75596,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,10,3,"Success",0.000111,0.322127,0.314597,0.000101,0.047315,0.053495,0.000126,0.019139,0.75766,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,4,11,3,"Success",9.4e-05,0.320412,0.313994,0.000107,0.044207,0.061395,0.000195,0.015458,0.756245,512,0,512,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,0,4,"Warmup",0.000249,0.436301,0.446121,0.000143,0.044935,0.042884,0.000391,0.023925,0.995484,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,1,4,"Warmup",0.000185,0.455803,0.424502,0.000132,0.043032,0.040034,0.000528,0.023028,0.988187,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,2,4,"Success",0.000197,0.450421,0.424413,0.000127,0.040922,0.04306,0.000572,0.024214,0.984515,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,3,4,"Success",0.000167,0.430082,0.441151,0.000118,0.04313,0.043231,0.00043,0.024543,0.983382,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,4,4,"Success",0.00021,0.428675,0.437685,0.000111,0.0486,0.04199,0.00043,0.023765,0.981836,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,5,4,"Success",0.000151,0.450197,0.424974,0.000131,0.043633,0.041141,0.000443,0.024527,0.98584,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,6,4,"Success",0.000189,0.450872,0.423683,0.000138,0.043858,0.04255,0.000363,0.02383,0.986259,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,7,4,"Success",0.000138,0.429859,0.42328,0.000122,0.04426,0.060996,0.000388,0.024785,0.984263,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,8,4,"Success",0.000176,0.429143,0.447519,0.000132,0.043298,0.041581,0.000487,0.024612,0.987794,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,9,4,"Success",0.000189,0.429443,0.442315,0.000119,0.045851,0.045282,0.000355,0.023416,0.987776,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,10,4,"Success",0.000145,0.452368,0.424442,0.000119,0.049179,0.047776,0.000406,0.024992,1.000098,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,4,8,11,4,"Success",0.000131,0.454546,0.424241,0.00014,0.043549,0.045222,0.00039,0.025587,0.994292,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,0,5,"Warmup",0.000282,0.62126,0.591898,0.000345,0.06283,0.04372,0.000597,0.033755,1.355269,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,1,5,"Warmup",0.00022,0.593655,0.601155,0.000188,0.046315,0.045551,0.000603,0.033567,1.321934,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,2,5,"Success",0.000251,0.617637,0.604724,0.000187,0.044675,0.043713,0.000672,0.033139,1.345805,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,3,5,"Success",0.000195,0.608728,0.590017,0.00017,0.048921,0.04579,0.000533,0.033869,1.328908,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,4,5,"Success",0.00022,0.592301,0.611251,0.000159,0.0456,0.048003,0.000446,0.034393,1.333057,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,5,5,"Success",0.0002,0.617259,0.589919,0.000162,0.04723,0.045143,0.000428,0.034027,1.335154,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,6,5,"Success",0.000213,0.592956,0.609754,0.00016,0.045803,0.04595,0.000497,0.03461,1.330646,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,7,5,"Success",0.000194,0.608428,0.606779,0.00033,0.046071,0.045994,0.000633,0.033921,1.343025,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,8,5,"Success",0.000204,0.593475,0.604651,0.00022,0.04375,0.046882,0.000737,0.034112,1.324558,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,9,5,"Success",0.000192,0.614843,0.612657,0.000307,0.044615,0.04378,0.000767,0.033595,1.351421,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,10,5,"Success",0.000198,0.614669,0.590424,0.000162,0.045629,0.047219,0.000508,0.034736,1.333894,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",4,8,8,11,5,"Success",0.000194,0.589298,0.607506,0.000142,0.044045,0.044336,0.000519,0.034421,1.32114,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,0,6,"Warmup",0.000191,0.875175,0.893018,0.000259,0.05111,0.052921,0.001156,0.055779,1.930272,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,1,6,"Warmup",0.000173,0.87444,0.874333,0.000238,0.053047,0.051116,0.000917,0.054443,1.90933,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,2,6,"Success",0.000178,0.866838,0.871421,0.000311,0.051047,0.052687,0.001066,0.053345,1.897438,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,3,6,"Success",0.000166,0.87072,0.875169,0.000232,0.051213,0.050256,0.00086,0.057005,1.906458,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,4,6,"Success",0.000211,0.851522,0.869099,0.000383,0.051128,0.04909,0.001188,0.056156,1.879399,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,5,6,"Success",0.000183,0.876965,0.851939,0.000257,0.053095,0.067026,0.00098,0.057584,1.908629,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,6,6,"Success",0.000154,0.870058,0.872933,0.000249,0.052794,0.050099,0.000661,0.053723,1.901369,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,7,6,"Success",0.000138,0.873863,0.876135,0.000247,0.050152,0.051706,0.001033,0.055308,1.909429,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,8,6,"Success",0.000178,0.877832,0.874938,0.000244,0.055455,0.054927,0.0009,0.05559,1.920843,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,9,6,"Success",0.000169,0.875389,0.87347,0.000231,0.056326,0.057244,0.000936,0.054578,1.919099,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,10,6,"Success",0.000223,0.868129,0.873628,0.00027,0.052578,0.049787,0.001422,0.05707,1.90358,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,8,11,6,"Success",0.000175,0.854395,0.867294,0.000258,0.053678,0.049643,0.001203,0.070746,1.898205,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,16,0,7,"Warmup",0.000209,1.832223,1.874902,0.000575,0.834462,0.091651,0.001034,0.121547,4.757206,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",3,"powerof2",8,8,16,1,7,"Warmup",0.000174,1.796735,1.851758,0.000739,0.08517,0.075405,0.001199,0.121633,3.933304,8192,0,8192,0,0
