; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586036588,"CurrentTimeLocal","Sat Apr  4 23:43:08 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,1,71,"Warmup",0.849876,45.63965,45.58171,14.92025,16.837711,14.704994,9.034,1.290198,148.859407,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,2,71,"Success",0.82893,45.789535,45.560971,14.522962,18.470353,15.269597,9.02417,1.293841,150.761162,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,3,71,"Success",0.866504,45.633912,45.56427,15.122934,16.69262,14.99331,9.07926,1.305375,149.259576,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,4,71,"Success",0.886825,45.680158,45.579196,14.546837,15.727108,14.918859,9.07549,1.295896,147.7118,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,5,71,"Success",0.85459,45.629056,45.564279,15.301421,16.485355,14.648795,9.066768,1.295577,148.846673,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,6,71,"Success",0.830472,45.746475,45.585088,14.963561,16.160281,14.964357,9.244763,1.293763,148.789576,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,7,71,"Success",0.850547,45.641233,45.572905,15.115294,16.600794,16.010507,9.335736,1.341699,150.469334,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,8,71,"Success",0.882026,45.749019,45.82504,15.170095,16.7035,14.96798,9.190656,1.300157,149.78991,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,9,71,"Success",0.864211,45.744996,45.576569,15.052647,16.093673,15.300441,9.306462,1.338157,149.278063,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,10,71,"Success",0.862924,45.729174,45.62169,15.14958,16.558802,15.163715,9.141925,1.290274,149.518953,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,11,71,"Success",0.807113,45.622017,45.548388,14.903527,15.915557,14.817688,9.066637,1.292466,147.974094,79235168,0,39617584,2.1164942636e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,0,72,"Warmup",0.424062,54.711386,54.396945,289.158221,844.895613,940.865711,169.139919,5.005674,2358.599225,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,1,72,"Warmup",0.471734,54.457646,54.362563,287.603217,858.039354,873.955653,159.407526,4.675329,2292.974897,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,2,72,"Success",0.42097,54.637376,54.476109,286.237125,877.421399,866.320437,162.023869,4.994854,2306.536843,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,3,72,"Success",0.40926,55.325434,55.978166,288.541554,844.15296,873.946571,159.105907,4.639724,2282.10087,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,4,72,"Success",0.405395,54.59752,54.529109,286.960807,851.71131,901.602561,162.10821,4.959923,2316.879435,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,5,72,"Success",0.411235,54.706585,54.431435,283.377761,843.194759,2474.891809,168.679685,5.062068,3884.760064,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,6,72,"Success",0.436089,55.20005,54.523409,283.30167,871.610014,876.75817,156.936173,4.677115,2303.447866,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,7,72,"Success",0.386815,54.585318,54.406285,283.423725,845.246029,872.332784,156.957254,4.667178,2272.00696,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,8,72,"Success",0.399989,54.801731,54.495148,282.777481,843.941898,890.626126,162.268646,4.654648,2293.967169,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,9,72,"Success",0.403117,54.57478,54.433936,282.746431,842.920838,876.95426,158.551339,4.633674,2275.226947,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,10,72,"Success",0.394603,54.688095,54.451799,282.456412,831.962305,914.161899,156.449416,4.63228,2299.198332,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",6859,6859,0,11,72,"Success",0.386702,54.743334,54.438094,282.481505,819.262493,851.298566,157.659181,4.571018,2224.842481,1505468192,0,752734096,2.3258240919e-16,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,0,0,"Warmup",0.000117,0.060371,0.082265,7.7e-05,0.031371,0.037614,7.1e-05,0.004638,0.217623,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,1,0,"Warmup",0.000117,0.060307,0.057767,7.8e-05,0.032389,0.036594,0.000194,0.003486,0.192045,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,2,0,"Success",0.000226,0.06052,0.057624,7.1e-05,0.035471,0.034978,7.1e-05,0.003038,0.192945,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,3,0,"Success",0.00014,0.060594,0.057441,9.7e-05,0.032692,0.034313,0.0002,0.003527,0.189516,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,4,0,"Success",0.000114,0.060676,0.057624,5.8e-05,0.035187,0.036776,0.000224,0.005687,0.197495,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,5,0,"Success",0.000131,0.06055,0.057438,6.7e-05,0.031877,0.033259,0.000188,0.008388,0.192538,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,6,0,"Success",0.000122,0.060367,0.057612,6.6e-05,0.033432,0.034934,0.00019,0.003255,0.190704,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,7,0,"Success",0.000201,0.060085,0.057722,6.9e-05,0.05763,0.034617,0.000185,0.003029,0.214286,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,8,0,"Success",9.7e-05,0.060542,0.057392,7.8e-05,0.035094,0.034937,0.000194,0.003063,0.192066,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,9,0,"Success",0.000113,0.060347,0.057857,8e-05,0.034909,0.035494,0.000179,0.003478,0.193356,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,10,0,"Success",0.000126,0.060599,0.057699,7.7e-05,0.030366,0.035632,8.7e-05,0.003667,0.188914,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,2,0,11,0,"Success",0.000155,0.060413,0.057615,9e-05,0.033372,0.036461,0.000193,0.00897,0.197823,128,0,64,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,0,1,"Warmup",0.000256,0.075376,0.070087,0.000131,0.033684,0.033685,0.000256,0.00641,0.220465,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,1,1,"Warmup",0.000133,0.07128,0.068186,8.1e-05,0.052159,0.030794,0.000383,0.004972,0.228474,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,2,1,"Success",0.000206,0.071323,0.068186,8.2e-05,0.035497,0.034128,0.000294,0.005499,0.215782,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,3,1,"Success",0.00021,0.070878,0.067969,8.7e-05,0.034302,0.038184,0.000255,0.00714,0.219784,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,4,1,"Success",0.00024,0.070877,0.067797,8.6e-05,0.032507,0.03458,0.000292,0.005021,0.211838,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,5,1,"Success",0.000158,0.070744,0.068048,9.3e-05,0.035607,0.03543,0.000375,0.009228,0.220704,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,6,1,"Success",0.000229,0.071079,0.067851,8.7e-05,0.033036,0.037076,0.000272,0.005278,0.215409,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,7,1,"Success",0.00031,0.070453,0.06775,9.1e-05,0.034457,0.037193,0.000271,0.005097,0.216553,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,8,1,"Success",0.000215,0.094919,0.06845,8e-05,0.033705,0.035435,0.000184,0.008423,0.242099,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,9,1,"Success",0.000224,0.071099,0.068273,8e-05,0.034447,0.03259,0.000155,0.00525,0.212671,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,10,1,"Success",0.000202,0.070958,0.067899,5.5e-05,0.046957,0.033573,0.000191,0.005043,0.225477,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",2,4,0,11,1,"Success",0.0002,0.070786,0.067819,7.7e-05,0.033874,0.035003,0.00019,0.004545,0.213532,256,0,128,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,0,2,"Warmup",0.000176,0.08328,0.077895,0.000163,0.034829,0.056527,8.7e-05,0.005112,0.258694,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,1,2,"Warmup",0.000138,0.08162,0.077927,9.4e-05,0.033074,0.034991,0.000186,0.00526,0.23401,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,2,2,"Success",0.000148,0.080273,0.076447,8.3e-05,0.032943,0.03564,0.000205,0.01217,0.238693,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,3,2,"Success",0.000141,0.080161,0.076315,8.8e-05,0.032641,0.036868,0.000212,0.008662,0.235945,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,4,2,"Success",0.000136,0.079744,0.075973,7.7e-05,0.035178,0.034307,0.000289,0.006581,0.232867,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,5,2,"Success",0.000151,0.079534,0.076199,7.1e-05,0.031992,0.036759,0.000235,0.006626,0.232211,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,6,2,"Success",0.000125,0.079954,0.07612,5.7e-05,0.033661,0.036639,0.000246,0.00747,0.234731,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,7,2,"Success",0.000135,0.080353,0.075846,7.4e-05,0.032053,0.033288,0.000199,0.006324,0.228825,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,8,2,"Success",0.000134,0.079111,0.076327,8.5e-05,0.034632,0.034357,0.000345,0.006781,0.232196,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,9,2,"Success",0.000127,0.099544,0.076524,6.1e-05,0.033281,0.034663,0.00019,0.007391,0.252477,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,10,2,"Success",0.000121,0.079938,0.076035,9.2e-05,0.03187,0.035019,0.000206,0.006161,0.230206,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,4,0,11,2,"Success",0.000146,0.100848,0.075895,6.3e-05,0.034053,0.034136,0.00027,0.006873,0.252879,512,0,256,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,0,3,"Warmup",0.000244,0.101057,0.095111,8.4e-05,0.033871,0.035544,0.000247,0.007493,0.274271,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,1,3,"Warmup",0.000195,0.123577,0.094237,9.3e-05,0.031377,0.034487,0.000277,0.007144,0.291835,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,2,3,"Success",0.000183,0.097218,0.093622,8.2e-05,0.035035,0.035998,0.000294,0.006688,0.269664,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,3,3,"Success",0.000177,0.122612,0.093308,7.5e-05,0.033949,0.033592,0.000973,0.006035,0.291611,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,4,3,"Success",0.000196,0.097472,0.093629,7e-05,0.034787,0.035,0.001681,0.006999,0.270669,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,5,3,"Success",0.00019,0.119773,0.094466,7.4e-05,0.031934,0.035972,0.000892,0.007076,0.290916,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,6,3,"Success",0.000182,0.098234,0.09436,8.1e-05,0.036372,0.033745,0.000308,0.008125,0.27218,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,7,3,"Success",0.00016,0.121956,0.094889,8.2e-05,0.031512,0.033096,0.000199,0.008568,0.291111,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,8,3,"Success",0.000187,0.098384,0.094621,7.7e-05,0.034465,0.034569,0.000264,0.008764,0.272044,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,9,3,"Success",0.000148,0.107681,0.094385,7.8e-05,0.033893,0.034845,0.000262,0.007171,0.278976,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,10,3,"Success",0.000231,0.098227,0.094643,7.9e-05,0.035117,0.036648,0.000221,0.008941,0.274896,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",4,8,0,11,3,"Success",0.000173,0.118272,0.094193,7.7e-05,0.033193,0.035004,0.000414,0.006562,0.288553,1024,0,512,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,0,4,"Warmup",0.000286,0.116399,0.109092,0.000125,0.033483,0.035986,0.001007,0.010045,0.307695,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,1,4,"Warmup",0.000326,0.113192,0.108332,0.000154,0.033141,0.035184,0.000454,0.008094,0.299643,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,2,4,"Success",0.000335,0.113018,0.108536,0.000101,0.045077,0.033639,0.001608,0.008926,0.311782,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,3,4,"Success",0.000301,0.112471,0.108043,9.8e-05,0.034466,0.036836,0.000265,0.008392,0.301702,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,4,4,"Success",0.000282,0.112687,0.128274,0.000105,0.034819,0.035351,0.000425,0.011144,0.32396,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,5,4,"Success",0.000252,0.112282,0.107315,0.000121,0.035281,0.034177,0.000523,0.009207,0.29964,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,6,4,"Success",0.000211,0.12646,0.108154,9.6e-05,0.03255,0.035328,0.00038,0.011567,0.315516,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,7,4,"Success",0.000195,0.111753,0.107943,0.000102,0.035598,0.035794,0.000497,0.012963,0.305438,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,8,4,"Success",0.000244,0.132533,0.107692,0.000101,0.034712,0.034183,0.000431,0.010821,0.321596,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,9,4,"Success",0.00024,0.111745,0.107308,9.7e-05,0.033433,0.035996,0.000401,0.015028,0.305169,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,10,4,"Success",0.000283,0.111461,0.107971,9.9e-05,0.034078,0.036884,0.000324,0.009177,0.301131,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,8,0,11,4,"Success",0.000233,0.111608,0.107952,0.000101,0.034702,0.037297,0.000451,0.010569,0.303799,2048,0,1024,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,0,5,"Warmup",0.000391,0.146445,0.140756,0.000223,0.034452,0.034701,0.000396,0.015353,0.373354,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,1,5,"Warmup",0.000304,0.163672,0.139506,0.000153,0.030757,0.033659,0.00071,0.011042,0.380816,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,2,5,"Success",0.000234,0.142045,0.138847,0.000155,0.034808,0.036811,0.000595,0.016175,0.370586,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,3,5,"Success",0.000223,0.142913,0.138689,0.000134,0.036035,0.037487,0.000396,0.016334,0.372943,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,4,5,"Success",0.000202,0.142783,0.164185,0.000151,0.032416,0.037062,0.000513,0.016114,0.394189,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,5,5,"Success",0.000216,0.142091,0.139189,0.000134,0.034732,0.035493,0.000404,0.011683,0.364782,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,6,5,"Success",0.000184,0.151651,0.139801,0.000117,0.036042,0.035753,0.00036,0.010654,0.375071,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,7,5,"Success",0.000187,0.142176,0.139064,0.000119,0.034323,0.038222,0.000417,0.011931,0.367203,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,8,5,"Success",0.000166,0.141784,0.139344,0.00015,0.035819,0.036262,0.001804,0.010788,0.366839,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,9,5,"Success",0.000223,0.141855,0.163095,0.000152,0.031981,0.03557,0.000618,0.0174,0.391606,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,10,5,"Success",0.000215,0.141827,0.138916,0.000137,0.03553,0.03671,0.000375,0.011699,0.366094,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",8,16,0,11,5,"Success",0.000214,0.164073,0.138843,0.000143,0.033606,0.038962,0.000416,0.012553,0.389454,4096,0,2048,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,0,6,"Warmup",0.000373,0.172056,0.186678,0.000312,0.035711,0.042574,0.001271,0.014684,0.454175,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,1,6,"Warmup",0.000325,0.169362,0.164786,0.000218,0.041103,0.039723,0.001356,0.019573,0.437134,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,2,6,"Success",0.00029,0.167063,0.164321,0.000229,0.036908,0.040802,0.001154,0.018885,0.430318,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,3,6,"Success",0.000293,0.168178,0.190572,0.000219,0.03586,0.041994,0.001027,0.016656,0.455678,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,4,6,"Success",0.000228,0.168202,0.164567,0.000216,0.037481,0.04149,0.001157,0.022946,0.437146,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,5,6,"Success",0.000249,0.167542,0.165247,0.000221,0.036822,0.040573,0.000975,0.019284,0.43152,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,6,6,"Success",0.000263,0.167408,0.187191,0.000235,0.035438,0.039392,0.001817,0.01783,0.450194,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,7,6,"Success",0.000199,0.167411,0.164207,0.000216,0.038658,0.043077,0.000961,0.021636,0.437363,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,8,6,"Success",0.000214,0.167465,0.16379,0.000173,0.036712,0.041401,0.001214,0.018969,0.430633,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,9,6,"Success",0.000257,0.167338,0.17466,0.000182,0.036524,0.038925,0.000958,0.019244,0.439003,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,10,6,"Success",0.000277,0.166785,0.164324,0.000211,0.037343,0.040527,0.001197,0.018356,0.429831,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,16,0,11,6,"Success",0.000205,0.167138,0.163914,0.00018,0.037525,0.039843,0.002512,0.017445,0.429598,8192,0,4096,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,0,7,"Warmup",0.000372,0.340849,0.314397,0.000449,0.039921,0.041837,0.003038,0.025671,0.767133,16384,0,8192,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,1,7,"Warmup",0.000279,0.337052,0.314589,0.000347,0.038708,0.040299,0.001005,0.024568,0.757444,16384,0,8192,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,2,7,"Success",0.00037,0.344736,0.315261,0.000361,0.036745,0.042632,0.001552,0.023706,0.766092,16384,0,8192,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,3,7,"Success",0.000243,0.343668,0.313903,0.000347,0.037211,0.04182,0.00186,0.024266,0.764034,16384,0,8192,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,4,7,"Success",0.000367,0.339952,0.314416,0.000384,0.039074,0.040429,0.001452,0.025416,0.762391,16384,0,8192,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,5,7,"Success",0.000255,0.339862,0.314005,0.000362,0.037958,0.03993,0.002982,0.023943,0.759964,16384,0,8192,0,0
"Fftw","Outplace","Complex","double",2,"powerof2",16,32,0,6,7,"Success",0.000283,0.329529,0.314305,0.000387,0.037459,0.042064,0.001595,0.022893,0.749503,16384,0,8192,0,0
