; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586036588,"CurrentTimeLocal","Sat Apr  4 23:43:08 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","float",2,"oddshape",6859,6859,0,8,72,"Success",0.444941,85.736005,89.456345,72.327348,549.207108,550.365177,41.592969,2.004097,1391.135345,376394484,0,188183524,1.3948897153e-07,0
"Fftw","Outplace","Real","float",2,"oddshape",6859,6859,0,9,72,"Success",0.440172,85.971525,89.507536,72.299088,553.731447,549.059365,40.772929,2.074952,1393.865339,376394484,0,188183524,1.3948897153e-07,0
"Fftw","Outplace","Real","float",2,"oddshape",6859,6859,0,10,72,"Success",0.457155,85.890903,89.561214,71.934171,553.267465,549.638873,40.62608,2.020505,1393.3974,376394484,0,188183524,1.3948897153e-07,0
"Fftw","Outplace","Real","float",2,"oddshape",6859,6859,0,11,72,"Success",0.449172,86.014414,89.554653,72.276492,550.136379,548.203279,39.770638,1.940107,1388.346304,376394484,0,188183524,1.3948897153e-07,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000115,0.06023,0.052482,6.2e-05,0.03103,0.032115,0.000404,0.00328,0.180218,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000128,0.059438,0.052932,6e-05,0.032166,0.03129,0.000125,0.007,0.183752,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,2,0,"Success",0.000146,0.067298,0.057507,8.2e-05,0.032008,0.033652,0.000282,0.003546,0.195075,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,3,0,"Success",0.000141,0.061833,0.053926,8e-05,0.031752,0.030654,0.000238,0.003657,0.183487,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,4,0,"Success",0.00012,0.060542,0.072876,8.5e-05,0.032316,0.031407,5.5e-05,0.003767,0.201799,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,5,0,"Success",0.000154,0.060352,0.05324,7.3e-05,0.032249,0.031685,0.000159,0.005562,0.183894,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,6,0,"Success",0.000136,0.060641,0.052918,5.5e-05,0.031002,0.032655,0.000193,0.00464,0.183063,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,7,0,"Success",0.000124,0.060609,0.053093,6.5e-05,0.030981,0.032792,0.000209,0.00295,0.181345,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,8,0,"Success",0.000137,0.059884,0.052914,6.9e-05,0.031217,0.032666,0.00015,0.003158,0.180849,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,9,0,"Success",0.000124,0.084444,0.052877,6.7e-05,0.030871,0.02998,0.000189,0.002731,0.202069,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,10,0,"Success",0.000123,0.059871,0.052976,6.2e-05,0.030347,0.034114,8.3e-05,0.005991,0.184206,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,2,0,11,0,"Success",0.000123,0.059885,0.053077,5.6e-05,0.031303,0.031153,7.9e-05,0.003913,0.180477,48,0,16,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,0,1,"Warmup",0.000167,0.070551,0.060693,0.000108,0.031066,0.031111,0.000206,0.004118,0.198754,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000137,0.066706,0.059318,7.8e-05,0.028705,0.032284,8.1e-05,0.004515,0.192576,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,2,1,"Success",0.000121,0.065346,0.058485,7.6e-05,0.030592,0.032227,0.00023,0.004681,0.192565,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,3,1,"Success",0.000123,0.080993,0.058611,7.2e-05,0.029664,0.032506,0.000183,0.007679,0.210654,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,4,1,"Success",0.000131,0.064997,0.058059,6.2e-05,0.032593,0.031923,0.000246,0.00904,0.197747,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,5,1,"Success",0.00014,0.065025,0.058013,5.8e-05,0.032818,0.049195,8.1e-05,0.004806,0.210731,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,6,1,"Success",0.000124,0.06525,0.058132,5.8e-05,0.029769,0.033658,0.000177,0.005261,0.193129,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,7,1,"Success",0.000126,0.065277,0.05807,7.5e-05,0.03098,0.033158,0.000228,0.004433,0.193204,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,8,1,"Success",0.000143,0.065523,0.057903,6.3e-05,0.032504,0.031872,0.000164,0.004482,0.193519,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,9,1,"Success",0.000116,0.064818,0.057812,7.8e-05,0.030611,0.030284,0.000165,0.006205,0.190829,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,10,1,"Success",0.00012,0.064867,0.082298,0.000101,0.032227,0.03132,0.000171,0.004384,0.215933,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",2,4,0,11,1,"Success",0.00012,0.064869,0.057664,5.8e-05,0.029888,0.031535,7.8e-05,0.005136,0.189808,80,0,32,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000179,0.081265,0.072258,0.0001,0.031238,0.032625,0.000164,0.004936,0.223528,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000149,0.077633,0.070803,7e-05,0.029922,0.032505,0.000165,0.005414,0.217098,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,2,2,"Success",0.000141,0.077889,0.07061,6.3e-05,0.029203,0.031595,0.000122,0.009158,0.219927,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,3,2,"Success",0.000148,0.077127,0.070353,5.6e-05,0.030773,0.03219,0.000154,0.006659,0.218506,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,4,2,"Success",0.000131,0.097694,0.07042,7.2e-05,0.031547,0.034288,0.000203,0.004379,0.239645,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,5,2,"Success",0.000131,0.076439,0.069596,5.8e-05,0.031305,0.030812,0.000106,0.005914,0.215277,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,6,2,"Success",0.00013,0.076402,0.069999,6.8e-05,0.048136,0.034199,0.000187,0.009533,0.239544,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,7,2,"Success",0.000137,0.076764,0.069602,6e-05,0.029785,0.030982,0.000153,0.005603,0.213983,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,8,2,"Success",0.000132,0.076283,0.069354,5.5e-05,0.031092,0.03058,0.000446,0.004962,0.2133,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,9,2,"Success",0.000139,0.07635,0.069083,4.6e-05,0.030394,0.032595,0.000216,0.005143,0.21448,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,10,2,"Success",0.000115,0.075776,0.069409,4.6e-05,0.030557,0.031625,0.000192,0.009493,0.217985,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,4,0,11,2,"Success",0.000123,0.077313,0.069721,4.8e-05,0.030432,0.030839,8e-05,0.004466,0.213817,160,0,64,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000146,0.091495,0.080375,9.5e-05,0.02965,0.030906,0.000232,0.008823,0.242709,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000133,0.086753,0.078989,6.4e-05,0.02985,0.031596,0.000227,0.008058,0.236556,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,2,3,"Success",0.000126,0.086258,0.077879,7.4e-05,0.034796,0.03504,0.000192,0.006113,0.241256,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,3,3,"Success",0.000126,0.086002,0.077806,8e-05,0.030712,0.032565,0.000206,0.007179,0.235476,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,4,3,"Success",0.000118,0.103937,0.077576,5.5e-05,0.029822,0.032456,0.000201,0.00619,0.250926,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,5,3,"Success",0.00013,0.085164,0.077617,7.4e-05,0.031196,0.032448,0.000103,0.006817,0.23445,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,6,3,"Success",0.000138,0.085091,0.091482,5.7e-05,0.028915,0.031406,0.000197,0.006403,0.244511,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,7,3,"Success",0.000108,0.085887,0.077744,5.6e-05,0.028312,0.033077,0.000243,0.009027,0.234888,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,8,3,"Success",0.000105,0.085367,0.077111,5.8e-05,0.030797,0.05301,0.000194,0.006861,0.25413,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,9,3,"Success",0.000127,0.085555,0.077514,5.5e-05,0.030566,0.032113,0.000475,0.006059,0.232992,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,10,3,"Success",0.000116,0.085,0.077357,5.5e-05,0.032117,0.031926,0.000121,0.008112,0.235287,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",4,8,0,11,3,"Success",0.000131,0.086511,0.077759,5.7e-05,0.030619,0.032698,0.000201,0.007679,0.236025,288,0,128,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,0,4,"Warmup",0.00019,0.10779,0.097623,7.2e-05,0.032941,0.033456,0.000398,0.008125,0.28152,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000116,0.104823,0.095712,7.2e-05,0.030366,0.038746,0.000216,0.006718,0.277282,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,2,4,"Success",0.000147,0.103782,0.095436,7.6e-05,0.031915,0.031084,0.000177,0.009558,0.272903,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,3,4,"Success",0.00011,0.103628,0.094976,7.1e-05,0.030303,0.030544,0.00024,0.009356,0.270206,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,4,4,"Success",0.000116,0.103161,0.094077,6.8e-05,0.032236,0.030963,0.000185,0.006894,0.268442,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,5,4,"Success",0.000118,0.103902,0.094477,5.8e-05,0.030344,0.032823,0.000144,0.007363,0.269795,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,6,4,"Success",0.000115,0.102332,0.094764,6.5e-05,0.031707,0.034908,0.000183,0.006742,0.271398,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,7,4,"Success",0.000135,0.103719,0.094589,7.6e-05,0.032013,0.032068,0.000243,0.007812,0.271192,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,8,4,"Success",0.00011,0.103219,0.094913,5.8e-05,0.032177,0.031922,0.000183,0.006886,0.270134,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,9,4,"Success",0.000115,0.103722,0.0949,5.9e-05,0.031198,0.031857,0.000182,0.007107,0.269737,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,10,4,"Success",0.000112,0.102965,0.094354,7.1e-05,0.031807,0.031771,0.000184,0.009703,0.271813,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,8,0,11,4,"Success",0.000113,0.103028,0.095215,6e-05,0.030992,0.031595,0.000156,0.007022,0.268731,576,0,256,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000184,0.124044,0.113925,9.2e-05,0.031484,0.033691,0.000156,0.007364,0.31175,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000148,0.119891,0.111911,5.8e-05,0.047687,0.031612,0.000761,0.009489,0.322061,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,2,5,"Success",0.000133,0.119425,0.11065,5.8e-05,0.033071,0.032311,0.00023,0.007677,0.30462,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,3,5,"Success",0.000122,0.118465,0.133924,6e-05,0.032993,0.033314,0.000409,0.008092,0.328277,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,4,5,"Success",0.000141,0.119458,0.110736,5.9e-05,0.032446,0.033206,0.000256,0.012049,0.309153,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,5,5,"Success",0.000111,0.139638,0.110185,6.5e-05,0.03114,0.033203,0.000198,0.010273,0.325689,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,6,5,"Success",0.000151,0.11877,0.110054,6.6e-05,0.036074,0.03118,0.000223,0.008806,0.306178,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,7,5,"Success",0.000121,0.140293,0.110425,8.8e-05,0.032428,0.034152,0.000285,0.009816,0.328482,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,8,5,"Success",0.000129,0.118774,0.110862,8.6e-05,0.033029,0.032404,0.000243,0.007724,0.303983,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,9,5,"Success",0.000107,0.118748,0.110613,5.1e-05,0.032778,0.033223,0.000213,0.01045,0.307135,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,10,5,"Success",0.000145,0.117847,0.1101,6.7e-05,0.031684,0.031256,0.000258,0.009949,0.301665,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",8,16,0,11,5,"Success",0.000145,0.118459,0.109393,6.5e-05,0.032312,0.031518,0.000226,0.010182,0.303318,1088,0,512,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000372,0.173656,0.141642,0.00011,0.034719,0.034873,0.000323,0.013023,0.399406,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,1,6,"Warmup",0.000315,0.147037,0.140001,0.000115,0.034064,0.035883,0.000384,0.014839,0.37328,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,2,6,"Success",0.000321,0.147068,0.139216,0.000107,0.032551,0.035542,0.000338,0.013631,0.3697,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,3,6,"Success",0.00026,0.146175,0.138689,9.7e-05,0.053525,0.03464,0.000348,0.012753,0.387421,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,4,6,"Success",0.000244,0.145994,0.138812,9.3e-05,0.033874,0.034746,0.000441,0.012374,0.367155,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,5,6,"Success",0.000237,0.161831,0.138961,9e-05,0.032288,0.035634,0.000469,0.011904,0.382229,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,6,6,"Success",0.000259,0.146067,0.137897,0.000103,0.033498,0.03411,0.000379,0.013746,0.366839,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,7,6,"Success",0.000223,0.146049,0.138462,0.000113,0.034294,0.035606,0.000396,0.011525,0.367755,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,8,6,"Success",0.00022,0.145596,0.138295,8.2e-05,0.053936,0.038413,0.000397,0.012188,0.389949,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,9,6,"Success",0.000232,0.145772,0.138268,8.4e-05,0.034026,0.035039,0.000286,0.01151,0.365917,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,10,6,"Success",0.000229,0.169251,0.139074,9.4e-05,0.035023,0.035977,0.000387,0.013298,0.394361,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,16,0,11,6,"Success",0.000218,0.145695,0.137744,0.00011,0.034482,0.034088,0.000438,0.013253,0.366896,2176,0,1024,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,0,7,"Warmup",0.000313,0.745054,0.660572,0.000163,0.038003,0.039246,0.00067,0.055919,1.540642,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,1,7,"Warmup",0.000321,0.723704,0.669526,0.00016,0.038304,0.036609,0.000429,0.031233,1.501103,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,2,7,"Success",0.000313,0.742189,0.677067,0.00014,0.035733,0.038067,0.000619,0.032884,1.527674,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,3,7,"Success",0.000274,0.741401,0.675547,0.000143,0.039388,0.039462,0.000621,0.03356,1.531095,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,4,7,"Success",0.000326,0.740168,0.655968,0.000144,0.03674,0.03693,0.000617,0.041885,1.513485,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,5,7,"Success",0.000305,0.721198,0.669969,0.000163,0.037765,0.039047,0.000585,0.03142,1.50117,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,6,7,"Success",0.000292,0.737966,0.67934,0.000165,0.035834,0.040106,0.000625,0.030605,1.525559,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,7,7,"Success",0.000299,0.740038,0.675943,0.000141,0.037243,0.038192,0.000689,0.031517,1.524756,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,8,7,"Success",0.000268,0.741721,0.656217,0.000144,0.035762,0.038985,0.000636,0.051451,1.525874,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,9,7,"Success",0.000292,0.720469,0.674092,0.000156,0.036004,0.038643,0.000534,0.033317,1.504157,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,10,7,"Success",0.000289,0.741552,0.670375,0.000146,0.036137,0.03812,0.000888,0.034275,1.522476,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",16,32,0,11,7,"Success",0.000315,0.737981,0.674361,0.000153,0.038259,0.037454,0.000507,0.032314,1.522149,4224,0,2048,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,0,8,"Warmup",0.00033,1.80009,1.751022,0.000274,0.04164,0.045363,0.001231,0.0573,3.69785,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,1,8,"Warmup",0.000311,1.792427,1.74082,0.000263,0.043841,0.044578,0.001077,0.055885,3.679934,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,2,8,"Success",0.000334,1.789848,1.747134,0.000267,0.043307,0.043379,0.001161,0.056725,3.682922,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,3,8,"Success",0.0003,1.795077,1.739982,0.000295,0.042933,0.045194,0.001061,0.059974,3.685563,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,4,8,"Success",0.000309,1.797298,1.74168,0.000274,0.04227,0.044226,0.001229,0.056862,3.684952,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,5,8,"Success",0.000323,1.79379,1.756931,0.000272,0.04182,0.045591,0.000986,0.057778,3.698278,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,6,8,"Success",0.000301,1.787034,1.749218,0.000272,0.041193,0.04506,0.001381,0.057313,3.682523,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,7,8,"Success",0.000331,1.798603,1.753668,0.000288,0.044377,0.04522,0.001415,0.055585,3.700539,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,8,8,"Success",0.000294,1.794645,1.759841,0.000268,0.04229,0.046034,0.001136,0.058605,3.703747,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,9,8,"Success",0.000323,1.792099,1.751873,0.000322,0.042782,0.046857,0.00165,0.058271,3.695047,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,10,8,"Success",0.000285,1.794816,1.749196,0.000314,0.042446,0.043787,0.001595,0.058598,3.691801,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,32,0,11,8,"Success",0.000319,1.794063,1.750175,0.000315,0.044545,0.046195,0.001374,0.05873,3.696376,8448,0,4096,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,0,9,"Warmup",0.000301,2.025963,2.013119,0.000445,0.046724,0.051084,0.001739,0.063634,4.203568,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,1,9,"Warmup",0.00028,2.023958,1.993263,0.000497,0.048142,0.051156,0.001551,0.064916,4.184631,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,2,9,"Success",0.000303,2.029324,1.993565,0.000487,0.050751,0.051932,0.001501,0.069382,4.198138,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,3,9,"Success",0.00035,2.036593,1.985016,0.000456,0.049167,0.051588,0.002477,0.068407,4.194456,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,4,9,"Success",0.000315,2.021531,1.988642,0.000395,0.048754,0.049924,0.00127,0.065969,4.177182,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,5,9,"Success",0.000321,2.065658,1.990235,0.000484,0.049843,0.050679,0.001294,0.066347,4.225747,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,6,9,"Success",0.000308,2.054861,1.976633,0.000484,0.049724,0.051496,0.001152,0.066798,4.202054,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,7,9,"Success",0.000372,2.032466,1.990164,0.000497,0.053321,0.051721,0.00171,0.067703,4.198327,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,8,9,"Success",0.00029,2.036888,1.984454,0.00042,0.049777,0.051844,0.001549,0.070613,4.196387,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,9,9,"Success",0.000304,2.038934,1.985612,0.000443,0.049958,0.053115,0.001476,0.066118,4.196727,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,10,9,"Success",0.000312,2.015581,1.973232,0.000415,0.052328,0.053016,0.001877,0.070438,4.167724,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",32,64,0,11,9,"Success",0.000335,2.024732,1.982286,0.000413,0.051515,0.053834,0.001183,0.070027,4.185225,16640,0,8192,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,0,10,"Warmup",0.000299,1.678878,1.704675,0.000862,0.34965,0.056653,0.002491,0.111448,3.905563,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,1,10,"Warmup",0.000329,2.186892,2.20898,0.001068,0.053365,0.061401,0.002733,0.115872,4.63124,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,2,10,"Success",0.000337,2.192957,2.220066,0.000967,0.055374,0.06399,0.003816,0.131798,4.669913,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,3,10,"Success",0.000319,2.184733,2.214842,0.001131,0.053874,0.056862,0.003446,0.115426,4.631178,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,4,10,"Success",0.000305,2.17865,2.221066,0.001091,0.053668,0.058831,0.003536,0.115916,4.63422,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,5,10,"Success",0.000322,2.195862,2.211243,0.001019,0.054393,0.052977,0.003844,0.118267,4.638511,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,6,10,"Success",0.00034,2.182826,2.215893,0.0011,0.05421,0.059601,0.00341,0.118233,4.636366,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,7,10,"Success",0.000377,2.18969,2.244846,0.00151,0.054195,0.062189,0.002803,0.120856,4.67725,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,8,10,"Success",0.000287,2.185553,2.21846,0.001033,0.053381,0.060938,0.003255,0.114565,4.638503,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,9,10,"Success",0.000307,2.1891,2.209057,0.001014,0.055321,0.057588,0.003736,0.115666,4.632355,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,10,10,"Success",0.000308,2.194169,2.212404,0.001358,0.054263,0.058559,0.003145,0.119813,4.644584,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,64,0,11,10,"Success",0.00041,2.200522,2.216623,0.001069,0.05719,0.062529,0.004132,0.116517,4.659527,33280,0,16384,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,0,11,"Warmup",0.00038,2.721645,3.433207,0.00233,0.063453,0.044455,0.005977,0.217371,6.489535,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,1,11,"Warmup",0.000346,2.742214,3.437176,0.0025,0.063693,0.040789,0.007008,0.209763,6.503879,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,2,11,"Success",0.00033,2.72919,3.438931,0.002323,0.065081,0.038806,0.006576,0.213757,6.495831,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,3,11,"Success",0.000328,2.729318,3.413083,0.002274,0.063418,0.040049,0.023492,0.20955,6.481905,66048,0,32768,0,0
"Fftw","Outplace","Real","float",2,"powerof2",64,128,0,4,11,"Success",0.000369,2.740445,3.413412,0.002448,0.064437,0.039741,0.00593,0.227385,6.494938,66048,0,32768,0,0
