; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1602080311,"CurrentTimeLocal","Wed Oct  7 16:18:31 2020","Hostname","csk006.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.4e-05
; "Time_ContextDestroy [ms]", 3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,256,0,10,14,"Success",0.00051,0.067061,0.063125,0.070243,0.067301,0.036849,0.081768,0.013385,0.400651,528384,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,256,0,11,14,"Success",0.000474,0.066587,0.062871,0.077038,0.06282,0.041243,0.081982,0.012817,0.406245,528384,0,524288,2.7755787376e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,0,15,"Warmup",0.000431,0.069907,0.055667,0.175504,0.321103,0.076953,0.178418,0.014249,0.892646,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,1,15,"Warmup",0.000394,0.070336,0.057357,0.158888,0.122938,0.068131,0.176746,0.013297,0.668513,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,2,15,"Success",0.000419,0.069792,0.057269,0.157086,0.103051,0.074318,0.182077,0.013402,0.657875,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,3,15,"Success",0.000326,0.070582,0.05655,0.15489,0.130829,0.071693,0.174224,0.012131,0.671656,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,4,15,"Success",0.00036,0.070015,0.057582,0.161715,0.116671,0.071835,0.174245,0.013602,0.666431,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,5,15,"Success",0.000361,0.070051,0.056871,0.153463,0.113772,0.069433,0.173408,0.012576,0.650344,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,6,15,"Success",0.000381,0.06904,0.056978,0.15428,0.118516,0.062355,0.175752,0.012002,0.649701,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,7,15,"Success",0.000334,0.070232,0.056858,0.157526,0.099424,0.084416,0.182759,0.012931,0.664895,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,8,15,"Success",0.000377,0.069973,0.056964,0.156506,0.122619,0.076843,0.173994,0.012761,0.670465,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,9,15,"Success",0.000368,0.069672,0.056739,0.162508,0.107084,0.07062,0.174155,0.012891,0.65443,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,10,15,"Success",0.000392,0.069919,0.056536,0.155543,0.102319,0.078024,0.174006,0.012587,0.649732,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",256,512,0,11,15,"Success",0.000386,0.070275,0.056932,0.155935,0.131878,0.067479,0.176919,0.013323,0.673537,1052672,0,1048576,2.7755681495e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,0,16,"Warmup",0.000371,0.121528,0.108452,0.393694,0.222076,0.09445,0.381958,0.014678,1.337651,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,1,16,"Warmup",0.000371,0.125234,0.106885,0.264495,0.165923,0.094831,0.385889,0.014233,1.158376,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,2,16,"Success",0.000358,0.117766,0.112342,0.262014,0.171772,0.086609,0.343537,0.014034,1.108825,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,3,16,"Success",0.000361,0.115757,0.103585,0.275547,0.16113,0.100841,0.346111,0.013529,1.117301,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,4,16,"Success",0.000367,0.116655,0.102999,0.273327,0.162018,0.090671,0.344021,0.013659,1.104108,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,5,16,"Success",0.000334,0.115415,0.103077,0.265506,0.165379,0.093135,0.342125,0.014326,1.099668,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,6,16,"Success",0.000373,0.116118,0.103151,0.262712,0.166366,0.090143,0.338167,0.012672,1.090078,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,7,16,"Success",0.000375,0.117266,0.103057,0.262857,0.164059,0.090819,0.344273,0.013156,1.096289,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,8,16,"Success",0.000399,0.116165,0.103117,0.264218,0.161009,0.096254,0.341835,0.013598,1.096986,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,9,16,"Success",0.000369,0.125463,0.103012,0.26203,0.165231,0.097846,0.344144,0.012632,1.111117,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,10,16,"Success",0.000355,0.117171,0.112153,0.261426,0.157781,0.088126,0.338668,0.01389,1.08995,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,512,0,11,16,"Success",0.000371,0.117102,0.103257,0.270965,0.159128,0.097692,0.339426,0.01362,1.101941,2105344,0,2097152,2.7755628555e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,0,17,"Warmup",0.000373,0.12565,0.106397,0.768782,0.300498,0.13398,0.653288,0.020634,2.110049,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,1,17,"Warmup",0.00042,0.121072,0.106298,0.578406,0.263477,0.137261,0.608085,0.01379,1.829308,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,2,17,"Success",0.000397,0.11999,0.10619,0.568012,0.259102,0.130289,0.601943,0.013407,1.799745,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,3,17,"Success",0.000381,0.119031,0.105472,0.566441,0.256402,0.140199,0.603517,0.014148,1.806012,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,4,17,"Success",0.000415,0.120336,0.116286,0.558631,0.246954,0.144084,0.596656,0.013629,1.797424,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,5,17,"Success",0.000415,0.124029,0.099989,0.55747,0.270913,0.135417,0.599834,0.014603,1.80309,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,6,17,"Success",0.000401,0.119486,0.105846,0.553805,0.257522,0.13927,0.597882,0.013467,1.788123,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,7,17,"Success",0.000347,0.12034,0.106368,0.564186,0.249348,0.130866,0.606671,0.012563,1.791139,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,8,17,"Success",0.000397,0.120194,0.10571,0.566206,0.252487,0.137875,0.605646,0.01466,1.803607,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,9,17,"Success",0.000433,0.120449,0.105603,0.567688,0.250655,0.133721,0.603626,0.013938,1.796542,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,10,17,"Success",0.000412,0.118776,0.106224,0.565431,0.255677,0.134975,0.600901,0.012713,1.795525,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",512,1024,0,11,17,"Success",0.000408,0.119496,0.10621,0.567196,0.246694,0.134076,0.604081,0.012331,1.790912,4202496,0,4194304,2.7755602085e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,0,18,"Warmup",0.000514,0.242803,0.213326,1.668441,0.359635,0.241988,1.280251,0.011558,4.018952,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,1,18,"Warmup",0.000413,0.224696,0.20472,1.510701,0.386499,0.247679,1.234476,0.011773,3.821365,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,2,18,"Success",0.000616,0.232977,0.210624,1.382355,0.417719,0.237519,1.203935,0.011638,3.697789,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,3,18,"Success",0.000548,0.230067,0.204474,1.387873,0.406049,0.240355,1.204758,0.011209,3.685724,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,4,18,"Success",0.000554,0.222823,0.203745,1.379744,0.412689,0.242554,1.203927,0.010926,3.677364,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,5,18,"Success",0.000458,0.221844,0.203566,1.387019,0.403756,0.239288,1.192524,0.011991,3.66084,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,6,18,"Success",0.000444,0.223883,0.204623,1.359519,0.420741,0.247471,1.196585,0.011833,3.665514,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,7,18,"Success",0.000452,0.223387,0.21129,1.363727,0.404634,0.249098,1.185071,0.011604,3.649653,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,8,18,"Success",0.000454,0.223917,0.219636,1.352215,0.40968,0.249031,1.189773,0.011072,3.656188,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,9,18,"Success",0.000504,0.231687,0.204445,1.352102,0.411112,0.238562,1.194815,0.010726,3.644389,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,10,18,"Success",0.00049,0.223822,0.203755,1.370851,0.419725,0.239445,1.202196,0.010885,3.67158,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,1024,0,11,18,"Success",0.000409,0.225179,0.203784,1.370847,0.411789,0.238199,1.195273,0.011339,3.657212,8404992,0,8388608,2.7755588851e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,0,19,"Warmup",0.00251,0.270988,0.235988,3.442453,0.543476,0.360376,4.95074,0.021852,9.828867,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,1,19,"Warmup",0.001114,0.263865,0.25478,3.401684,0.574056,0.352057,4.940012,0.018106,9.80614,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,2,19,"Success",0.000972,0.27045,0.250333,3.412204,0.570534,0.352022,4.937154,0.019635,9.813763,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,3,19,"Success",0.001092,0.26142,0.234582,3.425732,0.581374,0.345525,4.917911,0.01817,9.786251,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,4,19,"Success",0.000781,0.259096,0.233238,3.434134,0.572333,0.353174,4.915415,0.017472,9.786078,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,5,19,"Success",0.000737,0.258198,0.232557,3.421641,0.572118,0.357389,4.940788,0.016645,9.800603,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,6,19,"Success",0.001043,0.259171,0.241058,3.427775,0.578416,0.346927,4.918089,0.016949,9.789863,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,7,19,"Success",0.0008,0.264778,0.260382,3.43215,0.573817,0.344036,4.932268,0.016144,9.824811,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,8,19,"Success",0.000989,0.272158,0.233811,3.430841,0.569384,0.342941,4.908135,0.015559,9.774222,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,9,19,"Success",0.000936,0.262093,0.232885,3.437533,0.56808,0.348091,4.91276,0.015338,9.77812,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,10,19,"Success",0.000794,0.259427,0.234065,3.449589,0.583204,0.360854,4.971432,0.016384,9.876128,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",1024,2048,0,11,19,"Success",0.000629,0.260181,0.245672,3.436754,0.577939,0.349103,4.905106,0.014623,9.790407,16793600,0,16777216,2.7755582233e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,0,20,"Warmup",0.007278,0.49742,0.459213,12.304445,1.394444,0.746282,7.95379,0.332351,23.696027,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,1,20,"Warmup",0.005886,0.524168,0.459723,11.604445,1.387759,0.735793,7.980548,0.359362,23.058416,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,2,20,"Success",0.005609,0.523988,0.457447,11.578707,1.394245,0.740305,7.988762,0.35314,23.043044,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,3,20,"Success",0.006364,0.518172,0.459298,11.583354,1.381028,0.743713,7.939714,0.360069,22.992716,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,4,20,"Success",0.005213,0.515752,0.461231,11.607774,1.400605,0.737734,7.972196,0.350094,23.051382,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,5,20,"Success",0.005704,0.492355,0.459826,11.572298,1.392735,0.730314,7.954556,0.354671,22.963238,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,6,20,"Success",0.005411,0.521106,0.459238,11.618873,1.391281,0.739374,7.941214,0.365061,23.042292,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,7,20,"Success",0.006072,0.492193,0.47702,11.591343,1.403313,0.724988,7.959242,0.379852,23.034916,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,8,20,"Success",0.005904,0.503861,0.479637,11.571188,1.402348,0.740561,7.953564,0.369219,23.027277,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,9,20,"Success",0.005544,0.502794,0.484706,11.601829,1.373574,0.731392,7.978248,0.360787,23.039757,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,10,20,"Success",0.005779,0.488337,0.492682,11.606231,1.412309,0.742567,7.941717,0.353264,23.04365,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,2048,0,11,20,"Success",0.006681,0.497549,0.492935,11.562516,1.392785,0.718479,7.958314,0.359405,22.989252,33587200,0,33554432,2.7755578924e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,0,21,"Warmup",0.006852,0.541344,0.524497,24.082473,2.441553,1.568449,16.315099,0.471728,45.953337,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,1,21,"Warmup",0.006201,0.549166,0.501261,22.624594,2.46226,1.545741,16.187139,0.456724,44.334233,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,2,21,"Success",0.006188,0.532487,0.527703,22.699354,2.474326,1.551726,16.23175,0.460409,44.485638,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,3,21,"Success",0.006091,0.531681,0.524031,22.668873,2.466512,1.516252,16.237001,0.447807,44.399734,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,4,21,"Success",0.005585,0.547598,0.498717,22.684827,2.456573,1.533422,16.238473,0.459326,44.425659,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,5,21,"Success",0.005813,0.53273,0.503167,22.657561,2.481757,1.510918,16.399905,0.453762,44.546816,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,6,21,"Success",0.00543,0.554532,0.505696,22.677349,2.445721,1.540365,16.265346,0.468512,44.464121,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,7,21,"Success",0.005916,0.552524,0.492778,22.654782,2.454236,1.534349,16.231231,0.462369,44.389217,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,8,21,"Success",0.005503,0.550196,0.504465,22.652672,2.473568,1.54414,16.260194,0.471336,44.463299,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,9,21,"Success",0.005844,0.528865,0.529173,22.631251,2.44535,1.571975,16.188915,0.454118,44.356212,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,10,21,"Success",0.006288,0.528353,0.511402,22.685944,2.459702,1.496018,16.305714,0.448247,44.443147,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",2048,4096,0,11,21,"Success",0.015772,0.527349,0.497194,22.624508,2.455003,1.520959,16.246653,0.455268,44.343982,67141632,0,67108864,2.775557727e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,0,22,"Warmup",0.007222,0.639391,0.547112,45.253275,8.289554,7.217508,32.808467,0.632792,95.396717,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,1,22,"Warmup",0.00642,0.568089,0.555777,45.872516,7.78621,7.204179,32.832299,0.651861,95.478908,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,2,22,"Success",0.006737,0.609336,0.549914,45.750144,7.746128,7.26057,32.741052,0.644752,95.309918,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,3,22,"Success",0.006169,0.611257,0.557348,45.851955,7.797945,7.155281,32.73602,0.632716,95.350655,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,4,22,"Success",0.007007,0.594963,0.581058,45.733953,7.820073,7.23935,32.868179,0.611637,95.45801,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,5,22,"Success",0.006468,0.613669,0.548778,45.85139,7.777638,7.204905,32.668226,0.615949,95.288716,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,6,22,"Success",0.006278,0.607237,0.560207,45.721695,7.719724,7.215417,32.765753,0.623786,95.221497,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,7,22,"Success",0.006488,0.583835,0.585152,45.827991,7.858333,7.211396,32.781317,0.62263,95.479126,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,8,22,"Success",0.006271,0.589306,0.57394,45.734046,7.872262,7.297151,32.68815,0.616405,95.379295,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,9,22,"Success",0.006277,0.606282,0.544433,45.801932,7.883962,7.312019,32.72452,0.62828,95.509128,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,10,22,"Success",0.006499,0.604139,0.543192,45.71244,7.714431,7.196812,32.852112,0.629531,95.260401,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,4096,0,11,22,"Success",0.006338,0.587943,0.580018,45.765727,7.749405,7.258648,32.802574,0.618601,95.370525,134283264,0,134217728,2.7755576443e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,0,23,"Warmup",0.006224,0.727498,0.632378,89.919431,19.801418,18.236381,64.777221,0.966281,195.068989,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,1,23,"Warmup",0.005992,0.898475,0.846675,89.098686,19.662013,18.318919,64.786539,0.975047,194.594035,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,2,23,"Success",0.005194,0.900448,0.852489,89.200477,19.678112,18.373121,64.833364,0.946827,194.791789,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,3,23,"Success",0.005351,0.896728,0.849851,89.077393,19.788634,18.280688,64.770241,0.957062,194.627372,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,4,23,"Success",0.005074,0.89526,0.849953,89.138032,19.606636,18.376192,64.833488,0.956503,194.662709,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,5,23,"Success",0.005481,0.898972,0.831518,89.269256,19.792805,17.169796,65.16413,0.961506,194.095586,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,6,23,"Success",0.005566,0.90499,0.842758,89.296296,19.596205,18.419726,64.852028,0.950081,194.869138,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,7,23,"Success",0.005543,0.910354,0.848777,88.333535,19.620547,18.420204,64.81549,0.954218,193.910182,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,8,23,"Success",0.005682,0.901332,0.84573,88.323343,19.678348,18.525091,64.830617,0.958294,194.069851,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,9,23,"Success",0.006179,0.913386,0.845315,89.191886,19.699165,18.358612,64.874598,0.94875,194.840397,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,10,23,"Success",0.005447,0.85948,0.850872,89.211517,20.077462,18.506302,64.694795,0.95896,195.166277,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",4096,8192,0,11,23,"Success",0.004925,0.899874,0.83233,89.230849,19.58696,18.262401,64.828597,0.949113,194.59662,268500992,0,268435456,3.3993499394e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",8192,8192,0,0,24,"Warmup",0.005821,1.586869,1.493469,176.70515,47.147948,43.989809,128.039948,1.60248,400.573331,537001984,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",8192,8192,0,1,24,"Warmup",0.005531,1.568214,1.473617,175.618695,46.393583,44.221883,127.833646,1.611809,398.729153,537001984,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",8192,8192,0,2,24,"Success",0.005313,1.57171,1.47996,175.520752,46.419141,44.341045,128.128876,1.572987,399.04169,537001984,0,536870912,3.3993499141e-17,0
"Fftw_mkl_gnuwrapper","Inplace","Real","double",2,"powerof2",8192,8192,0,3,24,"Success",0.004961,1.529804,1.527862,175.667318,46.79512,43.624664,128.114988,2.058607,399.335448,537001984,0,536870912,3.3993499141e-17,0
