; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270192963584,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529505594,"CurrentTimeLocal","Wed Jun 20 16:39:54 2018","Hostname","c02n08","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,7,51,"Success",0.0003,0.003154,0.001602,8.3e-05,0.000242,0.000227,3.6e-05,0.001245,0.007219,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,8,51,"Success",0.000317,0.003198,0.001598,8.9e-05,0.00025,0.000233,3.5e-05,0.001243,0.007275,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,9,51,"Success",0.000311,0.003159,0.001588,8.1e-05,0.000244,0.000229,3.6e-05,0.001239,0.00721,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,10,51,"Success",0.000293,0.003106,0.0017,8.2e-05,0.000244,0.00023,3e-05,0.00124,0.007258,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",19,0,0,11,51,"Success",0.000312,0.003106,0.001633,8.3e-05,0.000246,0.000234,3.6e-05,0.001241,0.007212,152,0,152,2.8119781171e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,0,52,"Warmup",0.000514,0.023929,0.018372,0.000427,0.012041,0.006914,0.000213,0.001799,0.064653,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,1,52,"Warmup",0.000401,0.02076,0.017747,0.000351,0.005937,0.00587,0.000136,0.001529,0.053099,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,2,52,"Success",0.00044,0.020384,0.017556,0.000307,0.005793,0.005767,0.00011,0.001481,0.052191,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,3,52,"Success",0.000442,0.020191,0.017308,0.000292,0.005712,0.005723,0.00011,0.001441,0.051577,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,4,52,"Success",0.000406,0.020156,0.017222,0.000286,0.005713,0.005717,0.000111,0.001417,0.051379,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,5,52,"Success",0.000403,0.020065,0.017259,0.000295,0.005698,0.005681,0.00011,0.001427,0.051298,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,6,52,"Success",0.000397,0.027325,0.017267,0.00032,0.005729,0.005681,0.00011,0.001466,0.058647,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,7,52,"Success",0.000392,0.02012,0.017259,0.000315,0.005726,0.00564,0.000111,0.001426,0.05134,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,8,52,"Success",0.000385,0.019381,0.016713,0.000305,0.005492,0.005442,0.000108,0.001376,0.049525,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,9,52,"Success",0.000388,0.019424,0.016679,0.000304,0.005499,0.005466,0.000109,0.00137,0.049561,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,10,52,"Success",0.000391,0.019408,0.016668,0.000308,0.005507,0.005455,0.000108,0.001371,0.049545,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",361,0,0,11,52,"Success",0.000384,0.019397,0.016703,0.000313,0.005505,0.005461,0.000107,0.001377,0.049591,2888,0,2888,6.5923544682e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,0,53,"Warmup",0.000561,0.045,0.038996,0.003932,0.160285,0.126934,0.003034,0.006834,0.386011,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,1,53,"Warmup",0.000464,0.048392,0.039025,0.003907,0.123254,0.121388,0.002973,0.006882,0.346676,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,2,53,"Success",0.00042,0.042123,0.038457,0.003848,0.123181,0.123944,0.002911,0.006692,0.341971,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,3,53,"Success",0.000466,0.041734,0.038697,0.003824,0.12964,0.124485,0.002932,0.006911,0.349069,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,4,53,"Success",0.000446,0.042081,0.037329,0.003817,0.122939,0.122777,0.002859,0.007126,0.33975,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,5,53,"Success",0.000385,0.042196,0.038849,0.003808,0.125064,0.127823,0.003066,0.007006,0.34858,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,6,53,"Success",0.000479,0.041966,0.03846,0.003859,0.12351,0.123713,0.002808,0.007298,0.342466,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,7,53,"Success",0.000414,0.041579,0.038335,0.003794,0.124196,0.124228,0.002901,0.006303,0.342137,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,8,53,"Success",0.000397,0.042246,0.036956,0.003819,0.122806,0.123638,0.002918,0.007299,0.340446,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,9,53,"Success",0.000384,0.041681,0.037097,0.0038,0.12482,0.124195,0.002853,0.007289,0.3425,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,10,53,"Success",0.000389,0.041674,0.036948,0.003809,0.128867,0.122954,0.002899,0.007701,0.345647,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",6859,0,0,11,53,"Success",0.000439,0.041771,0.037065,0.00381,0.122785,0.124271,0.002834,0.00629,0.339655,54872,0,54872,8.1706288977e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,0,54,"Warmup",0.000575,0.0624,0.055691,0.130323,0.561503,0.470363,0.149902,0.005611,1.436899,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,1,54,"Warmup",0.000672,0.060106,0.055755,0.150634,0.50284,0.447677,0.149289,0.004955,1.372405,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,2,54,"Success",0.000596,0.058732,0.056254,0.139403,0.501436,0.443859,0.149365,0.004542,1.354619,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,3,54,"Success",0.000622,0.059024,0.055835,0.139484,0.507087,0.441566,0.149256,0.004497,1.357786,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,4,54,"Success",0.000532,0.058285,0.055989,0.141071,0.493054,0.441272,0.149373,0.005115,1.345108,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,5,54,"Success",0.000613,0.058706,0.055617,0.151961,0.500001,0.440687,0.149214,0.004531,1.361747,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,6,54,"Success",0.000611,0.058973,0.057308,0.134643,0.5052,0.444585,0.149483,0.004834,1.356034,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,7,54,"Success",0.00053,0.05871,0.055172,0.137971,0.495415,0.444953,0.149211,0.004533,1.346908,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,8,54,"Success",0.000528,0.058428,0.05573,0.150826,0.498815,0.441761,0.154918,0.004961,1.366379,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,9,54,"Success",0.000548,0.058562,0.05517,0.139731,0.509619,0.441279,0.149036,0.004569,1.358922,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,10,54,"Success",0.000525,0.058879,0.061913,0.139828,0.49943,0.441057,0.149697,0.004564,1.356314,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",130321,0,0,11,54,"Success",0.000636,0.058825,0.061423,0.140559,0.49156,0.445303,0.149773,0.004611,1.353094,1042568,0,1042568,8.0590305029e-08,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,55,"Warmup",0.005829,0.584428,0.561795,11.521963,15.082533,13.061476,1.83163,6.231632,48.882494,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,55,"Warmup",0.006353,0.66269,0.655567,12.343174,13.114793,13.125169,1.821567,6.250956,47.981189,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,55,"Success",0.007294,0.669732,0.639655,12.285177,12.877577,13.626779,1.813777,6.28212,48.203132,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,55,"Success",0.00662,0.657844,0.639012,12.376836,14.658486,19.241474,1.823929,6.297883,55.703432,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,55,"Success",0.006352,0.672378,0.643745,12.334012,15.101234,19.002814,1.823033,6.267471,55.852378,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,55,"Success",0.006844,0.672166,0.638262,12.342021,14.851784,19.704919,1.822799,6.256499,56.29648,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,55,"Success",0.006741,0.671556,0.643693,12.336497,13.076038,13.156693,1.822428,6.269364,47.98414,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,55,"Success",0.006346,0.671935,0.644716,12.333413,12.844356,13.737989,1.826607,6.27499,48.341745,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,55,"Success",0.00661,0.667464,0.64032,12.336699,13.135956,13.11124,1.820847,6.264562,47.985055,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,55,"Success",0.00726,0.669537,0.639538,12.34606,13.196086,13.336656,1.806838,6.275987,48.278983,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,10,55,"Success",0.006322,0.671045,0.63611,29.339189,19.051676,18.150735,1.832232,6.28032,75.96872,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"oddshape",2476099,0,0,11,55,"Success",0.006517,0.67022,0.645108,20.480706,22.26481,18.035509,1.824393,14.290767,78.219539,19808792,0,19808792,1.1718578843e-07,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000263,0.001792,0.000727,6.6e-05,5.6e-05,0.000103,2.7e-05,0.000885,0.004213,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000265,0.001801,0.00073,6.5e-05,5.7e-05,0.000104,2.6e-05,0.000894,0.004233,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,2,0,"Success",0.000281,0.001895,0.000749,8.4e-05,9.7e-05,0.000109,2.8e-05,0.000985,0.004509,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,3,0,"Success",0.00028,0.001934,0.000734,6.6e-05,5.8e-05,0.000106,2.7e-05,0.000884,0.004376,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,4,0,"Success",0.000255,0.001809,0.000732,6.6e-05,5.8e-05,0.000103,2.8e-05,0.000873,0.004214,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,5,0,"Success",0.00027,0.001805,0.000735,6.6e-05,5.6e-05,0.000103,2.8e-05,0.000867,0.004222,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,6,0,"Success",0.000253,0.001815,0.000735,6.7e-05,5.8e-05,0.000104,2.6e-05,0.000875,0.004224,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,7,0,"Success",0.000272,0.001796,0.000735,6.5e-05,5.5e-05,0.000103,2.8e-05,0.000892,0.004238,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,8,0,"Success",0.000266,0.001803,0.000736,6.5e-05,5.9e-05,0.000104,2.8e-05,0.000901,0.004254,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,9,0,"Success",0.000264,0.001802,0.000737,6.6e-05,5.5e-05,0.000107,2.7e-05,0.000888,0.004233,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,10,0,"Success",0.000253,0.001827,0.000733,6.6e-05,6e-05,0.000108,2.7e-05,0.000878,0.004242,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",4,0,0,11,0,"Success",0.000256,0.001818,0.000736,6.5e-05,5.8e-05,0.00011,2.7e-05,0.000888,0.00425,32,0,32,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000386,0.002968,0.000829,0.000157,0.000342,0.00019,7.3e-05,0.002285,0.007683,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,1,1,"Warmup",0.000301,0.002145,0.000804,0.000117,9.1e-05,0.000131,3e-05,0.001049,0.005019,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,2,1,"Success",0.000284,0.001982,0.000745,0.000114,8.8e-05,0.000147,3e-05,0.000966,0.004677,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,3,1,"Success",0.00025,0.001907,0.000769,0.000112,8.2e-05,0.000152,3e-05,0.00097,0.004582,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,4,1,"Success",0.000265,0.001893,0.000738,0.000111,7e-05,0.00014,2.9e-05,0.000949,0.004519,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,5,1,"Success",0.000264,0.001904,0.000741,7e-05,7e-05,0.000131,3e-05,0.000962,0.004483,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,6,1,"Success",0.000254,0.001888,0.000733,7.2e-05,6.6e-05,0.000125,3e-05,0.000964,0.004436,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,7,1,"Success",0.000263,0.001899,0.000744,7e-05,6.8e-05,0.000126,3.1e-05,0.000971,0.004488,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,8,1,"Success",0.000259,0.001905,0.000738,6.8e-05,6.9e-05,0.000126,2.6e-05,0.000994,0.004492,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,9,1,"Success",0.000263,0.001923,0.000731,7e-05,6.8e-05,0.000124,2.6e-05,0.000969,0.004485,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,10,1,"Success",0.000331,0.001984,0.000744,7.3e-05,6.2e-05,0.000131,3.1e-05,0.000997,0.004667,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",8,0,0,11,1,"Success",0.000258,0.001961,0.000746,6.8e-05,6.7e-05,0.000127,2.8e-05,0.000979,0.004542,64,0,64,5.6321095379e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000501,0.002855,0.000879,0.000224,0.003084,0.00031,5.9e-05,0.001218,0.009545,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,1,2,"Warmup",0.000301,0.00206,0.000845,8.2e-05,0.000102,0.000169,4.5e-05,0.001028,0.004967,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,2,2,"Success",0.000311,0.001994,0.000805,8.3e-05,9.3e-05,0.000158,3.5e-05,0.00101,0.004816,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,3,2,"Success",0.000291,0.001885,0.000834,8e-05,8.7e-05,0.000154,3.4e-05,0.001005,0.004697,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,4,2,"Success",0.000294,0.001893,0.000802,7.5e-05,9.1e-05,0.000158,3.4e-05,0.001005,0.004669,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,5,2,"Success",0.000282,0.001865,0.000813,7.9e-05,9.1e-05,0.00016,3.4e-05,0.001012,0.004653,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,6,2,"Success",0.000283,0.001853,0.000811,7.8e-05,9.4e-05,0.000147,3.4e-05,0.000992,0.004605,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,7,2,"Success",0.000301,0.001882,0.000811,7.9e-05,7.9e-05,0.000128,3e-05,0.000999,0.004624,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,8,2,"Success",0.000281,0.001893,0.000816,7.9e-05,8.1e-05,0.000128,3.4e-05,0.000986,0.004598,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,9,2,"Success",0.000283,0.001885,0.000809,7.8e-05,7.2e-05,0.000129,3.4e-05,0.000989,0.004589,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,10,2,"Success",0.000299,0.001895,0.000798,8.1e-05,7.7e-05,0.000131,3.6e-05,0.000987,0.004612,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",16,0,0,11,2,"Success",0.000294,0.001919,0.00081,7.8e-05,8.5e-05,0.00013,3.5e-05,0.001013,0.004669,128,0,128,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000413,0.003557,0.00095,0.000223,0.003223,0.000388,0.000121,0.001354,0.010632,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000314,0.002162,0.000875,0.000135,0.000176,0.000198,5.2e-05,0.001103,0.005356,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,2,3,"Success",0.000304,0.002104,0.000867,0.000145,0.000173,0.000156,5.5e-05,0.001083,0.005212,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,3,3,"Success",0.000283,0.002052,0.000866,0.000143,0.000153,0.000148,5.4e-05,0.001053,0.005069,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,4,3,"Success",0.000295,0.002059,0.000869,0.000143,0.000153,0.000145,5.1e-05,0.001062,0.005101,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,5,3,"Success",0.000291,0.002063,0.000864,0.000147,0.000153,0.000148,5.3e-05,0.001069,0.005109,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,6,3,"Success",0.000298,0.002128,0.000857,0.000105,0.000146,0.000148,5.2e-05,0.001058,0.005103,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,7,3,"Success",0.000296,0.00206,0.000871,0.000107,0.000153,0.000148,5.6e-05,0.001047,0.005047,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,8,3,"Success",0.000299,0.002063,0.000858,0.000105,0.000155,0.000147,5.2e-05,0.001058,0.005051,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,9,3,"Success",0.00029,0.002064,0.000866,0.000103,0.000154,0.000142,5.5e-05,0.001073,0.005056,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,10,3,"Success",0.000294,0.002075,0.000859,0.000104,0.000152,0.000146,5.2e-05,0.001049,0.005047,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",32,0,0,11,3,"Success",0.000297,0.002066,0.000867,0.00011,0.000152,0.000146,5.2e-05,0.001047,0.005049,256,0,256,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000496,0.003078,0.001039,0.000216,0.003464,0.00048,0.000141,0.001271,0.010566,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000353,0.002222,0.000967,0.000124,0.000217,0.00025,0.000109,0.001114,0.005688,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.000302,0.002109,0.00096,0.000112,0.000228,0.00022,0.000113,0.00108,0.005451,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",0.000306,0.002092,0.000944,0.00012,0.000229,0.000215,0.000111,0.001087,0.005432,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.000306,0.002053,0.000946,0.000119,0.000213,0.000216,0.000111,0.001081,0.005373,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",0.000307,0.002141,0.000931,8e-05,0.000217,0.000223,8.4e-05,0.001072,0.005392,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",0.000305,0.002159,0.000935,8.1e-05,0.000218,0.000193,8.8e-05,0.001068,0.005353,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",1,"powerof2",64,0,0,7,4,"Success",0.00031,0.00219,0.000924,8e-05,0.000215,0.000196,8.4e-05,0.001058,0.005377,512,0,512,0,0
