; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270192963584,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1529496569,"CurrentTimeLocal","Wed Jun 20 14:09:29 2018","Hostname","c02n08","gearshifft","0.3.0"
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,2,3,"Success",0.000335,0.001617,0.000814,0.000155,0.000424,0.000285,5.6e-05,0.001037,0.005063,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,3,3,"Success",0.000333,0.001576,0.000799,0.000104,0.000389,0.000246,6.7e-05,0.001007,0.004877,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,4,3,"Success",0.000302,0.001549,0.000796,0.000112,0.000369,0.000246,6.6e-05,0.000991,0.004787,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,5,3,"Success",0.000302,0.00159,0.000784,0.000112,0.000371,0.000273,6.4e-05,0.00098,0.004817,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,6,3,"Success",0.000303,0.001564,0.000795,0.000115,0.00037,0.000257,6e-05,0.000988,0.004792,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,7,3,"Success",0.000303,0.00156,0.00078,0.000107,0.000365,0.000263,5.9e-05,0.000982,0.004749,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,8,3,"Success",0.000411,0.001678,0.000827,0.000134,0.000378,0.000302,5.5e-05,0.00105,0.005187,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,9,3,"Success",0.000302,0.00156,0.000776,0.00011,0.00037,0.000281,6e-05,0.001003,0.004782,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,10,3,"Success",0.000304,0.001549,0.000801,0.000107,0.000364,0.000289,6e-05,0.000982,0.004783,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,4,11,3,"Success",0.000294,0.001607,0.000784,0.000105,0.000367,0.000266,5.7e-05,0.000988,0.004805,512,0,512,0,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,0,4,"Warmup",0.000484,0.005738,0.002386,0.000215,0.030001,0.006894,0.000277,0.012895,0.059342,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,1,4,"Warmup",0.000363,0.005368,0.002397,0.000134,0.006434,0.005583,0.000273,0.00533,0.026257,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,2,4,"Success",0.000324,0.004341,0.002449,0.000201,0.006088,0.006262,0.000248,0.005339,0.025617,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,3,4,"Success",0.000346,0.004365,0.002354,0.000163,0.006495,0.005897,0.000225,0.005428,0.025619,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,4,4,"Success",0.000357,0.004268,0.002414,0.000182,0.005868,0.005666,0.000219,0.005112,0.024424,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,5,4,"Success",0.000318,0.004193,0.002263,0.000119,0.005932,0.005709,0.000205,0.005331,0.024396,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,6,4,"Success",0.00032,0.004099,0.002433,0.000113,0.006475,0.005993,0.000236,0.005518,0.025573,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,7,4,"Success",0.000314,0.004394,0.002337,0.000185,0.006623,0.005651,0.00024,0.00546,0.025533,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,8,4,"Success",0.000321,0.004492,0.00235,0.000234,0.005745,0.006165,0.000208,0.005635,0.025476,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,9,4,"Success",0.00032,0.004197,0.002439,0.000197,0.006815,0.005494,0.00019,0.005084,0.025129,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,10,4,"Success",0.000318,0.004154,0.002433,0.000207,0.006452,0.005561,0.000205,0.005376,0.025097,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,4,8,11,4,"Success",0.000324,0.004046,0.002369,0.000118,0.010775,0.006254,0.000283,0.005883,0.030432,1024,0,1024,5.2890569533e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,0,5,"Warmup",0.000483,0.006697,0.002529,0.000376,0.024002,0.030951,0.000423,0.005206,0.071148,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,1,5,"Warmup",0.000419,0.005465,0.002311,0.000345,0.02141,0.020156,0.000344,0.004895,0.055743,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,2,5,"Success",0.000348,0.004942,0.002232,0.000412,0.021191,0.018408,0.000345,0.005093,0.053331,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,3,5,"Success",0.000352,0.004825,0.002165,0.000358,0.020875,0.019452,0.000361,0.004975,0.053732,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,4,5,"Success",0.000379,0.004928,0.002166,0.000324,0.021384,0.019194,0.000351,0.004413,0.053504,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,5,5,"Success",0.000311,0.004735,0.00228,0.000322,0.020704,0.018678,0.000255,0.004498,0.052158,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,6,5,"Success",0.00031,0.00453,0.002276,0.000253,0.0205,0.01842,0.000355,0.00546,0.052448,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,7,5,"Success",0.000324,0.004714,0.002091,0.000286,0.02159,0.018784,0.000381,0.004271,0.052779,2048,0,2048,5.278676066e-09,0
"Fftw_mkl_gnuwrapper","Inplace","Complex","float",3,"powerof2",4,8,8,8,5,"Success",0.00031,0.004372,0.002158,0.00032,0.020402,0.020313,0.000311,0.004799,0.053334,2048,0,2048,5.278676066e-09,0
