; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161267,"CurrentTimeLocal","Tue Sep 15 11:14:27 2020","Hostname","csk042.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.4e-05
; "Time_ContextDestroy [ms]", 3.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,7,3,"Success",0.404158,3.949944,4.129261,827.286678,272.536858,238.472917,451.414327,11.049736,1809.245876,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,8,3,"Success",0.403329,3.941012,4.13649,826.988003,272.470101,242.846178,453.731334,11.092473,1815.610967,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,9,3,"Success",0.404203,3.947265,4.123782,825.931348,270.921847,247.264698,458.129366,11.043718,1821.767965,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,10,3,"Success",0.415598,3.931024,4.13492,828.925129,272.538831,234.888983,455.453722,11.020565,1811.311398,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,11,3,"Success",0.413465,3.942744,4.131453,828.935747,271.561357,260.49693,451.862315,11.064994,1832.410756,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,12,3,"Success",0.412428,3.93006,4.136556,827.038048,272.081422,255.039404,459.376425,11.10581,1833.12273,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,13,3,"Success",0.412803,3.93026,4.127593,826.90397,272.086056,248.271491,456.169793,11.127987,1823.032084,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,14,3,"Success",0.408901,3.926288,4.146266,821.590917,271.833435,245.182885,453.499525,11.0436,1811.633631,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,15,3,"Success",0.403353,3.92948,4.145195,828.26361,271.936972,235.524555,459.444459,11.093127,1814.742752,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,16,3,"Success",0.403683,3.929373,4.137922,825.214899,272.887499,256.711943,455.642004,11.08604,1830.015149,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,17,3,"Success",0.402687,3.925317,4.136397,827.940645,272.359861,252.688759,451.673368,11.099373,1824.227787,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,18,3,"Success",0.417552,3.921376,4.125392,827.332513,271.730413,240.34787,452.111012,11.130623,1811.11882,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",16384,16384,0,19,3,"Success",0.411635,3.934422,4.132492,826.337347,271.859045,246.927118,452.049578,11.092686,1816.746074,4295229440,0,2147483648,3.3993498951e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,0,4,"Success",0.397209,8.032878,8.171735,3330.485635,1417.755579,1173.908048,1815.840774,41.858188,7796.451467,17180393472,0,8589934592,3.3993498904e-17,0
