; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404351811584,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1603178552,"CurrentTimeLocal","Tue Oct 20 09:22:32 2020","Hostname","csk064.cluster","gearshifft","0.3.0"
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,9,69,"Success",0.003853,311.597934,311.373361,0.008203,0.13597,0.12723,0.013326,0.271589,623.53202,54872,0,54872,7.5449420855e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,10,69,"Success",0.003955,313.406892,312.1787,0.008068,0.135291,0.126301,0.011548,0.263594,626.134814,54872,0,54872,7.5449420855e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,11,69,"Success",0.003994,312.293726,308.948297,0.00806,0.244939,0.137089,0.012174,0.265898,621.914838,54872,0,54872,7.5449420855e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,0,70,"Warmup",0.004157,1504.927174,1527.50435,0.12724,0.496222,0.31244,0.212015,0.783217,3034.367317,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,1,70,"Warmup",0.004203,1727.751393,1521.189025,0.128708,0.406484,0.273278,0.207403,0.595486,3250.557027,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,2,70,"Success",0.004134,1506.592613,1487.625893,0.507665,0.428199,0.35888,0.210111,0.631459,2996.359511,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,3,70,"Success",0.004227,1623.208162,1527.977232,0.203352,0.335498,0.334247,0.228906,0.636063,3152.928763,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.004195,1535.877607,1500.562681,0.141173,0.464042,0.341171,0.205603,0.741314,3038.338591,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.004267,1525.657321,1494.991563,0.129922,0.439112,0.335847,0.230464,0.763471,3022.55469,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.004166,1502.90818,1500.439932,0.458304,0.431767,0.332297,0.209655,0.667373,3005.452423,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.00415,1517.352665,1498.680242,0.132032,0.367164,0.331534,0.209337,0.651364,3017.729326,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.004134,1497.370387,1525.863992,0.128632,0.354759,0.333029,0.211585,0.660716,3024.928039,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.004192,1735.733931,1516.019552,0.127943,0.344812,0.334339,0.238195,0.620331,3253.424116,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.004164,1502.902385,1514.137858,0.455492,0.610752,0.34703,0.210148,0.798829,3019.467313,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.00427,1562.998061,1553.474231,0.129992,0.415887,2.589843,0.223501,0.637127,3120.473681,1042568,0,1042568,8.1597392439e-08,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.012368,6602.763994,6574.884373,3.591688,5.361494,3.899399,3.748354,1.035353,13195.29812,19808792,0,19808792,1.2400111773e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.003987,6566.422929,6787.751913,3.60464,8.982928,3.770617,3.872155,1.017412,13375.427953,19808792,0,19808792,1.2406182981e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.00427,8920.566685,6555.691853,3.690616,5.954607,3.919156,3.816066,1.007614,15494.652001,19808792,0,19808792,1.2508381178e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.004139,6593.937833,6613.18663,3.759921,6.23532,4.042338,3.892754,1.029573,13226.089217,19808792,0,19808792,1.2401104052e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.004231,6710.229161,6567.605136,3.65855,4.686236,3.831981,3.726808,1.01239,13294.755583,19808792,0,19808792,1.2491986457e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.004115,6524.556954,6867.93605,3.616266,4.427656,3.916964,3.796432,1.008236,13409.263766,19808792,0,19808792,1.2399339319e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.004158,6744.20895,6597.841973,3.631737,6.324668,4.048274,3.834786,0.96469,13360.860787,19808792,0,19808792,1.2414334004e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.004132,6762.48371,6562.982683,3.708907,4.234672,4.028796,3.779084,1.000504,13342.223339,19808792,0,19808792,1.2414334004e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.004219,8037.465182,6655.314208,3.622636,5.704961,4.051325,3.70421,0.995457,14710.863466,19808792,0,19808792,1.2491986457e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.004304,6519.5297,6578.866258,3.631506,6.190779,4.01891,3.700129,1.074845,13117.017794,19808792,0,19808792,1.2399339319e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.004188,6592.082399,6712.611766,3.628241,4.590808,4.095264,3.673109,0.997722,13321.684634,19808792,0,19808792,1.2491986457e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.004342,9460.685197,6594.441658,3.62257,6.055332,4.011237,3.688505,1.00116,16073.511263,19808792,0,19808792,1.2408479212e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.01054,67227.907856,66046.462417,66.381935,85.151168,77.909417,61.853023,2.171181,133567.84954,376367048,0,376367048,1.2755698105e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.009504,67119.812862,70317.617947,65.686621,80.977629,77.787856,85.747018,2.14512,137749.78578,376367048,0,376367048,1.2769627538e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.009221,66804.133463,67999.281365,67.369349,79.341718,77.97007,81.840775,1.954476,135111.90161,376367048,0,376367048,1.2758336445e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.009345,67114.765724,68864.610957,67.355706,93.369025,88.241337,83.038822,2.109199,136313.50137,376367048,0,376367048,1.2775348685e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.009319,69107.456787,69108.785526,65.966602,79.680007,78.076683,84.934996,2.062157,138526.97329,376367048,0,376367048,1.2758336445e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.009667,69824.335645,69881.146153,73.290024,95.906718,79.145258,80.790471,2.062448,140036.68793,376367048,0,376367048,1.2758336445e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.009165,69158.709273,68691.587882,67.547761,86.269339,79.31173,82.330583,2.013142,138167.78037,376367048,0,376367048,1.2749863329e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.008947,70347.425033,70411.955028,73.348997,128.802838,137.005953,81.374871,1.805049,141181.72821,376367048,0,376367048,1.2758336445e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.00889,69861.164238,70887.915434,64.867182,80.744485,78.944339,84.877496,2.034172,141060.55753,376367048,0,376367048,1.2758336445e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.009452,69516.106973,66989.600851,66.702016,86.401846,78.428006,82.853823,1.995748,136822.10017,376367048,0,376367048,1.2769660125e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.008969,67765.969565,67768.8978,78.48659,82.712221,77.877181,62.410292,1.9857,135838.34997,376367048,0,376367048,1.2755698105e-07,0
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.009343,70104.758594,70048.623081,65.686159,79.397275,80.953232,87.460769,2.150542,140469.0403,376367048,0,376367048,1.2758336445e-07,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000219,12.844614,12.306917,0.000142,0.020485,0.000292,0.000162,0.001904,25.175476,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000128,12.746208,12.430889,0.000142,0.020204,0.000113,0.000172,0.001339,25.199573,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.00016,12.846523,12.435027,0.000122,0.0002,0.022014,0.000314,0.001982,25.306732,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.000167,12.805129,12.359168,0.000122,0.018889,0.000284,0.000124,0.001644,25.18609,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.000131,12.824661,12.370443,0.00012,0.022355,0.000109,0.000117,0.002223,25.220725,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.00017,12.85057,12.541285,0.000119,0.020337,0.021318,0.000164,0.001767,25.437095,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000155,12.804973,12.656393,0.000128,0.022049,0.00028,0.000111,0.001478,25.486152,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.000187,12.660897,12.354501,0.000112,0.000181,0.02155,0.000285,0.00123,25.039382,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.000195,12.837632,12.28468,0.000134,0.019924,0.000104,0.000114,0.001628,25.145326,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.00017,12.718363,12.370348,0.00012,0.020514,0.000119,0.000133,0.0014,25.111747,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.000159,12.747781,12.370081,0.000114,0.021382,9.7e-05,0.000126,0.00196,25.14219,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000201,12.77617,12.346571,0.000144,0.020398,0.000113,0.000131,0.001312,25.145626,32,0,32,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.00024,15.606223,15.362373,0.000112,0.019546,0.000148,0.00012,0.00232,30.99161,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000197,15.639803,15.541778,0.000125,0.020697,0.000284,0.000131,0.0028,31.206304,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.000175,15.72391,15.352404,0.000118,0.019126,0.000251,0.000142,0.001429,31.098042,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.000213,15.576191,15.415107,0.000116,0.021642,0.00053,0.000132,0.001789,31.016244,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.000208,15.634087,15.404418,0.000111,0.019463,0.000416,0.000114,0.002042,31.061421,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000226,15.661935,15.478557,0.000161,0.020416,0.000301,0.000102,0.00145,31.16365,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000292,15.617987,15.517857,0.00011,0.020819,0.000148,0.000141,0.001798,31.159635,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.000226,15.645981,15.484239,0.000111,0.019139,0.00031,0.000165,0.001734,31.152416,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.000199,15.656257,15.372116,0.000138,0.022009,0.000238,0.000112,0.002584,31.054162,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000221,15.641066,15.336882,9.1e-05,0.018662,0.000149,0.000106,0.003069,31.000762,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000187,15.478972,15.34426,0.000107,0.019559,0.000145,0.000104,0.001551,30.845296,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.000181,15.590313,15.368962,0.000129,0.020062,0.000407,0.000104,0.001545,30.982248,64,0,64,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000209,13.142919,12.782872,0.000194,0.019857,0.019096,0.000165,0.004385,25.970515,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000189,13.185086,12.85071,0.00013,0.034861,0.022268,0.000117,0.003553,26.097428,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.000158,13.438451,12.924129,0.000109,0.020424,0.021174,0.000152,0.003907,26.409043,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.000161,13.282655,12.788886,0.000109,0.019802,0.020641,0.000139,0.004171,26.11707,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000159,13.064496,13.127009,0.000146,0.019279,0.021669,0.000119,0.003808,26.237207,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000167,13.194037,13.16002,0.000136,0.020277,0.020316,0.00014,0.004047,26.399716,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000186,12.988,12.794782,0.000119,0.018911,0.021514,0.000117,0.003407,25.827591,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000171,13.15516,14.248395,0.000112,0.018071,0.020856,0.000134,0.003698,27.447179,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000162,15.499935,13.122275,0.000133,0.020931,0.022461,0.000123,0.003425,28.670009,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000157,13.038803,12.884886,0.000125,0.020293,0.020367,0.000111,0.004159,25.969455,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000146,13.542734,13.19978,0.000111,0.019332,0.039198,0.000145,0.003447,26.80552,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000174,13.263186,12.967271,0.000148,0.019567,0.019505,0.000138,0.003593,26.274162,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000252,17.534239,16.806793,0.000164,0.041392,0.038722,0.000176,0.010324,34.432943,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000226,17.026644,17.274782,0.000135,0.041209,0.039671,0.000282,0.007887,34.39147,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000184,16.972423,16.768417,0.000134,0.038853,0.042626,0.000196,0.008197,33.831585,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000195,17.71369,16.865271,0.000147,0.0386,0.039945,0.000652,0.009173,34.669047,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000161,17.181657,17.322364,0.000125,0.040878,0.043141,0.000173,0.008293,34.597442,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000175,17.125018,16.844497,0.000154,0.039266,0.041582,0.000168,0.009048,34.060458,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000169,17.004803,16.680978,0.000128,0.039282,0.052008,0.000284,0.008147,33.786612,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000198,17.15439,16.637623,0.000145,0.038399,0.040821,0.000271,0.008367,33.880819,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000169,17.119094,18.076692,0.000126,0.040247,0.042293,0.000389,0.00868,35.288254,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000137,17.085474,16.771575,0.000126,0.039576,0.040903,0.000219,0.008508,33.947314,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000181,17.07749,17.43826,0.000135,0.040229,0.041842,0.000279,0.008057,34.607005,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000172,17.467937,16.736435,0.000125,0.038227,0.042474,0.00028,0.008838,34.295189,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000195,15.35268,13.904591,0.00018,0.042938,0.03996,0.000392,0.011112,29.353693,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000187,14.093977,13.822048,0.000166,0.041302,0.040627,0.000199,0.012331,28.011595,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000178,14.054529,13.757925,0.000187,0.040252,0.041996,0.000289,0.011383,27.908235,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000174,14.115799,13.83145,0.000166,0.041981,0.040603,0.000265,0.011735,28.043034,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000175,14.125666,13.900643,0.000195,0.039414,0.04066,0.000297,0.01327,28.121046,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000181,14.10129,13.740982,0.000174,0.041052,0.057777,0.000289,0.011356,27.953869,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000179,14.045224,13.793843,0.000187,0.041089,0.040742,0.000261,0.013513,27.93567,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000177,14.090322,13.834029,0.000173,0.040454,0.043061,0.000768,0.013715,28.023898,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000206,14.074631,17.837036,0.000272,0.057805,0.0398,0.000244,0.011828,32.022413,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000211,14.023699,13.879634,0.000165,0.040119,0.041086,0.000266,0.011976,27.999317,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000196,14.09781,13.861129,0.000166,0.039483,0.041056,0.000222,0.011492,28.052158,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000153,14.008784,13.733519,0.000168,0.042553,0.055641,0.000227,0.012092,27.854618,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.003844,26.547433,26.210544,0.000526,0.042522,0.044538,0.000317,0.020892,52.871481,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.004221,26.480849,26.030501,0.000273,0.041885,0.043598,0.000407,0.020446,52.622846,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.003743,26.191457,25.931974,0.000227,0.046768,0.044571,0.000375,0.021499,52.242112,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.003779,28.677923,26.231137,0.000371,0.04435,0.044206,0.000326,0.020782,55.024365,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.003799,27.091839,25.878838,0.000274,0.046198,0.045255,0.000319,0.021091,53.088414,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.003909,26.191079,25.86519,0.000366,0.045703,0.048067,0.000413,0.019809,52.175136,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.003779,26.13032,25.984016,0.000345,0.046418,0.042224,0.000323,0.021338,52.231638,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.003757,26.421573,25.93835,0.000275,0.041349,0.044941,0.000324,0.020281,52.471424,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.004093,26.495819,26.255936,0.000239,0.043342,0.060752,0.000345,0.020866,52.882964,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.003783,26.579934,26.095524,0.000413,0.046206,0.045457,0.000336,0.021798,52.794418,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.003822,26.475862,26.177272,0.000349,0.043695,0.046553,0.000341,0.020708,52.769251,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.003867,26.363395,26.135572,0.00026,0.043237,0.04143,0.000316,0.020421,52.609454,1024,0,1024,0,0
