; "SupportedThreads",64,"UsedThreads",32,"TotalMemory",274185846784,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600168228,"CurrentTimeLocal","Tue Sep 15 13:10:28 2020","Hostname","juawei-a22","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.00042
; "Time_ContextDestroy [ms]", 0.00042
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,3,4,"Success",0.0012,0.820004,0.821444,0.00124,0.01014,0.00906,0.00092,0.00244,1.669888,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,4,4,"Success",0.00122,0.816184,0.819345,0.00122,0.01016,0.00912,0.00094,0.00236,1.663989,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,5,4,"Success",0.00116,0.819424,0.838004,0.0013,0.01032,0.0092,0.00094,0.0025,1.686328,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,6,4,"Success",0.00124,0.818524,0.820584,0.00126,0.01032,0.00908,0.00094,0.00244,1.667748,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,7,4,"Success",0.00116,0.815004,0.818184,0.00128,0.0102,0.009121,0.00092,0.00242,1.661729,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,8,4,"Success",0.00122,0.817464,0.820504,0.00124,0.0101,0.00904,0.00094,0.00248,1.666388,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,9,4,"Success",0.00116,0.819164,0.819565,0.00124,0.0101,0.00904,0.00092,0.00242,1.667049,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,10,4,"Success",0.0012,0.820144,0.816604,0.00124,0.01016,0.0091,0.00092,0.00238,1.665128,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,11,4,"Success",0.00118,0.825225,0.838944,0.00126,0.01032,0.00912,0.00094,0.00252,1.692969,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,12,4,"Success",0.00122,0.823204,0.819524,0.00126,0.010281,0.00912,0.00092,0.00238,1.671389,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,13,4,"Success",0.0012,0.822064,0.820164,0.0012,0.01012,0.00912,0.00092,0.00238,1.670568,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,14,4,"Success",0.00112,0.822725,0.819424,0.00126,0.01024,0.0091,0.00092,0.0024,1.670689,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,15,4,"Success",0.00122,0.819404,0.821184,0.00126,0.0101,0.00912,0.00092,0.00252,1.669208,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,16,4,"Success",0.00116,0.818224,0.819044,0.00126,0.01,0.00914,0.00094,0.00236,1.665548,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,17,4,"Success",0.00116,0.832884,0.827605,0.0013,0.0104,0.0092,0.00092,0.00258,1.689489,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,18,4,"Success",0.00116,0.817384,0.817784,0.00128,0.0102,0.00912,0.00094,0.00248,1.663788,8000,0,8000,1.0966490411e-16,0
"Fftw_ARMPL","Inplace","Complex","double",1,"radix357",500,0,0,19,4,"Success",0.00118,0.813725,0.821064,0.00128,0.01018,0.00918,0.00092,0.00248,1.663449,8000,0,8000,1.0966490411e-16,0
