; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16714620928,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534969249,"CurrentTimeLocal","Wed Aug 22 23:20:49 2018","Hostname","mikihir","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000147
; "Time_ContextDestroy [ms]", 6.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","double",1,"radix357",81,0,0,8,20,"Success",0.007191,3.548974,3.31817,0.000169,0.00062,0.000518,0.000113,0.00086,6.877092,2592,0,1296,6.0819715696e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",81,0,0,9,20,"Success",0.005904,3.542406,3.35225,0.000164,0.000582,0.000503,0.00012,0.000859,6.903252,2592,0,1296,6.0819715696e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",81,0,0,10,20,"Success",0.005912,3.515458,3.388445,0.00017,0.000606,0.000521,0.000129,0.000918,6.912632,2592,0,1296,6.0819715696e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",81,0,0,11,20,"Success",0.005811,3.548627,3.334818,0.000168,0.000602,0.00051,0.000141,0.000921,6.892067,2592,0,1296,6.0819715696e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,0,30,"Warmup",0.000284,2.748692,2.492392,0.000224,0.001015,0.000816,0.000172,0.001092,5.245157,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,1,30,"Warmup",0.006029,2.712165,2.503729,0.000209,0.001029,0.000774,0.00017,0.00104,5.22564,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,2,30,"Success",0.005861,2.786815,2.504249,0.000201,0.001008,0.000964,0.000183,0.00121,5.30096,4000,0,2000,5.9132080134e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,3,30,"Success",0.006038,2.691011,2.566627,0.000201,0.00102,0.000876,0.000166,0.00115,5.267574,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,4,30,"Success",0.005955,2.734137,2.525734,0.000218,0.001048,0.000925,0.000166,0.001185,5.269842,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,5,30,"Success",0.00653,2.755066,2.511242,0.00018,0.001013,0.000872,0.00016,0.001138,5.276675,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,6,30,"Success",0.005831,2.72735,2.567618,0.0002,0.001043,0.00087,0.000165,0.001066,5.304625,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,7,30,"Success",0.005913,2.717304,2.489398,0.000205,0.001048,0.000859,0.00017,0.001049,5.216425,4000,0,2000,5.9661041783e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,8,30,"Success",0.005929,2.776627,2.486713,0.000205,0.001039,0.000853,0.000164,0.001087,5.273085,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,9,30,"Success",0.005789,2.758251,2.523955,0.000181,0.001,0.000774,0.000164,0.001057,5.291633,4000,0,2000,5.9047259215e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,10,30,"Success",0.006046,2.68137,2.540331,0.000206,0.001028,0.00091,0.000156,0.001061,5.231574,4000,0,2000,5.0743904881e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",125,0,0,11,30,"Success",0.005999,2.720144,2.445304,0.000193,0.000994,0.000849,0.000169,0.001082,5.175203,4000,0,2000,5.9661041783e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,0,21,"Warmup",0.00032,4.89113,4.584157,0.000326,0.002098,0.001907,0.000214,0.001397,9.482014,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,1,21,"Warmup",0.006037,4.852008,4.567195,0.000293,0.001955,0.001837,0.00021,0.001337,9.431328,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,2,21,"Success",0.005875,4.862073,4.611404,0.000303,0.002041,0.001938,0.000219,0.001344,9.485673,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,3,21,"Success",0.005975,4.819833,4.608289,0.00028,0.001997,0.001863,0.000216,0.001339,9.440255,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,4,21,"Success",0.005939,4.874256,4.601071,0.000297,0.002001,0.001902,0.000212,0.001333,9.487478,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,5,21,"Success",0.005992,4.832382,4.536579,0.000291,0.002038,0.00189,0.000225,0.001315,9.381176,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,6,21,"Success",0.005748,4.854171,4.530366,0.000299,0.002057,0.001888,0.000223,0.001326,9.396551,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,7,21,"Success",0.005941,4.886606,4.5786,0.000301,0.002007,0.001819,0.000219,0.001361,9.477352,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,8,21,"Success",0.005898,4.952206,4.686202,0.000296,0.002014,0.001894,0.000221,0.001294,9.650511,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,9,21,"Success",0.005852,4.814835,4.587894,0.000303,0.001936,0.001846,0.000227,0.00128,9.41465,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,10,21,"Success",0.005735,4.849025,4.550706,0.000309,0.001966,0.001913,0.000213,0.001346,9.411688,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",243,0,0,11,21,"Success",0.005917,4.892363,4.54691,0.000297,0.001999,0.001915,0.000222,0.00128,9.451382,7776,0,3888,8.6583697786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,0,37,"Warmup",0.000399,1.586995,1.401419,0.000391,0.002815,0.002747,0.000295,0.001364,2.996879,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,1,37,"Warmup",0.006039,1.564966,1.427076,0.000368,0.002819,0.002662,0.00029,0.00122,3.005893,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,2,37,"Success",0.005997,1.51275,1.394022,0.000373,0.002967,0.002805,0.000309,0.00124,2.920926,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,3,37,"Success",0.00612,1.512217,1.378724,0.000356,0.00286,0.002644,0.000286,0.001253,2.904918,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,4,37,"Success",0.005951,1.528478,1.410709,0.000373,0.002855,0.002743,0.000296,0.001285,2.953149,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,5,37,"Success",0.006098,1.526544,1.430885,0.000369,0.002882,0.00275,0.000317,0.001292,2.971599,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,6,37,"Success",0.006151,1.495915,1.408099,0.000372,0.00288,0.002754,0.000305,0.001267,2.918204,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,7,37,"Success",0.006046,1.536498,1.374774,0.000371,0.002789,0.002679,0.000297,0.001261,2.925172,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,8,37,"Success",0.006027,1.522821,1.445226,0.000379,0.00281,0.002671,0.000287,0.0012,2.981878,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,9,37,"Success",0.005936,1.534052,1.408053,0.000364,0.002915,0.002807,0.000302,0.001227,2.956117,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,10,37,"Success",0.006137,1.526813,1.417877,0.000375,0.002883,0.002773,0.000308,0.001252,2.958878,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",343,0,0,11,37,"Success",0.006077,1.521611,1.378449,0.000345,0.002823,0.002677,0.000296,0.001275,2.914008,10976,0,5488,9.3468185828e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,0,31,"Warmup",0.00037,5.873752,5.342793,0.000652,0.005357,0.005208,0.000632,0.001487,11.230751,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,1,31,"Warmup",0.006201,5.815319,5.387567,0.000621,0.005268,0.005175,0.000598,0.001384,11.222664,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,2,31,"Success",0.006059,5.803437,5.395782,0.000642,0.005411,0.005213,0.000618,0.001439,11.219121,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,3,31,"Success",0.006151,5.785165,5.420141,0.000626,0.005333,0.00526,0.000601,0.001332,11.225094,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,4,31,"Success",0.006249,5.836922,5.368539,0.000657,0.005363,0.006965,0.000606,0.001283,11.227094,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,5,31,"Success",0.006018,5.767363,5.451617,0.000649,0.005436,0.005319,0.000607,0.001291,11.238817,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,6,31,"Success",0.006245,5.796256,5.363653,0.000639,0.005361,0.005152,0.000599,0.001521,11.179912,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,7,31,"Success",0.006152,5.740398,5.376843,0.00063,0.00543,0.00523,0.000592,0.00137,11.137159,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,8,31,"Success",0.006197,5.748964,5.361247,0.000668,0.005456,0.005325,0.000617,0.001311,11.130304,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,9,31,"Success",0.006259,5.82083,5.353343,0.000632,0.005376,0.005176,0.000607,0.001534,11.194246,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,10,31,"Success",0.006187,5.784585,5.392026,0.000612,0.005324,0.005139,0.000598,0.001319,11.196286,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",625,0,0,11,31,"Success",0.006078,5.751284,5.30726,0.000646,0.005466,0.005199,0.00062,0.001572,11.078625,20000,0,10000,8.2264348511e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,0,22,"Warmup",0.000325,6.964342,6.611608,0.000723,0.006168,0.006093,0.000672,0.001473,13.591905,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,1,22,"Warmup",0.006034,7.01895,6.64287,0.000717,0.006058,0.006084,0.000645,0.00141,13.683245,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,2,22,"Success",0.00587,7.044515,6.664381,0.000725,0.006277,0.006202,0.000679,0.001474,13.730613,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,3,22,"Success",0.006026,6.95868,6.577118,0.000706,0.006094,0.006126,0.000671,0.001431,13.557333,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,4,22,"Success",0.005872,7.037806,6.590188,0.00072,0.006244,0.006189,0.000679,0.001432,13.649613,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,5,22,"Success",0.006043,7.014665,6.657819,0.000711,0.006081,0.006112,0.000655,0.001401,13.693972,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,6,22,"Success",0.005897,7.018257,6.533372,0.000721,0.006176,0.006108,0.000654,0.001438,13.57311,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,7,22,"Success",0.00591,6.993452,6.674041,0.000723,0.006261,0.006198,0.000678,0.001469,13.68922,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,8,22,"Success",0.005991,6.962574,6.623527,0.000733,0.006246,0.006209,0.000672,0.001499,13.607948,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,9,22,"Success",0.006034,7.03944,6.671315,0.000729,0.006228,0.006229,0.000678,0.001432,13.73258,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,10,22,"Success",0.006061,7.069576,6.706841,0.000705,0.00617,0.006133,0.000669,0.001483,13.798141,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,11,22,"Success",0.005897,7.058802,6.732693,0.000727,0.006287,0.006222,0.000675,0.001502,13.813294,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,0,23,"Warmup",0.000354,13.014217,12.372679,0.001969,0.023169,0.023143,0.001892,0.001886,25.439839,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,1,23,"Warmup",0.006221,12.818652,12.36728,0.001903,0.02255,0.022654,0.00181,0.001915,25.243479,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,2,23,"Success",0.005906,12.760368,12.332507,0.00194,0.023271,0.023315,0.001866,0.001906,25.15159,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,3,23,"Success",0.006298,12.838396,12.501772,0.001935,0.023376,0.023309,0.001859,0.001997,25.399435,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,4,23,"Success",0.006175,12.819445,12.245264,0.001913,0.022663,0.022699,0.001834,0.001917,25.122416,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,5,23,"Success",0.006048,12.810529,12.387086,0.0019,0.022536,0.023093,0.001804,0.001934,25.255422,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,6,23,"Success",0.005894,12.776964,12.299597,0.001911,0.030228,0.023228,0.001863,0.001869,25.142051,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,7,23,"Success",0.006181,12.665711,12.224559,0.001953,0.023149,0.023274,0.001862,0.001937,24.949124,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,8,23,"Success",0.006077,12.811626,12.298053,0.001892,0.022587,0.022798,0.001814,0.001883,25.167227,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,9,23,"Success",0.006085,12.781408,12.40079,0.00191,0.022478,0.022997,0.001806,0.001935,25.239897,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,10,23,"Success",0.00597,12.824897,12.41399,0.001958,0.022957,0.023291,0.001872,0.001922,25.297384,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,11,23,"Success",0.006179,12.822611,12.453013,0.001955,0.023141,0.023267,0.001844,0.001823,25.33434,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,0,38,"Warmup",0.000326,3.652006,3.391489,0.002109,0.027679,0.026724,0.002048,0.002532,7.105413,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,1,38,"Warmup",0.006237,3.661071,3.342384,0.00206,0.027407,0.026923,0.002064,0.002362,7.070998,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,2,38,"Success",0.006221,3.634508,3.313783,0.002042,0.026822,0.040443,0.002014,0.002289,7.028605,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,3,38,"Success",0.006194,3.571098,3.355814,0.002043,0.02696,0.026003,0.001995,0.00238,6.992997,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,4,38,"Success",0.006101,3.651238,3.397422,0.002063,0.027437,0.026677,0.002046,0.002447,7.11593,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,5,38,"Success",0.006218,3.631745,3.403124,0.002088,0.027418,0.026783,0.002059,0.002421,7.10234,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,6,38,"Success",0.006234,3.670668,3.35276,0.002054,0.027529,0.026717,0.002058,0.00231,7.090823,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,7,38,"Success",0.006194,3.642108,3.371023,0.002052,0.026778,0.026043,0.002012,0.002384,7.079074,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,8,38,"Success",0.006125,3.643548,3.358081,0.002089,0.027631,0.026642,0.002068,0.002425,7.069102,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,9,38,"Success",0.006143,3.642755,3.385005,0.002045,0.026755,0.026117,0.001978,0.002371,7.093651,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,10,38,"Success",0.006102,3.649396,3.389937,0.00208,0.027454,0.026832,0.002026,0.002354,7.106677,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,11,38,"Success",0.006242,3.664541,3.389911,0.002078,0.027642,0.026702,0.002068,0.002376,7.122052,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,0,32,"Warmup",0.000339,18.104198,16.988967,0.003126,0.033141,0.031636,0.002601,0.002409,35.166979,100000,0,50000,1.060107038e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,1,32,"Warmup",0.005957,18.019445,17.494797,0.003071,0.032597,0.031909,0.002601,0.002492,35.593422,100000,0,50000,1.0316238888e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,2,32,"Success",0.006016,17.898901,16.963147,0.002997,0.032877,0.033489,0.00264,0.002472,34.943079,100000,0,50000,1.0650315987e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,3,32,"Success",0.006117,17.888219,16.679446,0.002962,0.033129,0.045458,0.002669,0.002217,34.660756,100000,0,50000,1.0600800958e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,4,32,"Success",0.006246,17.37078,17.556329,0.003022,0.032667,0.031421,0.002595,0.002656,35.00626,100000,0,50000,1.0311509991e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,5,32,"Success",0.006056,17.962911,16.816407,0.002997,0.032807,0.03485,0.002633,0.002316,34.861505,100000,0,50000,1.060107038e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,6,32,"Success",0.00609,18.010776,16.987516,0.003148,0.033043,0.032226,0.002663,0.002462,35.07845,100000,0,50000,1.0693715091e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,7,32,"Success",0.006208,17.449098,17.611862,0.002968,0.03393,0.032145,0.002645,0.002609,35.141989,100000,0,50000,1.0412694988e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,8,32,"Success",0.006357,17.957798,16.936542,0.003038,0.032363,0.031333,0.002604,0.002569,34.973132,100000,0,50000,1.0693715091e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,9,32,"Success",0.006102,18.145643,17.074708,0.003127,0.033131,0.03216,0.00265,0.002819,35.300892,100000,0,50000,1.0009068216e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,10,32,"Success",0.0062,18.245129,17.650795,0.003056,0.033422,0.032747,0.002671,0.002473,35.977052,100000,0,50000,1.0575719802e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,11,32,"Success",0.006225,18.170031,17.182355,0.003142,0.033107,0.032399,0.00265,0.002425,35.432881,100000,0,50000,1.0650315987e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,0,24,"Warmup",0.000311,30.422119,29.532519,0.006284,0.074795,0.076362,0.005324,0.00282,60.121046,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,1,24,"Warmup",0.006001,30.062436,29.519246,0.00592,0.07507,0.076317,0.00531,0.002761,59.75357,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,2,24,"Success",0.005944,30.218179,29.777494,0.005892,0.074852,0.076533,0.005316,0.002603,60.167332,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,3,24,"Success",0.006021,30.121207,29.603076,0.006161,0.074845,0.076271,0.005325,0.00267,59.896076,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,4,24,"Success",0.005939,30.026425,29.296667,0.005978,0.074543,0.076433,0.00533,0.002656,59.494482,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,5,24,"Success",0.005938,29.90289,29.256513,0.005838,0.074569,0.076636,0.005309,0.002665,59.330864,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,6,24,"Success",0.005968,29.826451,29.341491,0.005962,0.076338,0.078281,0.005467,0.002695,59.343171,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,7,24,"Success",0.006217,29.919731,29.412116,0.00604,0.076411,0.078584,0.005452,0.002833,59.507892,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,8,24,"Success",0.006062,29.795848,29.36275,0.005998,0.076556,0.078432,0.005454,0.002912,59.334532,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,9,24,"Success",0.006142,29.896731,29.402607,0.007018,0.076638,0.078199,0.005454,0.002793,59.476115,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,10,24,"Success",0.00617,30.30902,29.546401,0.006105,0.074509,0.076576,0.005334,0.002699,60.027341,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,11,24,"Success",0.00607,29.857307,29.328359,0.006104,0.076701,0.078593,0.005455,0.002687,59.361803,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,0,33,"Warmup",0.000319,77.944652,78.795225,0.023785,0.210495,0.194232,0.015678,0.004083,157.189037,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,1,33,"Warmup",0.006542,80.778977,75.96699,0.02245,0.206818,0.198353,0.015391,0.003797,157.19989,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,2,33,"Success",0.006562,80.450302,76.463713,0.022453,0.209635,0.19809,0.015613,0.003943,157.370945,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,3,33,"Success",0.006203,81.122926,76.053602,0.021495,0.200974,0.211084,0.015467,0.003908,157.636265,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,4,33,"Success",0.006464,80.933652,76.61111,0.021951,0.201505,0.216447,0.015793,0.003528,158.011009,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,5,33,"Success",0.006452,81.371096,75.931876,0.022057,0.201578,0.218708,0.015914,0.003765,157.772029,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,6,33,"Success",0.006353,80.277362,75.111624,0.021959,0.201293,0.215259,0.015617,0.003844,155.85389,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,7,33,"Success",0.006518,80.355352,75.693365,0.022322,0.202222,0.192731,0.015019,0.003478,156.491548,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,8,33,"Success",0.006211,80.562097,79.80569,0.023327,0.218806,0.203859,0.017804,0.003768,160.842127,500000,0,250000,9.0534823454e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,9,33,"Success",0.006308,80.884285,77.410108,0.022851,0.211279,0.197847,0.015026,0.003748,158.752024,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,10,33,"Success",0.006335,80.830295,76.564203,0.022832,0.211506,0.198003,0.015165,0.003818,157.852797,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,11,33,"Success",0.006559,81.069738,75.956361,0.022332,0.201785,0.224997,0.015822,0.004016,157.502195,500000,0,250000,9.8888006178e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,0,39,"Warmup",0.000345,20.41696,19.011481,0.019124,0.246218,0.2387,0.014654,0.003381,39.951392,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,1,39,"Warmup",0.006444,20.423632,18.957065,0.018211,0.246389,0.241429,0.014631,0.003242,39.911567,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,2,39,"Success",0.006337,20.323786,19.060181,0.019799,0.248466,0.241052,0.014589,0.003456,39.918175,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,3,39,"Success",0.006517,20.157453,18.829521,0.018802,0.246907,0.239427,0.014678,0.003568,39.517385,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,4,39,"Success",0.00635,20.172437,18.894715,0.018114,0.253281,0.240879,0.014859,0.003522,39.604661,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,5,39,"Success",0.00644,20.098642,18.945106,0.017609,0.241438,0.251983,0.016203,0.009295,39.587217,537824,0,268912,1.1866407415e-16,0
