; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161342,"CurrentTimeLocal","Tue Sep 15 11:15:42 2020","Hostname","taurusml20","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000121
; "Time_ContextDestroy [ms]", 4.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,16,3,"Success",0.016582,0.264301,0.256766,315.315873,273.923761,389.886019,162.496107,20.36727,1162.527484,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,17,3,"Success",0.016672,0.262135,0.254565,315.559374,273.189717,372.171124,162.583008,21.41784,1145.455471,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,18,3,"Success",0.020384,0.262223,0.254364,315.384138,276.312726,479.609619,162.445771,20.606439,1254.896735,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",16384,16384,0,19,3,"Success",0.016458,0.26428,0.255707,315.85404,256.996001,372.288783,162.46245,20.408121,1128.546845,4295229440,0,2147483648,2.7755575667e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,0,4,"Success",0.016089,0.518303,0.498636,1265.592908,1476.474501,1946.859526,649.71429,81.042051,5420.716986,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,1,4,"Success",0.017218,0.437169,0.421618,1259.98786,1467.750212,1920.982615,648.439252,81.524875,5379.561577,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,2,4,"Success",0.016636,0.437035,0.420058,1245.828782,1675.938536,2174.402408,646.654224,81.14516,5824.843644,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,3,4,"Success",0.015629,0.420415,0.402136,1235.657566,1481.985145,1924.848842,647.678545,81.188258,5372.197587,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,4,4,"Success",0.016542,0.437042,0.419554,1259.457433,1477.296332,1924.727791,647.357661,79.045635,5388.759837,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,5,4,"Success",0.015812,0.439019,0.420633,1261.639329,1468.334283,1943.29129,648.229591,78.876041,5401.246759,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,6,4,"Success",0.017502,0.435931,0.41827,1261.45392,1482.775148,1927.999561,648.72323,78.991674,5400.816144,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,7,4,"Success",0.015466,0.437284,0.419425,1260.028997,1477.522853,1925.823935,649.755116,79.119847,5393.123699,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,8,4,"Success",0.017349,0.436527,0.420145,1261.457886,1474.961615,1926.997971,647.448423,82.535918,5394.276894,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,9,4,"Success",0.015842,0.429906,0.41235,1255.174423,1713.178843,2176.056498,647.385358,82.910978,5875.564917,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,10,4,"Success",0.035423,0.438101,0.419938,1259.337095,1479.245279,1947.4451,648.448109,81.349691,5416.719586,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,11,4,"Success",0.01646,0.436823,0.419587,1261.157416,1475.742205,1944.740641,648.32549,78.931752,5409.771222,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,12,4,"Success",0.016263,0.437215,0.418659,1259.868824,1475.090315,1922.611137,648.199033,78.74734,5385.389714,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,13,4,"Success",0.017136,0.440632,0.420979,1261.703751,1479.717225,1931.271803,649.297858,78.90863,5401.778793,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,14,4,"Success",0.016876,0.435543,0.419522,1261.755042,1481.311342,1929.050397,649.228738,78.926714,5401.144955,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,15,4,"Success",0.015978,0.421278,0.404425,1243.786111,1484.265918,1926.29166,648.330526,79.05824,5382.574815,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,16,4,"Success",0.024427,0.421161,0.4027,1249.624329,1738.538663,2075.360853,647.546851,83.063384,5794.983616,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,17,4,"Success",0.016646,0.437779,0.419876,1259.755792,1465.004391,1923.512871,648.952033,83.745098,5381.845322,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,18,4,"Success",0.017342,0.439625,0.420372,1259.709077,1530.650015,1989.045586,648.05405,81.172538,5509.509317,17180393472,0,8589934592,2.7755575629e-17,0
"Fftw_ESSL","Outplace","Real","double",2,"powerof2",32768,32768,0,19,4,"Success",0.016622,0.440176,0.420993,1260.554669,1480.012873,2043.981228,648.24408,79.005656,5512.677019,17180393472,0,8589934592,2.7755575629e-17,0
