; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503754536,"CurrentTimeLocal","Sat Aug 26 15:35:36 2017","Hostname","taurusi5257","gearshifft","0.3.0"
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000425,9.4455,9.198322,0.000259,0.012122,0.012687,0.00021,0.007479,18.678813,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.000427,9.438892,9.224871,0.000243,0.012219,0.012122,0.000172,0.004966,18.695593,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.000459,9.424399,9.27214,0.000327,0.01276,0.01269,0.000196,0.006277,18.730995,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000375,9.438932,9.278978,0.000343,0.012056,0.011912,0.000189,0.006349,18.750917,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000445,9.468911,9.296857,0.000253,0.011922,0.013088,0.00019,0.00623,18.799757,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000441,9.346955,9.272277,0.000254,0.011839,0.012944,0.000189,0.006012,18.652875,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000427,9.345973,9.282143,0.000237,0.011836,0.013756,0.000191,0.006313,18.662841,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000437,9.341398,9.291255,0.000263,0.01269,0.012212,0.00018,0.009686,18.669875,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000409,9.349138,9.331586,0.000261,0.01129,0.013606,0.00018,0.006412,18.714888,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000439,9.32243,9.288346,0.000268,0.011802,0.014215,0.000184,0.006459,18.646334,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000421,9.330872,9.317704,0.000273,0.012431,0.014734,0.00019,0.007331,18.685871,128,0,128,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000409,13.540067,13.456615,0.00027,0.028234,0.029312,0.000451,0.011591,27.068772,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000393,13.321894,13.422865,0.000285,0.02893,0.029657,0.000311,0.012353,26.818615,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000405,13.273297,13.428575,0.000279,0.029984,0.026766,0.000531,0.012716,26.774463,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000425,13.352146,13.430518,0.000269,0.027731,0.030527,0.000315,0.012278,26.856352,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000401,13.344001,13.442489,0.000262,0.028953,0.029699,0.000325,0.012425,26.860409,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000447,13.322727,13.440098,0.000282,0.027371,0.027867,0.000307,0.015789,26.83689,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000472,13.300777,13.410895,0.000283,0.032005,0.029794,0.000299,0.013137,26.789486,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000537,13.319301,13.458855,0.000275,0.029238,0.028041,0.000296,0.01401,26.852384,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000465,13.307297,13.486154,0.000278,0.028755,0.029306,0.000318,0.012888,26.86749,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000413,13.337195,13.401392,0.000287,0.029721,0.029088,0.00032,0.015095,26.81546,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000443,13.315955,13.416003,0.000244,0.028031,0.028165,0.000289,0.013375,26.804347,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000413,13.35165,13.45814,0.000254,0.028004,0.027982,0.000319,0.013532,26.882183,256,0,256,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000429,8.228462,8.241906,0.000337,0.029448,0.027121,0.000473,0.01473,16.544768,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000363,8.260511,8.195202,0.000339,0.026674,0.028621,0.000363,0.016243,16.530219,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000469,8.237752,8.139796,0.000329,0.028572,0.026821,0.000451,0.015921,16.452137,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000443,8.240597,8.18923,0.000321,0.026775,0.023637,0.000389,0.013438,16.496656,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000409,8.247501,8.263114,0.000413,0.0275,0.02574,0.000364,0.014822,16.581734,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000383,8.166706,8.224294,0.000351,0.028065,0.026434,0.000323,0.015759,16.464566,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000373,8.214539,8.193256,0.000348,0.027381,0.025235,0.000353,0.019124,16.482546,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000433,8.252326,8.19993,0.00032,0.029539,0.026809,0.000351,0.015789,16.527552,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000427,8.255115,8.139221,0.000323,0.026169,0.029348,0.000487,0.016233,16.469134,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000343,8.256744,8.233865,0.004003,0.028137,0.026032,0.000363,0.014765,16.566097,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000413,8.193057,8.239342,0.000315,0.026256,0.027023,0.000407,0.015626,16.504517,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000421,8.161011,8.234628,0.000315,0.027537,0.026791,0.000403,0.016031,16.469028,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000553,13.749419,13.828515,0.000391,0.031409,0.029408,0.00082,0.025009,27.667326,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000641,13.734756,13.417087,0.000563,0.034889,0.031465,0.000808,0.026598,27.24859,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000551,13.860308,13.775204,0.000353,0.034081,0.030479,0.000715,0.024292,27.727845,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.00069,13.719736,13.731252,0.000341,0.03246,0.030595,0.000491,0.022727,27.540172,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.000646,13.770785,13.638865,0.000439,0.031437,0.032001,0.000489,0.038311,27.514782,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000603,13.757656,13.764837,0.000391,0.031381,0.030445,0.000582,0.025746,27.613532,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000631,13.761095,13.69436,0.000395,0.033659,0.029104,0.000637,0.020336,27.542051,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000577,14.005907,13.705172,0.000373,0.031363,0.034017,0.000487,0.026905,27.806616,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000603,13.925743,13.796808,0.000419,0.032003,0.030517,0.000633,0.02252,27.810973,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000605,13.782167,13.715954,0.000361,0.035443,0.028569,0.00067,0.026377,27.592041,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.000543,13.750055,13.765042,0.000383,0.033666,0.029579,0.000635,0.024747,27.606593,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000652,13.676529,13.715246,0.000405,0.0328,0.029675,0.000466,0.024002,27.481635,1024,0,1024,0,0
