; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503504623,"CurrentTimeLocal","Wed Aug 23 18:10:23 2017","Hostname","taurusi5449","gearshifft","0.3.0"
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,6,53,"Success",0.000657,36.059836,36.934462,0.010757,0.22716,0.158081,0.011194,0.139037,73.543207,54872,0,54872,5.8632070274e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,7,53,"Success",0.000659,36.065199,36.156516,0.010101,0.23486,0.162428,0.011745,0.131338,72.774535,54872,0,54872,5.8632070274e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,8,53,"Success",0.000599,36.117975,36.621788,0.01283,0.222834,0.153068,0.011841,0.13671,73.2795,54872,0,54872,5.8632070274e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,9,53,"Success",0.000693,36.118702,36.182779,0.00968,0.218891,0.146112,0.011148,0.133499,72.823393,54872,0,54872,5.8632070274e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,10,53,"Success",0.000617,36.111048,36.307341,0.010962,0.245527,0.181053,0.011333,0.133971,73.003661,54872,0,54872,5.8632070274e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",6859,0,0,11,53,"Success",0.000657,36.253536,36.202634,0.009674,0.217367,0.152319,0.011504,0.139408,72.988989,54872,0,54872,5.8632070274e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,0,54,"Warmup",0.00055,54.225872,52.471458,0.237115,3.080249,2.628639,0.160848,0.259485,113.066623,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,1,54,"Warmup",0.000509,54.043295,52.475651,0.194937,3.189782,2.709359,0.15997,0.254852,113.030553,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,2,54,"Success",0.000553,54.042703,52.435934,0.193943,3.091102,2.760602,0.161129,0.258148,112.946281,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,3,54,"Success",0.000524,54.245039,52.453741,0.186307,3.134599,2.718418,0.161084,0.259568,113.161699,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,4,54,"Success",0.000637,53.996333,52.43051,0.185066,3.073036,2.765691,0.160768,0.257356,112.871472,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,5,54,"Success",0.000532,54.013696,52.458623,0.1944,3.170376,2.645873,0.16029,0.258423,112.904429,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,6,54,"Success",0.000541,54.030297,52.406462,0.19274,3.055712,2.763581,0.159876,0.257116,112.868433,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,7,54,"Success",0.000585,53.981465,52.423524,0.198177,3.233882,2.821512,0.161652,0.258668,113.081593,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,8,54,"Success",0.000555,54.038398,52.435207,0.193857,3.165447,2.677628,0.168181,0.258776,112.940288,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,9,54,"Success",0.000533,54.019334,52.458945,0.197583,3.247179,2.778004,0.160681,0.25313,113.11767,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,10,54,"Success",0.000571,54.009371,52.405803,0.188109,3.021741,2.671799,0.160583,0.258583,112.718783,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",130321,0,0,11,54,"Success",0.000571,54.29134,52.465464,0.185776,3.178534,2.74292,0.164183,0.252878,113.284013,1042568,0,1042568,6.9523670024e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,0,55,"Warmup",0.000908,116.710227,79.79929,3.466018,14.537951,13.817651,3.207516,0.176326,231.717956,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,1,55,"Warmup",0.001002,106.677158,79.795958,3.504425,14.517197,13.822087,3.231632,0.177106,221.731099,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,2,55,"Success",0.001006,107.505327,79.801271,3.50483,14.506071,13.815347,3.219261,0.186322,222.541964,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,3,55,"Success",0.001086,106.708282,79.795721,3.41613,14.501256,13.820033,3.226337,0.178118,221.64922,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,4,55,"Success",0.001089,106.722159,79.775851,3.522166,14.484831,13.816513,3.21453,0.178179,221.718701,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,5,55,"Success",0.000989,106.674102,79.828869,3.455205,14.603604,13.825015,3.21074,0.181145,221.782519,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,6,55,"Success",0.001291,107.73431,79.843595,3.530911,14.535337,13.902242,3.234808,0.183814,222.968624,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,7,55,"Success",0.001183,106.75888,80.513126,3.513068,14.547845,13.822835,3.23107,0.182153,222.572788,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,8,55,"Success",0.001209,106.797861,79.741073,3.516425,14.482366,13.827294,3.215203,0.179746,221.76471,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,9,55,"Success",0.000958,106.766004,79.778078,3.524983,14.495416,13.830991,3.222376,0.177571,221.799181,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,10,55,"Success",0.000977,106.792719,79.821125,3.410863,14.486515,13.821686,3.215963,0.179463,221.731787,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"oddshape",2476099,0,0,11,55,"Success",0.001093,106.804014,80.064735,3.510296,14.510287,13.822456,3.216634,0.182793,222.115868,19808792,0,19808792,9.3557795176e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,0,0,"Warmup",0.000363,0.024225,0.017627,0.000175,0.000309,0.000199,0.000134,0.000568,0.044888,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,1,0,"Warmup",0.000328,0.025559,0.017985,0.00017,0.000325,0.000197,0.000132,0.000599,0.046544,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,2,0,"Success",0.000363,0.024206,0.017528,0.000176,0.000311,0.000201,0.000137,0.000587,0.0448,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,3,0,"Success",0.000331,0.025712,0.018004,0.000158,0.000327,0.000191,0.000124,0.000603,0.046684,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,4,0,"Success",0.000363,0.024391,0.017495,0.000197,0.000311,0.000196,0.000132,0.00065,0.045047,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,5,0,"Success",0.000336,0.025675,0.017865,0.000172,0.000303,0.000205,0.000124,0.000565,0.04653,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,6,0,"Success",0.000363,0.024391,0.017551,0.000175,0.000313,0.000206,0.00012,0.000588,0.045007,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,7,0,"Success",0.000338,0.025647,0.017819,0.000172,0.000339,0.000193,0.000122,0.000591,0.046496,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,8,0,"Success",0.000344,0.024058,0.017605,0.000173,0.000305,0.000207,0.000132,0.000664,0.044844,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,9,0,"Success",0.000344,0.025024,0.017822,0.000152,0.000294,0.000192,0.000135,0.000587,0.045809,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,10,0,"Success",0.000341,0.023994,0.017525,0.000171,0.000311,0.000199,0.000132,0.00056,0.044507,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4,0,0,11,0,"Success",0.0003,0.024472,0.018054,0.000171,0.000319,0.000194,0.000134,0.000586,0.045494,32,0,32,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,0,1,"Warmup",0.000387,0.032919,0.023477,0.000237,0.000553,0.000296,0.000172,0.000827,0.060168,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,1,1,"Warmup",0.000331,0.029142,0.022543,0.00018,0.000409,0.000194,0.000126,0.000608,0.054802,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,2,1,"Success",0.000254,0.029759,0.022609,0.000156,0.00034,0.000256,0.000132,0.000628,0.055341,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,3,1,"Success",0.000329,0.02825,0.022196,0.000178,0.000375,0.000176,0.000132,0.000572,0.053531,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,4,1,"Success",0.000319,0.028825,0.022433,0.000188,0.000411,0.000204,0.000132,0.000622,0.054382,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,5,1,"Success",0.000275,0.028047,0.021969,0.000152,0.000351,0.000212,0.000118,0.00064,0.053013,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,6,1,"Success",0.000293,0.028491,0.02216,0.000182,0.000366,0.000222,0.00013,0.000581,0.053711,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,7,1,"Success",0.00029,0.028646,0.02257,0.000139,0.000275,0.00022,0.000128,0.000642,0.05419,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,8,1,"Success",0.000244,0.028313,0.021937,0.000154,0.000332,0.000212,0.000134,0.000608,0.053156,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,9,1,"Success",0.000288,0.029139,0.022047,0.000153,0.000381,0.000215,0.00014,0.000641,0.054192,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,10,1,"Success",0.000266,0.028229,0.022175,0.00018,0.000325,0.000223,0.000132,0.000593,0.053428,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8,0,0,11,1,"Success",0.000309,0.028765,0.022111,0.000179,0.000355,0.000225,0.000116,0.000613,0.053909,64,0,64,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,0,2,"Warmup",0.000379,0.038026,0.028237,0.00022,0.000523,0.00251,0.000217,0.001125,0.072555,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,1,2,"Warmup",0.000369,0.034175,0.027049,0.000181,0.000445,0.000313,0.000144,0.00085,0.064827,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,2,2,"Success",0.000321,0.034033,0.027017,0.000179,0.000407,0.000325,0.000133,0.000808,0.064472,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,3,2,"Success",0.000287,0.033432,0.026971,0.000177,0.000377,0.000321,0.000157,0.000746,0.0637,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,4,2,"Success",0.000338,0.034073,0.026863,0.000158,0.000413,0.000307,0.000144,0.000832,0.064314,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,5,2,"Success",0.000259,0.033161,0.026914,0.000178,0.000375,0.000302,0.00013,0.000776,0.063369,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,6,2,"Success",0.0003,0.033363,0.026718,0.000162,0.000401,0.000309,0.000132,0.000775,0.063374,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,7,2,"Success",0.000291,0.032793,0.026766,0.00016,0.000367,0.000309,0.000131,0.000776,0.062858,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,8,2,"Success",0.000267,0.032923,0.032116,0.000178,0.000354,0.000302,0.000134,0.000762,0.068329,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,9,2,"Success",0.000307,0.033103,0.026874,0.000179,0.000353,0.000311,0.000133,0.000744,0.063259,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,10,2,"Success",0.000293,0.032766,0.026873,0.000159,0.000357,0.000303,0.00013,0.000709,0.062871,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16,0,0,11,2,"Success",0.000309,0.032975,0.026822,0.000158,0.000365,0.000306,0.00013,0.000766,0.063085,128,0,128,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,0,3,"Warmup",0.000363,0.043591,0.03357,0.000235,0.000746,0.000632,0.000194,0.00113,0.081793,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,1,3,"Warmup",0.000304,0.03973,0.031928,0.000187,0.000697,0.000547,0.000151,0.000844,0.075636,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,2,3,"Success",0.00032,0.039219,0.032043,0.000164,0.000525,0.000455,0.000147,0.000802,0.074904,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,3,3,"Success",0.000276,0.045244,0.032321,0.000184,0.000646,0.000563,0.000168,0.000782,0.081502,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,4,3,"Success",0.000243,0.039027,0.031548,0.000168,0.000507,0.000455,0.000145,0.000734,0.074104,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,5,3,"Success",0.000271,0.038548,0.037945,0.000167,0.000605,0.000589,0.000163,0.000776,0.080367,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,6,3,"Success",0.000319,0.039268,0.031656,0.00017,0.000565,0.000449,0.000163,0.000746,0.074605,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,7,3,"Success",0.000251,0.038991,0.031832,0.000195,0.000519,0.000463,0.004934,0.000892,0.079351,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,8,3,"Success",0.00032,0.038962,0.031826,0.000146,0.000559,0.000555,0.000162,0.000664,0.074455,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,9,3,"Success",0.000252,0.038768,0.031684,0.000171,0.000555,0.000457,0.000156,0.000696,0.07396,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,10,3,"Success",0.000318,0.039135,0.031742,0.000175,0.000597,0.000567,0.000147,0.000786,0.074846,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32,0,0,11,3,"Success",0.000255,0.038746,0.031742,0.00017,0.000571,0.000465,0.00015,0.000698,0.074054,256,0,256,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000385,1.278073,1.224915,0.00032,0.003855,0.002291,0.000268,0.005603,2.517164,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000445,1.265852,1.228747,0.000269,0.001177,0.000998,0.000212,0.001281,2.500393,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.000387,1.27997,1.220708,0.000313,0.001159,0.001038,0.000198,0.001215,2.506383,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",0.000387,1.255913,1.22708,0.000247,0.001157,0.001129,0.000227,0.001157,2.488685,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.000441,1.256862,1.225875,0.00026,0.001056,0.001077,0.000191,0.001195,2.48837,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",0.000487,1.247737,1.218327,0.000287,0.001112,0.001052,0.00021,0.001095,2.471695,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",0.000483,1.273165,1.216615,0.000238,0.001036,0.001017,0.000207,0.001215,2.495471,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,7,4,"Success",0.000408,1.257765,1.223704,0.000271,0.001057,0.001075,0.000194,0.001201,2.48719,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,8,4,"Success",0.000425,1.250307,1.215476,0.000273,0.001135,0.00095,0.000207,0.001073,2.471295,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,9,4,"Success",0.000439,1.271446,1.223602,0.000277,0.001127,0.001089,0.000186,0.001074,2.500617,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,10,4,"Success",0.000407,1.257267,1.23246,0.000262,0.001207,0.00104,0.000205,0.001093,2.495403,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,11,4,"Success",0.000413,1.248607,1.218568,0.000254,0.001127,0.001069,0.000197,0.001101,2.472777,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,0,5,"Warmup",0.000441,0.987872,0.943093,0.000335,0.009558,0.005248,0.000315,0.001395,1.94972,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,1,5,"Warmup",0.000473,0.965531,0.936159,0.003994,0.002209,0.001979,0.000252,0.001259,1.913287,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,2,5,"Success",0.000559,0.961654,0.941686,0.000345,0.002243,0.001925,0.000253,0.001223,1.911322,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,3,5,"Success",0.000423,0.965944,0.938749,0.000329,0.002151,0.001966,0.000279,0.001075,1.912351,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,4,5,"Success",0.000455,0.957314,0.943478,0.000379,0.002211,0.001923,0.000297,0.001307,1.908769,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,5,5,"Success",0.000567,0.975873,0.940951,0.000313,0.002049,0.001847,0.00025,0.001187,1.924487,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,6,5,"Success",0.000491,0.958878,0.944086,0.000311,0.002117,0.001896,0.000293,0.001135,1.910633,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,7,5,"Success",0.000491,0.957691,0.938508,0.000327,0.0021,0.001896,0.00029,0.001293,1.904024,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.000635,0.963296,0.941192,0.000315,0.002123,0.001876,0.000269,0.001203,1.91235,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.000489,0.97416,0.941609,0.000339,0.002289,0.001922,0.000299,0.001107,1.923663,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.000484,0.95883,0.942412,0.000331,0.002165,0.001977,0.000255,0.001177,1.909061,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.000499,0.960436,0.946054,0.000342,0.002171,0.001969,0.000259,0.001295,1.914466,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000459,1.849,1.788363,0.0005,9.297795,0.041823,0.001062,0.035096,13.015773,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000568,1.947258,1.870321,0.000459,0.103044,0.040905,0.00082,0.037536,4.002726,2048,0,2048,0,0
