; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503634357,"CurrentTimeLocal","Fri Aug 25 06:12:37 2017","Hostname","taurusi5417","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000236
; "Time_ContextDestroy [ms]", 0.000267
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,7,27,"Success",0.000627,51.586817,50.183427,0.006245,0.047653,0.056092,0.003971,0.171422,102.058092,17504,0,17496,1.281217284e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,8,27,"Success",0.000678,51.045403,51.496479,0.006094,0.046482,0.060106,0.004669,0.150606,102.812315,17504,0,17496,1.1696985452e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,9,27,"Success",0.000551,50.823174,50.828047,0.002799,0.063436,0.053565,0.005338,0.161582,101.940158,17504,0,17496,1.1731827545e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,10,27,"Success",0.000477,50.987498,51.03262,0.005453,0.063588,0.056325,0.003214,0.147259,102.298276,17504,0,17496,1.2239708485e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2187,0,0,11,27,"Success",0.000463,50.496775,50.878118,0.00245,0.057719,0.058657,0.003615,0.164718,101.66428,17504,0,17496,1.1994140113e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,0,46,"Warmup",0.000583,15.899532,14.579411,0.003952,0.062557,0.060828,0.002564,0.147219,30.758348,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,1,46,"Warmup",0.000485,15.871254,14.572236,0.005763,0.059506,0.061017,0.003647,0.150324,30.726004,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,2,46,"Success",0.000413,15.903354,14.644104,0.006308,0.061842,0.05655,0.003739,0.15303,30.83128,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,3,46,"Success",0.000667,15.949063,14.579001,0.005968,0.059537,0.055168,0.004642,0.152805,30.808585,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,4,46,"Success",0.000507,15.914116,14.621909,0.004667,0.064021,0.060635,0.003474,0.156514,30.827605,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,5,46,"Success",0.000531,15.854525,14.669719,0.006447,0.065773,0.07256,0.002989,0.152655,30.826996,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,6,46,"Success",0.000499,15.877077,14.594017,0.003984,0.061038,0.063612,0.002253,0.168938,30.773166,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,7,46,"Success",0.000531,15.916574,14.60259,0.007073,0.061006,0.055679,0.003493,0.151949,30.80049,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,8,46,"Success",0.000433,15.945835,14.660346,0.004993,0.062611,0.057983,0.002925,0.155053,30.892135,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,9,46,"Success",0.000461,15.91078,14.537574,0.004477,0.063572,0.059357,0.002655,0.155185,30.735932,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,10,46,"Success",0.000523,15.819153,14.58119,0.0037,0.06192,0.061052,0.00404,0.153158,30.686499,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",2401,0,0,11,46,"Success",0.000513,15.86452,14.581218,0.004775,0.062884,0.05672,0.004048,0.162809,30.739239,19216,0,19208,1.2726205356e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,0,38,"Warmup",0.0006,61.901224,60.789294,0.003081,0.05079,0.054094,0.002508,0.102276,122.905592,25008,0,25000,1.2970385637e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,1,38,"Warmup",0.000483,61.975071,60.802478,0.003129,0.052187,0.052642,0.002437,0.102013,122.992105,25008,0,25000,1.3160995842e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,2,38,"Success",0.000473,61.539552,61.42867,0.003118,0.056722,0.054529,0.002397,0.113685,123.200743,25008,0,25000,1.3611828426e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,3,38,"Success",0.000658,61.699988,60.705017,0.003151,0.056496,0.04999,0.002582,0.104299,122.623827,25008,0,25000,1.3482198444e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,4,38,"Success",0.000393,61.764455,60.847752,0.002874,0.054868,0.052178,0.002472,0.10055,122.827245,25008,0,25000,1.3915983806e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,5,38,"Success",0.000509,64.701772,61.597471,0.002987,0.057053,0.052973,0.002386,0.099083,126.515946,25008,0,25000,1.3860595455e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,6,38,"Success",0.000655,61.779399,61.579238,0.003226,0.055758,0.051778,0.002437,0.111148,123.585397,25008,0,25000,1.3056287719e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,7,38,"Success",0.000637,61.762906,61.579965,0.003079,0.058897,0.057537,0.002762,0.079952,123.54734,25008,0,25000,1.2901145019e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,8,38,"Success",0.000559,61.609737,61.594932,0.003211,0.052504,0.057056,0.002427,0.108917,123.430934,25008,0,25000,1.2970385637e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,9,38,"Success",0.000602,62.777768,61.63428,0.003328,0.055584,0.055223,0.002933,0.111359,124.64278,25008,0,25000,1.2971108616e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,10,38,"Success",0.000465,61.728925,60.750192,0.003091,0.053396,0.055178,0.002377,0.11249,122.707643,25008,0,25000,1.2901944842e-16,0
"Fftw","Inplace","Real","double",1,"radix357",3125,0,0,11,38,"Success",0.000488,61.855109,60.708822,0.003029,0.054994,0.052097,0.00234,0.102531,122.781027,25008,0,25000,1.3238577574e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,0,28,"Warmup",0.000728,52.261628,53.76448,0.01373,0.084038,0.090082,0.00949,0.180584,106.406394,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,1,28,"Warmup",0.000703,51.80825,53.406127,0.019598,0.082659,0.087329,0.010797,0.185989,105.603137,52496,0,52488,1.2144292943e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,2,28,"Success",0.000581,52.537994,54.395713,0.020359,0.088948,0.091898,0.009631,0.183531,107.330381,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,3,28,"Success",0.000489,52.12551,53.832399,0.018146,0.081496,0.091926,0.01015,0.190413,106.352273,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,4,28,"Success",0.000588,52.636913,53.866369,0.019285,0.083721,0.089747,0.009637,0.202023,106.91017,52496,0,52488,1.41295614e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,5,28,"Success",0.000533,52.079235,53.55769,0.013303,0.082878,0.088179,0.009995,0.183303,106.016882,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,6,28,"Success",0.000583,51.862804,54.377865,0.020217,0.085419,0.094657,0.01128,0.189162,106.643744,52496,0,52488,1.2144292943e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,7,28,"Success",0.000555,52.295017,54.105765,0.016698,0.085186,0.085708,0.009927,0.178907,106.779546,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,8,28,"Success",0.000507,52.36088,54.44816,0.017498,0.11358,0.094664,0.010516,0.195567,107.243218,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,9,28,"Success",0.000586,52.323363,53.94759,0.01098,0.083703,0.085829,0.009753,0.195305,106.658864,52496,0,52488,1.2127132439e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,10,28,"Success",0.000698,52.640628,53.906164,0.019056,0.079346,0.092968,0.009424,0.212495,106.962484,52496,0,52488,1.41295614e-16,0
"Fftw","Inplace","Real","double",1,"radix357",6561,0,0,11,28,"Success",0.000517,52.927315,53.893671,0.019923,0.091445,0.089464,0.009181,0.225526,107.258709,52496,0,52488,1.41295614e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,0,39,"Warmup",0.000786,82.732852,85.625388,0.020361,0.118574,0.131335,0.020463,0.195501,168.84699,125008,0,125000,1.223633759e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,1,39,"Warmup",0.000571,81.559895,86.956375,0.024409,0.120868,0.124766,0.016905,0.180538,168.986024,125008,0,125000,1.4025611234e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,2,39,"Success",0.000722,81.609588,85.249464,0.027277,0.120897,0.134846,0.016949,0.179594,167.341069,125008,0,125000,1.4025611234e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,3,39,"Success",0.000577,81.464319,85.749799,0.027011,0.120683,0.129966,0.020536,0.18582,167.700357,125008,0,125000,1.3091462352e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,4,39,"Success",0.000591,81.510224,85.385584,0.015721,0.120168,0.132633,0.01903,0.178655,167.364371,125008,0,125000,1.3091462352e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,5,39,"Success",0.000696,81.940239,86.411088,0.025967,0.121435,0.127448,0.016747,0.199372,168.844859,125008,0,125000,1.2544145291e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,6,39,"Success",0.000872,81.533166,83.932881,0.014612,0.112416,0.128379,0.01726,0.144641,165.885876,125008,0,125000,1.2771503655e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,7,39,"Success",0.000586,82.148107,85.061045,0.027189,0.11904,0.123201,0.016863,0.20108,167.698744,125008,0,125000,1.2544145291e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,8,39,"Success",0.000705,82.115443,85.369095,0.026951,0.118217,0.128507,0.017857,0.200591,167.979097,125008,0,125000,1.2236625597e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,9,39,"Success",0.000629,82.668351,86.047961,0.027536,0.116546,0.128901,0.016228,0.210403,169.218406,125008,0,125000,1.2544145291e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,10,39,"Success",0.000662,89.046845,84.244722,0.026648,0.116948,0.127815,0.021432,0.197084,173.783819,125008,0,125000,1.2236625597e-16,0
"Fftw","Inplace","Real","double",1,"radix357",15625,0,0,11,39,"Success",0.000537,81.890136,85.176746,0.027404,0.119896,0.127689,0.01778,0.171934,167.533761,125008,0,125000,1.4025611234e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,0,47,"Warmup",0.00069,18.61237,20.374498,0.035401,0.17433,0.208557,0.022977,0.245641,39.676255,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,1,47,"Warmup",0.000637,18.662538,20.511997,0.034371,0.171884,0.2248,0.015947,0.250156,39.874166,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,2,47,"Success",0.000575,18.730973,20.539723,0.038676,0.169527,0.223468,0.021175,0.255044,39.980896,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,3,47,"Success",0.000533,18.658,20.38668,0.035515,0.176493,0.213007,0.017551,0.252654,39.742246,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,4,47,"Success",0.000549,18.696426,20.335949,0.03466,0.17957,0.210389,0.025214,0.250027,39.734549,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,5,47,"Success",0.000643,18.691334,20.530132,0.035452,0.178656,0.200851,0.026169,0.266154,39.931313,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,6,47,"Success",0.000573,18.616723,20.224431,0.033706,0.175406,0.208129,0.017487,0.253865,39.532099,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,7,47,"Success",0.000545,18.740922,20.283507,0.040201,0.174452,0.209682,0.014488,0.251202,39.71697,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,8,47,"Success",0.000546,18.682723,20.498536,0.036128,0.171746,0.208352,0.025553,0.256399,39.881788,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,9,47,"Success",0.00061,18.870955,20.490105,0.039054,0.183533,0.213059,0.025319,0.246119,40.070486,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,10,47,"Success",0.000619,18.691177,20.236508,0.036964,0.183366,0.220028,0.025564,0.25711,39.653149,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",16807,0,0,11,47,"Success",0.000583,18.809573,20.582899,0.05312,0.182118,0.215327,0.025423,0.24402,40.114838,134464,0,134456,1.55664727e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,0,29,"Warmup",0.00085,64.534127,71.724487,0.035659,0.186532,0.194657,0.028681,0.256967,136.963833,157472,0,157464,1.7293819508e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,1,29,"Warmup",0.00075,64.666319,71.631701,0.037016,0.158208,0.209185,0.029084,0.28012,137.014268,157472,0,157464,1.8330532672e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,2,29,"Success",0.000656,64.876425,71.682514,0.035328,0.163289,0.208639,0.029394,0.251281,137.249268,157472,0,157464,1.8330532672e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,3,29,"Success",0.000659,64.828617,71.169467,0.031393,0.154014,0.199739,0.029679,0.268794,136.684231,157472,0,157464,1.8330532672e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,4,29,"Success",0.000689,65.116218,71.53767,0.03527,0.160519,0.2186,0.02782,0.252585,137.351139,157472,0,157464,1.8330532672e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,5,29,"Success",0.00069,65.00054,71.556491,0.035454,0.195894,0.198923,0.024072,0.229917,137.243855,157472,0,157464,1.8330532672e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,6,29,"Success",0.000685,64.68393,71.348633,0.024495,0.191158,0.202533,0.027211,0.266118,136.74659,157472,0,157464,1.7293819508e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,7,29,"Success",0.000632,64.736761,71.873207,0.036637,0.189484,0.210295,0.030022,0.265358,137.344313,157472,0,157464,1.7293819508e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,8,29,"Success",0.00079,64.365849,72.001026,0.033516,0.191688,0.225983,0.028472,0.241043,137.090177,157472,0,157464,1.7293819508e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,9,29,"Success",0.00063,64.836964,72.134824,0.03174,0.156149,0.204728,0.027772,0.256625,137.651267,157472,0,157464,1.8330532672e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,10,29,"Success",0.000638,64.598289,71.847381,0.034528,0.21065,0.207708,0.029144,0.257487,137.18775,157472,0,157464,1.7293819508e-16,0
"Fftw","Inplace","Real","double",1,"radix357",19683,0,0,11,29,"Success",0.000623,64.535868,71.256163,0.033967,0.189354,0.216313,0.029238,0.254362,136.517838,157472,0,157464,1.7293819508e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,0,30,"Warmup",0.00071,117.290351,126.211984,0.069935,0.446124,0.515773,0.07289,0.285849,244.895432,472400,0,472392,1.8504835072e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,1,30,"Warmup",0.000978,116.549532,129.917933,0.091549,0.457122,0.500881,0.073523,0.287948,247.881218,472400,0,472392,1.8247502741e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,2,30,"Success",0.000786,116.437752,129.697088,0.071196,0.417263,0.486855,0.095072,0.271712,247.47934,472400,0,472392,1.8814102365e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,3,30,"Success",0.000682,116.871772,126.013305,0.06769,0.462526,0.527157,0.08261,0.280513,244.307924,472400,0,472392,1.8504835072e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,4,30,"Success",0.000708,116.977178,126.192858,0.067757,0.446543,0.512042,0.070514,0.281567,244.551035,472400,0,472392,1.8247502741e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,5,30,"Success",0.000902,116.569322,125.656017,0.067184,0.44919,0.52349,0.069869,0.293676,243.631563,472400,0,472392,1.8247502741e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,6,30,"Success",0.000723,116.764891,128.575991,0.091022,0.454363,0.521771,0.08344,0.278031,246.772038,472400,0,472392,1.8247502741e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,7,30,"Success",0.000672,116.564113,128.959281,0.099523,0.444364,0.510608,0.07275,0.261655,246.914683,472400,0,472392,1.8504835072e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,8,30,"Success",0.000762,115.853628,129.228326,0.070285,0.46869,0.513924,0.072617,0.265729,246.475659,472400,0,472392,1.8247502741e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,9,30,"Success",0.000838,116.742292,129.653538,0.093674,0.463106,0.516496,0.094418,0.30934,247.875628,472400,0,472392,1.8171237217e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,10,30,"Success",0.00068,116.260017,128.707539,0.101458,0.445543,0.510622,0.074084,0.248472,246.350378,472400,0,472392,1.8863976948e-16,0
"Fftw","Inplace","Real","double",1,"radix357",59049,0,0,11,30,"Success",0.00073,116.638547,129.620539,0.101526,0.445709,0.593195,0.094364,0.275407,247.771877,472400,0,472392,1.8863976948e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,0,40,"Warmup",0.000661,148.783856,165.555626,0.130003,0.503756,0.545351,0.128362,0.236871,315.886368,625008,0,625000,1.3110861895e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,1,40,"Warmup",0.000594,149.786257,165.5997,0.1308,0.489638,0.521672,0.119252,0.256391,316.906231,625008,0,625000,1.3158625744e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,2,40,"Success",0.000724,147.162471,166.89472,0.125394,0.482384,0.539129,0.125724,0.246305,315.578633,625008,0,625000,1.3891709388e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,3,40,"Success",0.000567,148.975188,166.554171,0.109208,0.487683,0.532493,0.122512,0.252012,317.035675,625008,0,625000,1.3107323298e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,4,40,"Success",0.000625,147.926404,166.846873,0.139068,0.495619,0.545726,0.123431,0.252556,316.332089,625008,0,625000,1.2821563263e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,5,40,"Success",0.000707,148.590904,163.038505,0.128451,0.497174,0.529855,0.118787,0.232613,313.138886,625008,0,625000,1.3453847137e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,6,40,"Success",0.000644,148.551859,167.090353,0.135447,0.490625,0.53563,0.129859,0.249675,317.186016,625008,0,625000,1.3230157512e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,7,40,"Success",0.000569,148.614544,165.212948,0.118992,0.502529,0.541365,0.121296,0.22876,315.342875,625008,0,625000,1.3300216283e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,8,40,"Success",0.000796,148.604543,165.899997,0.132751,0.481307,0.524037,0.123568,0.264434,316.033494,625008,0,625000,1.2901105436e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,9,40,"Success",0.000645,148.46243,165.735709,0.13764,0.499564,0.544759,0.125464,0.264949,315.773075,625008,0,625000,1.2996369593e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,10,40,"Success",0.000649,149.298937,166.595851,0.125336,0.495082,0.519088,0.123624,0.253474,317.41399,625008,0,625000,1.3107323298e-16,0
"Fftw","Inplace","Real","double",1,"radix357",78125,0,0,11,40,"Success",0.000812,148.80105,167.086247,0.104307,0.479663,0.501557,0.123519,0.258391,317.357403,625008,0,625000,1.2829002621e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,0,48,"Warmup",0.000766,57.221463,62.453628,0.183851,0.87586,1.102573,0.151927,0.320848,122.313004,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,1,48,"Warmup",0.000574,57.022983,62.020361,0.17358,0.876059,1.1715,0.192792,0.309542,121.769614,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,2,48,"Success",0.000864,56.833997,62.363649,0.1717,0.869752,1.145468,0.187851,0.322485,121.898406,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,3,48,"Success",0.000641,57.233551,61.659031,0.171327,0.873851,1.067207,0.188399,0.327909,121.524126,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,4,48,"Success",0.000653,57.100864,62.339,0.172052,0.870157,1.117689,0.190196,0.306232,122.099065,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,5,48,"Success",0.000559,57.066995,62.063884,0.171377,0.870568,1.082852,0.192403,0.309787,121.760677,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,6,48,"Success",0.000802,57.112535,62.170831,0.170709,0.849528,1.065791,0.190417,0.330365,121.893112,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,7,48,"Success",0.000694,57.105034,62.570972,0.172886,0.868203,1.1064,0.193868,0.314223,122.334658,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,8,48,"Success",0.008895,57.077065,61.713115,0.170729,0.86031,1.080411,0.189096,0.320414,121.422764,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,9,48,"Success",0.000616,57.115845,61.828116,0.180961,0.864724,1.135824,0.196843,0.324791,121.650278,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,10,48,"Success",0.00095,57.054498,61.956701,0.156739,0.847311,1.105624,0.189481,0.31644,121.629769,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",117649,0,0,11,48,"Success",0.000702,57.172318,61.846118,0.176535,0.853223,1.101274,0.189439,0.314133,121.655882,941200,0,941192,1.5967099562e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,0,31,"Warmup",0.000754,272.452937,287.962827,0.233056,1.205918,1.309738,0.299921,0.30484,563.772141,1417184,0,1417176,1.8474522819e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,1,31,"Warmup",0.000756,271.8592,286.537979,0.247447,1.197919,1.265751,0.269631,0.313047,561.693841,1417184,0,1417176,1.8039885043e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,2,31,"Success",0.00063,273.450986,285.870753,0.233662,1.190956,1.267808,0.270361,0.320704,562.608001,1417184,0,1417176,1.8039885043e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,3,31,"Success",0.000854,272.224727,286.043649,0.230909,1.23769,1.403766,0.311348,0.300826,561.755968,1417184,0,1417176,1.8474522819e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,4,31,"Success",0.00086,273.76151,286.08872,0.231459,1.127301,1.325809,0.269519,0.316072,563.127528,1417184,0,1417176,1.8456368002e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,5,31,"Success",0.00056,272.47607,285.741427,0.234118,1.219476,1.276864,0.267895,0.309785,561.528525,1417184,0,1417176,1.8474522819e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,6,31,"Success",0.00078,272.195402,285.997761,0.241113,1.214907,1.451711,0.313492,0.304412,561.721672,1417184,0,1417176,1.8474522819e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,7,31,"Success",0.000722,272.125097,306.270365,0.244611,1.254473,1.251655,0.282057,0.313085,581.744094,1417184,0,1417176,1.8474522819e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,8,31,"Success",0.000842,273.624014,285.712387,0.258739,1.176936,1.328321,0.28693,0.342215,562.732418,1417184,0,1417176,1.8540786759e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,9,31,"Success",0.000656,273.781746,285.532899,0.257645,1.159208,1.32185,0.278237,0.335541,562.669742,1417184,0,1417176,1.8540786759e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,10,31,"Success",0.000918,274.365481,286.836819,0.245491,1.152759,1.315284,0.277222,0.325325,564.521333,1417184,0,1417176,1.8540786759e-16,0
"Fftw","Inplace","Real","double",1,"radix357",177147,0,0,11,31,"Success",0.000864,279.141403,286.041276,0.244908,1.164318,1.269353,0.322053,0.339588,568.526463,1417184,0,1417176,1.8540786759e-16,0
"Fftw","Inplace","Real","double",1,"radix357",390625,0,0,0,41,"Warmup",0.003462,485.47307,520.395551,0.6223,2.189687,2.4773,0.595593,0.289409,1012.048527,3125008,0,3125000,1.4890434277e-16,0
"Fftw","Inplace","Real","double",1,"radix357",390625,0,0,1,41,"Warmup",0.00092,485.142526,519.007246,0.611399,2.192015,2.407597,0.752141,0.323677,1010.44029,3125008,0,3125000,1.4788687423e-16,0
"Fftw","Inplace","Real","double",1,"radix357",390625,0,0,2,41,"Success",0.000872,486.423886,517.843825,0.601614,2.152064,2.501882,0.60185,0.296565,1010.425253,3125008,0,3125000,1.5329344679e-16,0
"Fftw","Inplace","Real","double",1,"radix357",390625,0,0,3,41,"Success",0.000716,485.903765,516.328652,0.623136,2.211466,2.415504,0.764579,0.310769,1008.561493,3125008,0,3125000,1.4751430609e-16,0
"Fftw","Inplace","Real","double",1,"radix357",390625,0,0,4,41,"Success",0.000726,486.750602,518.060288,0.59826,2.175809,2.591331,0.769575,0.332433,1011.281779,3125008,0,3125000,1.4811608824e-16,0
"Fftw","Inplace","Real","double",1,"radix357",390625,0,0,5,41,"Success",0.000835,483.733206,517.72398,0.607133,2.125982,2.463461,0.627762,0.288642,1007.573369,3125008,0,3125000,1.4714927668e-16,0
