; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",15964327936,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534882441,"CurrentTimeLocal","Tue Aug 21 23:14:01 2018","Hostname","teegema","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000186
; "Time_ContextDestroy [ms]", 7.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,2,22,"Success",0.004217,7.324423,7.002911,0.001912,0.007265,0.006295,0.000839,0.002445,14.350963,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,3,22,"Success",0.004168,7.397536,7.100765,0.001949,0.007212,0.006446,0.000832,0.002022,14.521656,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,4,22,"Success",0.004246,7.40623,6.891255,0.00166,0.006471,0.006341,0.000715,0.001658,14.319151,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,5,22,"Success",0.004168,7.351045,6.927872,0.001294,0.006262,0.019179,0.000724,0.001962,14.313028,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,6,22,"Success",0.004148,7.321763,6.98072,0.001953,0.00666,0.006389,0.00079,0.001688,14.324703,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,7,22,"Success",0.004258,7.328248,7.032967,0.002147,0.007446,0.006525,0.000871,0.002046,14.385158,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,8,22,"Success",0.004317,7.423219,6.892103,0.001281,0.006448,0.006289,0.000697,0.001612,14.336532,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,9,22,"Success",0.004005,7.29421,6.902753,0.001342,0.006315,0.006394,0.000717,0.001514,14.217743,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,10,22,"Success",0.004071,7.39028,6.917061,0.001751,0.006758,0.006343,0.000809,0.001919,14.329604,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",729,0,0,11,22,"Success",0.004252,7.344218,6.866726,0.001224,0.006354,0.00635,0.000782,0.001582,14.232017,23328,0,11664,9.7825936109e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,0,23,"Warmup",0.001332,13.46117,12.930222,0.004297,0.023506,0.023497,0.001985,0.004287,26.45084,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,1,23,"Warmup",0.004227,13.403377,12.894053,0.005327,0.024873,0.023644,0.002034,0.004483,26.36271,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,2,23,"Success",0.004655,13.400423,12.921984,0.005395,0.02436,0.023558,0.00202,0.004668,26.387713,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,3,23,"Success",0.004299,13.43545,12.898487,0.005049,0.023303,0.02354,0.002059,0.00441,26.397125,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,4,23,"Success",0.004195,13.376725,12.923187,0.003583,0.02358,0.023431,0.001952,0.004312,26.361518,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,5,23,"Success",0.004108,13.372577,12.811976,0.004644,0.023155,0.023496,0.002061,0.004112,26.246729,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,6,23,"Success",0.004376,13.363543,12.944135,0.005051,0.025044,0.023509,0.002087,0.004611,26.373056,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,7,23,"Success",0.004166,13.413872,12.847611,0.003079,0.02324,0.030079,0.001975,0.004189,26.328982,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,8,23,"Success",0.004279,13.366502,12.855284,0.005979,0.02483,0.023523,0.00205,0.004436,26.287537,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,9,23,"Success",0.004514,13.360824,12.839897,0.003617,0.023258,0.023516,0.001947,0.003973,26.262107,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,10,23,"Success",0.00419,13.294026,12.902512,0.005704,0.029624,0.023858,0.002098,0.004288,26.26698,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2187,0,0,11,23,"Success",0.004265,13.354275,12.913928,0.003783,0.023387,0.023379,0.001951,0.004352,26.329839,69984,0,34992,1.0803695852e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,0,38,"Warmup",0.001016,3.873773,3.492088,0.005386,0.02859,0.027164,0.002256,0.003857,7.434629,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,1,38,"Warmup",0.004552,3.81714,3.481324,0.004741,0.027844,0.027197,0.002193,0.003624,7.369348,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,2,38,"Success",0.004518,3.842511,3.523811,0.006767,0.029762,0.026961,0.002231,0.00407,7.441246,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,3,38,"Success",0.004692,3.830086,3.471761,0.004803,0.027897,0.027009,0.0022,0.003675,7.372696,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,4,38,"Success",0.00458,3.801169,3.445132,0.004281,0.027821,0.026962,0.00221,0.003614,7.316325,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,5,38,"Success",0.00448,3.80685,3.447238,0.005014,0.028145,0.027002,0.002216,0.00347,7.324915,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,6,38,"Success",0.004513,3.835015,3.516259,0.005869,0.029414,0.026992,0.00231,0.003856,7.424935,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,7,38,"Success",0.004742,3.856776,3.447356,0.004945,0.02802,0.026982,0.002509,0.003708,7.37561,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,8,38,"Success",0.004496,3.836407,3.462697,0.004169,0.027881,0.027051,0.002206,0.003561,7.36902,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,9,38,"Success",0.00477,3.808581,3.467007,0.003991,0.028168,0.02698,0.002223,0.003484,7.345707,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,10,38,"Success",0.004657,3.848706,3.468097,0.005199,0.028143,0.026937,0.002287,0.003861,7.388547,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",2401,0,0,11,38,"Success",0.004605,3.900666,3.525753,0.006879,0.030434,0.027148,0.002225,0.004311,7.502746,76832,0,38416,1.0223646557e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,0,32,"Warmup",0.001274,18.855088,17.626549,0.008565,0.04186,0.033258,0.002873,0.003823,36.574055,100000,0,50000,1.0191286618e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,1,32,"Warmup",0.02612,18.875181,18.146645,0.007953,0.040518,0.046537,0.003831,0.005335,37.15307,100000,0,50000,1.006472092e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,2,32,"Success",0.035146,18.738486,17.636077,0.00908,0.044767,0.033442,0.002949,0.004312,36.505016,100000,0,50000,1.0600800958e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,3,32,"Success",0.025558,18.697108,18.292758,0.008033,0.044369,0.035553,0.002902,0.003409,37.110405,100000,0,50000,1.0650315987e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,4,32,"Success",0.024576,18.771216,17.616793,0.007795,0.042168,0.033029,0.00293,0.003266,36.502596,100000,0,50000,1.0191286618e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,5,32,"Success",0.025908,18.784773,18.209306,0.008385,0.042615,0.0353,0.00297,0.003975,37.113932,100000,0,50000,1.006472092e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,6,32,"Success",0.02483,18.79397,17.592135,0.008354,0.040957,0.033435,0.002933,0.003663,36.501067,100000,0,50000,1.0191286618e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,7,32,"Success",0.025352,18.71764,17.509584,0.008451,0.044312,0.033922,0.002917,0.003596,36.346565,100000,0,50000,1.0309608052e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,8,32,"Success",0.026557,18.853278,17.521879,0.011133,0.046001,0.034291,0.002961,0.003908,36.500707,100000,0,50000,1.060107038e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,9,32,"Success",0.026095,18.892139,18.239571,0.008931,0.045666,0.033848,0.002957,0.003478,37.253359,100000,0,50000,1.0575719802e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,10,32,"Success",0.026436,18.86531,17.571574,0.008288,0.042766,0.033359,0.002965,0.00341,36.554945,100000,0,50000,1.0191286618e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",3125,0,0,11,32,"Success",0.025759,18.868736,18.307937,0.008547,0.047184,0.03393,0.002898,0.004326,37.299915,100000,0,50000,1.0362943347e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,0,24,"Warmup",0.001392,30.963226,30.475638,0.016788,0.08057,0.079734,0.006264,0.006382,61.630778,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,1,24,"Warmup",0.005115,30.872375,30.509152,0.016181,0.07957,0.079974,0.006062,0.005325,61.574417,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,2,24,"Success",0.005034,30.832712,30.501659,0.01585,0.079676,0.080008,0.005964,0.00531,61.526893,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,3,24,"Success",0.005024,30.99218,31.01748,0.018293,0.080008,0.079945,0.005963,0.005824,62.205432,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,4,24,"Success",0.004994,30.90656,30.566073,0.017223,0.079878,0.079774,0.010718,0.005802,61.671695,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,5,24,"Success",0.004959,30.844979,30.50351,0.016483,0.079314,0.079985,0.00601,0.005342,61.54135,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,6,24,"Success",0.004849,30.880242,30.528152,0.016772,0.079281,0.080024,0.006272,0.00595,61.602246,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,7,24,"Success",0.004724,31.034202,30.422544,0.016639,0.083676,0.079765,0.006368,0.005859,61.654659,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,8,24,"Success",0.004978,30.86677,30.56952,0.017272,0.079289,0.079958,0.006322,0.005507,61.630305,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,9,24,"Success",0.004936,30.878998,30.528551,0.015902,0.079999,0.079958,0.005914,0.005614,61.60053,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,10,24,"Success",0.004816,30.789662,30.45024,0.018725,0.079436,0.07984,0.006086,0.005511,61.435011,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",6561,0,0,11,24,"Success",0.0049,30.89761,30.523791,0.016647,0.07904,0.079954,0.006294,0.00517,61.614105,209952,0,104976,8.3906881493e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,0,33,"Warmup",0.001827,86.326877,80.392258,0.064436,0.27026,0.215245,0.036006,0.010238,167.318299,500000,0,250000,1.01820075e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,1,33,"Warmup",0.006242,82.463676,80.45725,0.052413,0.252735,0.226189,0.035994,0.010344,163.505764,500000,0,250000,1.01820075e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,2,33,"Success",0.006495,82.52211,80.258768,0.05406,0.253245,0.212561,0.032752,0.009168,163.350048,500000,0,250000,1.01820075e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,3,33,"Success",0.006573,82.877254,80.695135,0.049933,0.254033,0.217713,0.036505,0.009352,164.14738,500000,0,250000,9.9037852043e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,4,33,"Success",0.00633,81.718551,80.942856,0.054695,0.262783,0.222029,0.035302,0.012894,163.256251,500000,0,250000,9.5409913802e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,5,33,"Success",0.006072,81.561292,81.096283,0.051342,0.246887,0.214845,0.032595,0.011299,163.221474,500000,0,250000,1.0164757063e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,6,33,"Success",0.00703,81.795438,81.772172,0.050932,0.248392,0.234703,0.034105,0.010674,164.154308,500000,0,250000,9.1132270175e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,7,33,"Success",0.006767,81.76311,80.534317,0.05158,0.259278,0.21488,0.035488,0.010144,162.876473,500000,0,250000,1.01820075e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,8,33,"Success",0.006199,83.205575,80.339548,0.048913,0.253167,0.216904,0.036592,0.010151,164.117981,500000,0,250000,9.9037852043e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,9,33,"Success",0.006333,82.131129,81.192372,0.051478,0.245418,0.220695,0.029437,0.01039,163.888259,500000,0,250000,9.3129133555e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,10,33,"Success",0.006671,82.08608,81.489355,0.056401,0.258677,0.233942,0.038059,0.013691,164.183819,500000,0,250000,9.2611323566e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",15625,0,0,11,33,"Success",0.006398,81.812574,80.414755,0.058788,0.279354,0.231902,0.041621,0.012193,162.858716,500000,0,250000,9.9037852043e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,0,39,"Warmup",0.002528,21.617,20.339808,0.056575,0.279087,0.24924,0.035036,0.013559,42.593972,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,1,39,"Warmup",0.007407,21.443331,20.285033,0.0521,0.27463,0.266076,0.036098,0.014098,42.379653,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,2,39,"Success",0.006501,21.813785,20.286998,0.051969,0.275313,0.260837,0.036676,0.013994,42.747085,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,3,39,"Success",0.007281,21.672832,20.258483,0.05067,0.272744,0.248326,0.034891,0.012678,42.558824,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,4,39,"Success",0.007099,21.545153,20.289976,0.068114,0.276682,0.248234,0.035177,0.013347,42.484681,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,5,39,"Success",0.006926,21.402,20.30252,0.050699,0.275268,0.274187,0.037595,0.014755,42.364942,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,6,39,"Success",0.00771,21.458449,20.326562,0.050727,0.276393,0.247681,0.033774,0.013418,42.416101,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,7,39,"Success",0.008011,21.409849,20.355949,0.049824,0.283033,0.248778,0.036235,0.014328,42.406921,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,8,39,"Success",0.006714,21.745354,20.517697,0.058457,0.275408,0.247647,0.035688,0.014136,42.901905,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,9,39,"Success",0.007263,21.752643,20.614538,0.05147,0.275639,0.2491,0.034569,0.013124,42.999273,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,10,39,"Success",0.017025,21.846598,20.481239,0.052221,0.272512,0.249643,0.035182,0.013233,42.968502,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",16807,0,0,11,39,"Success",0.006839,21.782263,20.432719,0.051215,0.273848,0.249953,0.057355,0.01479,42.870352,537824,0,268912,1.1866407415e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,0,25,"Warmup",0.001926,93.106779,91.991446,0.063317,0.312044,0.300869,0.048239,0.015343,185.841238,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,1,25,"Warmup",0.04037,92.494988,91.583449,0.065398,0.314221,0.323113,0.051146,0.015864,184.889898,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,2,25,"Success",0.038529,92.616822,91.255026,0.063937,0.310037,0.301004,0.049383,0.014629,184.6504,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,3,25,"Success",0.040168,97.718095,91.298269,0.06664,0.315425,0.302331,0.048411,0.015066,189.805736,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,4,25,"Success",0.041908,92.444584,91.363458,0.066942,0.313157,0.302801,0.048148,0.015947,184.598131,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,5,25,"Success",0.049377,92.723333,91.153275,0.066906,0.323917,0.301843,0.049563,0.016171,184.685526,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,6,25,"Success",0.039589,92.660573,91.221314,0.06517,0.334345,0.303834,0.050761,0.016117,184.692658,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,7,25,"Success",0.037968,92.701471,91.229429,0.064676,0.337719,0.299816,0.050062,0.016344,184.738604,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,8,25,"Success",0.04,92.550093,124.656656,0.095097,0.386847,0.394055,0.063314,0.016751,218.203942,629856,0,314928,1.0977211726e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,9,25,"Success",0.070238,126.416273,120.049164,0.079759,0.403542,0.370418,0.059901,0.015428,247.466093,629856,0,314928,1.0977211726e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,10,25,"Success",0.047495,110.170166,91.326816,0.064249,0.314125,0.314193,0.049784,0.016832,202.304682,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",19683,0,0,11,25,"Success",0.038194,93.063269,91.088307,0.066278,0.310847,0.313569,0.050088,0.016262,184.947894,629856,0,314928,1.1199685961e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,0,26,"Warmup",0.003273,395.307261,410.612131,0.241647,1.582177,1.598389,0.161316,0.018112,809.525826,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,1,26,"Warmup",0.03035,395.267871,411.119152,0.235536,1.605039,1.572122,0.162121,0.017759,810.011199,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,2,26,"Success",0.029188,395.166836,411.742133,0.234925,1.598054,1.5655,0.16165,0.018045,810.517758,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,3,26,"Success",0.028373,400.242305,395.945274,0.230489,1.587185,1.558014,0.160505,0.017063,799.770688,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,4,26,"Success",0.030119,455.444116,450.87803,0.23489,1.616335,1.557338,0.162347,0.016589,909.941105,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,5,26,"Success",0.028891,395.108007,398.145818,0.23033,1.583794,1.557949,0.160445,0.017031,796.833584,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,6,26,"Success",0.029718,395.337824,395.879809,0.235669,1.614011,1.550045,0.168446,0.017183,794.833985,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,7,26,"Success",0.028473,394.772715,410.553372,0.243152,1.584684,1.580333,0.162987,0.018102,808.945239,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,8,26,"Success",0.02973,395.68561,396.492249,0.23441,1.620261,1.558778,0.16026,0.018024,795.800977,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,9,26,"Success",0.029477,394.822436,396.040419,0.235399,1.5975,1.553293,0.162912,0.037057,794.48006,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,10,26,"Success",0.029238,395.045297,397.612527,0.234842,1.61181,1.550572,0.160775,0.017318,796.264079,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",59049,0,0,11,26,"Success",0.028612,395.08915,412.959282,0.236146,1.632127,1.546657,0.186276,0.020066,811.699711,1889568,0,944784,1.4393925094e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,0,34,"Warmup",0.003364,569.764452,560.928084,0.283159,1.973005,1.926205,0.224463,0.017143,1135.12122,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,1,34,"Warmup",0.030443,568.057124,560.010968,0.269436,1.969252,1.929495,0.219786,0.015732,1132.503505,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,2,34,"Success",0.03221,567.634389,561.223428,0.26963,1.967483,1.919239,0.220755,0.016011,1133.284752,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,3,34,"Success",0.032156,568.445293,560.221051,0.281396,1.990619,1.925311,0.220231,0.018094,1133.135502,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,4,34,"Success",0.031898,569.844685,563.885754,0.267294,1.983042,1.903758,0.221461,0.016758,1138.155858,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,5,34,"Success",0.030962,568.817216,565.701613,0.273333,1.981016,1.938962,0.229908,0.017823,1138.992173,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,6,34,"Success",0.03063,568.786834,611.383944,0.276924,2.353339,2.252239,0.27511,0.020306,1185.380831,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,7,34,"Success",0.034108,597.401215,562.624087,0.264501,1.870283,1.934665,0.221341,0.015933,1164.367691,2500000,0,1250000,9.1863185786e-17,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,8,34,"Success",0.031915,569.81587,561.967888,0.271039,1.976954,1.913332,0.219645,0.0174,1136.215617,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,9,34,"Success",0.030812,567.775732,561.009356,0.270685,1.983227,1.91657,0.221045,0.01665,1133.225451,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,10,34,"Success",0.033131,568.32056,561.110265,0.274127,1.983452,1.884861,0.230492,0.016234,1133.854802,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",78125,0,0,11,34,"Success",0.030833,569.116807,561.384576,0.272436,1.978335,1.89746,0.220319,0.016276,1134.918424,2500000,0,1250000,1.0295463509e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,0,40,"Warmup",0.003725,284.644251,276.419631,0.371025,3.95519,3.92189,0.358956,0.020457,569.696596,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,1,40,"Warmup",0.033557,284.067952,275.954524,0.371216,3.930221,3.938081,0.34908,0.020225,568.666674,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,2,40,"Success",0.033751,284.949829,276.320447,0.369178,3.953126,3.929949,0.371209,0.022474,569.951698,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,3,40,"Success",0.033781,284.707297,276.154985,0.370574,3.945779,3.918065,0.348859,0.021113,569.501812,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,4,40,"Success",0.034236,285.246745,276.595357,0.393057,3.918616,4.00045,0.366644,0.022022,570.578829,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,5,40,"Success",0.034238,284.060749,281.778172,0.371111,3.941396,4.007774,0.369247,0.015985,574.580069,3764768,0,1882384,1.2839948518e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,6,40,"Success",0.033252,284.856927,276.129991,0.371095,3.947149,3.935374,0.348418,0.020641,569.64423,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,7,40,"Success",0.033432,283.240041,276.087744,0.365517,3.965551,3.934087,0.347466,0.020763,567.996123,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,8,40,"Success",0.033713,284.469022,275.84497,0.371543,3.917069,3.92908,0.349581,0.020716,568.937115,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,9,40,"Success",0.033629,284.068616,274.788058,0.391478,3.922828,3.915816,0.349336,0.020067,567.491316,3764768,0,1882384,1.2846263718e-16,0
"Fftw","Outplace","Complex","double",1,"radix357",117649,0,0,10,40,"Success",0.032783,284.471516,275.406981,0.368833,3.938357,3.922046,0.370145,0.020426,568.532493,3764768,0,1882384,1.2846263718e-16,0
