; "SupportedThreads",176,"UsedThreads",22,"TotalMemory",473043369984,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161582,"CurrentTimeLocal","Tue Sep 15 11:19:42 2020","Hostname","taurusml24","gearshifft","0.3.0-scorep"
; "Time_ContextCreate [ms]", 7.2e-05
; "Time_ContextDestroy [ms]", 0.000199
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,4,4,"Success",0.014089,5.513156,4.133745,1193.782087,2321.282187,2271.124955,633.87361,72.857851,6502.689436,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,5,4,"Success",0.019547,5.512035,4.130588,1192.930547,2332.902277,2281.898534,634.130059,73.359039,6524.98855,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,6,4,"Success",0.018698,5.541952,4.131981,1193.808289,2348.283428,2328.064079,638.676297,75.54484,6594.19947,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,7,4,"Success",0.013976,5.501187,4.160522,1193.524195,2376.000985,2270.255727,641.233369,75.998746,6566.792873,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,8,4,"Success",0.014289,5.438102,4.106105,1192.196031,2329.282807,2289.878949,642.936183,78.407826,6542.364955,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,9,4,"Success",0.01436,5.494873,4.089444,1194.196208,2326.405254,2271.251413,639.002631,72.989336,6513.548415,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,10,4,"Success",0.014128,5.535267,4.134966,1193.207789,2429.376011,2325.036944,640.691831,75.308595,6673.416863,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,11,4,"Success",0.014136,5.497649,4.185436,1193.721904,2341.741257,2273.258857,638.009432,75.544878,6532.082395,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,12,4,"Success",0.013988,5.547389,4.143893,1193.819547,2353.291502,2273.167938,624.289607,72.937558,6527.316267,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,13,4,"Success",0.014507,6.258523,4.582711,1209.044676,2351.68738,2279.523707,628.495481,72.813974,6552.528571,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,14,4,"Success",0.013792,5.483444,4.157011,1192.118982,2342.998893,2273.631868,632.462271,72.951229,6523.922203,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,15,4,"Success",0.014145,5.544976,4.149688,1193.34037,2348.523407,2275.197947,624.598585,72.897365,6524.371551,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,16,4,"Success",0.01407,5.543602,4.147395,1193.047773,2351.461752,2287.074465,636.8065,73.488774,6551.686529,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,17,4,"Success",0.013767,5.476822,4.142426,1192.027546,2342.88655,2289.645711,624.968799,72.992694,6532.263828,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,18,4,"Success",0.014962,5.490237,4.114453,1192.133383,2336.923528,2273.125568,630.17966,74.426762,6516.509705,17180393472,0,8589934592,0,0
"Fftw","Outplace","Real","double",2,"powerof2",32768,32768,0,19,4,"Success",0.013316,5.445379,4.117388,1220.29355,2861.86193,2273.175223,641.152253,72.454489,7078.62757,17180393472,0,8589934592,0,0
